normal_image src,hover_image src,heart src,productGalleryOverride src,productGalleryOverride src 2,productGalleryOverride src 3,lazy_href,lazy_href href,part_number 2,title,key_details,key_details 2,key_details 3,key_details 4,key_details 5,key_details 6,price,save,percent-box,final-price,ships,text 2,text 3,text 4,bv_main_container href,bv_stars_svg_no_wrap href,bv_text,bv_text 2,key_details 7,key_details 8,key_details 9,key_details 10,key_details 11,key_details 12,ellip,morelink,morelink href,key_details 13,key_details 14
https://p2-ofp.static.pub/ShareResource/560x450/SSNP/4Y50X88824/4Y50X88824-560x450-01.2d2a07e662c965ae.png,https://p1-ofp.static.pub/ShareResource/560x450/SSNP/4Y50X88824/4Y50X88824-560x450-02.83b64cc1a6813b44.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,ThinkBook Bluetooth Silent Mouse,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/4Y50X88824,4Y50X88824,Key Details,Dual-host Bluetooth 5.0 to switch between 2 devices,Swift Pair to conveniently connect to new devices,Blue optical sensor that works on most surfaces,"On-the-fly DPI adjustment: 2400, 1600, 800",Up to 1 year batter life on a single AA battery (may vary based on usage),,$39.99,save $13.00,32% off,$26.99,Ships FREE in 4-7 business days,Earn,$0.81,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/4Y50X88824,[object Object],4.5,(76),Dual-host Bluetooth 5.0 to switch between 2 devices,Swift Pair to conveniently connect to new devices,Blue optical sensor that works on most surfaces,"On-the-fly DPI adjustment: 2400, 1600, 800",Up to 1 year batter life on a single AA battery (may vary based on usage),,,,,,
https://p4-ofp.static.pub/ShareResource/560x450/SSNP/4Y50R20863/4Y50R20863-560x450-01.03f9015af9568c88.png,https://p2-ofp.static.pub/ShareResource/560x450/SSNP/4Y50R20863/4Y50R20863-560x450-02.737e011e48ef7c18.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo Essential USB Mouse,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/4Y50R20863,4Y50R20863,Key Details,Full-size mouse for better grip,Wired USB connection,High resolution at 1600 DPI,Ambidextrous design,,,$16.99,save $7.00,41% off,$9.99,"Ships FREE by Thu, Oct 14",Earn,$0.30,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/4Y50R20863,[object Object],4.7,(49),Full-size mouse for better grip,Wired USB connection,High resolution at 1600 DPI,Ambidextrous design,,,,,,,
https://p2-ofp.static.pub/ShareResource/560x450/SSNP/GXH1C97869/GXH1C97869-500x400-01.2384221512bd39fe.png,https://p4-ofp.static.pub/ShareResource/560x450/SSNP/GXH1C97869/GXH1C97869-500x400-02.b6db10ee61708252.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo Legion Gaming Control Mouse Pad XXL,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GXH1C97869,GXH1C97869,Key Details,"Optimized for precision, low DPI tracking movements",Skid-proof rubberized base provides stability when gliding and aiming,High-density microfiber cloth on the top surface is water-repellent and durable,Braided locked edge design for durability and long-life,As thin as 2 mm to keep your mouse virtually level with your desk,Separate rolling package design for easy storage,$19.99,save $8.00,40% off,$11.99,"Ships FREE by Thu, Oct 14",Earn Triple Rewards,$1,=,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GXH1C97869,[object Object],4.5,(23),"Optimized for precision, low DPI tracking movements",Skid-proof rubberized base provides stability when gliding and aiming,High-density microfiber cloth on the top surface is water-repellent and durable,Braided locked edge design for durability and long-life,As thin as 2 mm to keep your mouse virtually level with your desk,Separate rolling package design for easy storage,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GXH1C97869,Size: L*W*H: 900 * 400 * 2 mm,Size: L*W*H: 900 * 400 * 2 mm
https://p2-ofp.static.pub/ShareResource/560x450/SSNP/GX30K69565/GX30K69565-560x450-01.71aac0b5ce979947.png,https://p2-ofp.static.pub/ShareResource/560x450/SSNP/GX30K69565/GX30K69565-560x450-02.8efad50610680e95.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo Wireless Yoga Black Mouse,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GX30K69565,GX30K69565,Key Details,2.4G or Bluetooth 4.1 wireless connection,Multilayer adaptive touchpad,1 month of battery life from 2-hour charge,"Ultra-slim, 13.5 mm design 180-degree rotatable hinge",,,$89.99,save $50.00,55% off,$39.99,"Ships FREE by Thu, Oct 14",Earn,$1,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GX30K69565,[object Object],4.1,(160),2.4G or Bluetooth 4.1 wireless connection,Multilayer adaptive touchpad,1 month of battery life from 2-hour charge,"Ultra-slim, 13.5 mm design 180-degree rotatable hinge",,,,,,,
https://p3-ofp.static.pub/ShareResource/560x450/SSNP/GXH1C97873/GXH1C97873-500x400-01.113309e2e9dc5e26.png,https://p4-ofp.static.pub/ShareResource/560x450/SSNP/GXH1C97873/GXH1C97873-500x400-02.bdeacaac917df3a0.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo IdeaPad Gaming Cloth Mouse Pad M,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GXH1C97873,GXH1C97873,Key Details,High-quality cloth surface for smooth sweeping and accurate tracking,Anti-slip rubber base that keeps the pad firmly in place,Medium and large sizes for perfect for all gamers,Only 2mm thick to keep your mouse level with your desk,Water repellent and tear-resistant surface for long-term use,Washable and soft for cleaning and storage,$6.99,save $2.00,28% off,$4.99,"Ships FREE by Thu, Oct 14",Earn Triple Rewards,$0.44,=,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GXH1C97873,[object Object],5.0,(14),High-quality cloth surface for smooth sweeping and accurate tracking,Anti-slip rubber base that keeps the pad firmly in place,Medium and large sizes for perfect for all gamers,Only 2mm thick to keep your mouse level with your desk,Water repellent and tear-resistant surface for long-term use,Washable and soft for cleaning and storage,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GXH1C97873,Size: L*W*H: 360 * 275 * 2 mm,Size: L*W*H: 360 * 275 * 2 mm
https://p1-ofp.static.pub/ShareResource/560x450/SSNP/GY50X79384/GY50X79384-560x450-01.ae7daf6c042c7913.png,https://p3-ofp.static.pub/ShareResource/560x450/SSNP/GY50X79384/GY50X79384-560x450-02.970d1d81e736b279.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo Legion M300 RGB Gaming Mouse,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50X79384,GY50X79384,Key Details,Maximum performance with up to 8000 DPI and 1000Hz polling rate,"On-the-fly DPI switch for quick, in-game adjustments","Play your way with 8 programmable buttons: left, right, wheel, DPI, side x 4",16.8 Million RGB colors that radiate from the iconic Legion logo,Textured soft side-grips that don’t get slippery even in long sessions,Programmable buttons and RGB lights with Legion Accessory Central,$29.99,save $11.00,36% off,$18.99,"Ships FREE by Thu, Oct 14",Earn Triple Rewards,$1,=,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50X79384,[object Object],4.5,(99),Maximum performance with up to 8000 DPI and 1000Hz polling rate,"On-the-fly DPI switch for quick, in-game adjustments","Play your way with 8 programmable buttons: left, right, wheel, DPI, side x 4",16.8 Million RGB colors that radiate from the iconic Legion logo,Textured soft side-grips that don’t get slippery even in long sessions,Programmable buttons and RGB lights with Legion Accessory Central,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50X79384,,
https://p4-ofp.static.pub/ShareResource/560x450/SSNP/GY50T26467/GY50T26467-560x450-01.31c618d248f6aba9.png,https://p4-ofp.static.pub/ShareResource/560x450/SSNP/GY50T26467/GY50T26467-560x450-02.be5b5e388316152c.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo Legion M500 RGB Gaming Mouse,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50T26467,GY50T26467,Key Details,Navigate smoothly with up to 16000 DPI thanks to the 50 g 400 IPS sensor (Pixart PMW 3389) and on-the-fly DPI switch,Act quickly with omron micro-switches for left/right buttons (50 million clicks),"Enjoy total control with 7 Programmable buttons: left, right, wheel, side x 2, DPI x 2","Show your style with 3-zone 16.8 million color RGB (logo, scroll wheel, bottom)",Comfortable textured side-grips for better control,10g optional magnet weight,$59.99,save $20.00,33% off,$39.99,"Ships FREE by Thu, Oct 14",Earn Triple Rewards,$3,=,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50T26467,[object Object],4.7,(155),Navigate smoothly with up to 16000 DPI thanks to the 50 g 400 IPS sensor (Pixart PMW 3389) and on-the-fly DPI switch,Act quickly with omron micro-switches for left/right buttons (50 million clicks),"Enjoy total control with 7 Programmable buttons: left, right, wheel, side x 2, DPI x 2","Show your style with 3-zone 16.8 million color RGB (logo, scroll wheel, bottom)",Comfortable textured side-grips for better control,10g optional magnet weight,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50T26467,1.8m heavy-duty braided cable with lo,1.8m heavy-duty braided cable with lo
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTgyN3xpbWFnZS9qcGVnfGhkOC9oYTAvMTE2MDgwODY2MDk5NTAuanBnfDc0MzFiYjRhYmRiNmZjNWMwODgxY2NkZDZkNzVjMTBlZWYxYjE4ZjUyOWI4ZTY3N2Q1ZDU2ZmMxMGNkNzQyMjc/2409033A-674D-4C75-9CBC-D68F1362C1BF.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTgyN3xpbWFnZS9qcGVnfGhkOC9oYTAvMTE2MDgwODY2MDk5NTAuanBnfDc0MzFiYjRhYmRiNmZjNWMwODgxY2NkZDZkNzVjMTBlZWYxYjE4ZjUyOWI4ZTY3N2Q1ZDU2ZmMxMGNkNzQyMjc/2409033A-674D-4C75-9CBC-D68F1362C1BF.jpg,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,MX MASTER 3 WRLS MOUSE NEW     WRLS,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/78011589,78011589,Key Details,"- remarkable speed,  precision & quietness of electromagnetic scrolling with all new MagSpeed Wheel - up to 90% faster, 87% more precise &  ultra quiet",- Work comfortably with perfectly sculpted shape and ideally placed thumb wheel and controls,- Speed up your workflow with predefined app-specific profiles and numerous customization options,FLOW CROSS-COMPUTER CONTROL,ULTRAFAST MAGSPEED SCROLLING,COMFORT SHAPE AND INTUITIVE CONTROLS,,,,$99.99,Ships FREE in 1-3 business days,Earn,$3,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/78011589,[object Object],4.7,(53),"- remarkable speed,  precision & quietness of electromagnetic scrolling with all new MagSpeed Wheel - up to 90% faster, 87% more precise &  ultra quiet",- Work comfortably with perfectly sculpted shape and ideally placed thumb wheel and controls,- Speed up your workflow with predefined app-specific profiles and numerous customization options,FLOW CROSS-COMPUTER CONTROL,APP-SPECIFIC CUSTOMIZATIONS,ULTRAFAST MAGSPEED SCROLLING,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/78011589,COMFORT SHAPE AND INTUITIVE CONTROLS,APP-SPECIFIC CUSTOMIZATIONS
https://p4-ofp.static.pub/ShareResource/560x450/SSNP/GY50Z18988/GY50Z18988-560x450-01.d10f87e1da405a00.png,https://p1-ofp.static.pub/ShareResource/560x450/SSNP/GY50Z18988/GY50Z18988-560x450-02.fdb7cac0a3b47bb9.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo 530 Wireless Mouse (Almond),https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50Z18988,GY50Z18988,Key Details,Nano USB provides strong 2.4 GHz wireless connection,Responsive and clear tracking with 1200 DPI resolution optical sensor,Up to 8 million clicks for left and right buttons,Comfortable and functional in left or right hand,Lightweight for travel at 65 g (2.29 oz),Battery life lasts up to 12 months(may vary based on usage),$19.99,save $8.00,40% off,$11.99,"Ships FREE by Thu, Oct 14",Earn,$0.36,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50Z18988,[object Object],4.8,(51),Nano USB provides strong 2.4 GHz wireless connection,Responsive and clear tracking with 1200 DPI resolution optical sensor,Up to 8 million clicks for left and right buttons,Comfortable and functional in left or right hand,Lightweight for travel at 65 g (2.29 oz),Battery life lasts up to 12 months(may vary based on usage),,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTA5Mzg5fGltYWdlL3BuZ3xoYzMvaGFhLzExMzg2MDk1Nzk2MjU0LnBuZ3xkZDVmZDAxZTRhMDg3NTlmOWQxZGI5YjNmMjRjMmY0MTg1MmVlNmI4ZWVjMmEyM2QyZWQ4OTFhNDE1OWNlZTRm/GY51B37795_main_v1.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjY1ODF8aW1hZ2UvcG5nfGgwNC9oMjcvMTEzODYwOTYzNTMzMTAucG5nfGQ2OWM2ZDJhZjhhNzY4ZDZjMDE0ZDNiNGI4MWFjYWNmNzM0YjZmOGM1NTUwY2RjNTY0NmZjM2Y4NmEzZjJlNTE/GY51B37795_main_v4.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo Yoga Mouse with Laser Presenter (Shadow Black),https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY51B37795,GY51B37795,Key Details,Work or present anywhere with the one-twist mouse and laser presenter,"Touch scroll with easy on-the-fly DPI adjustment (1600, 1200, 800)",Pair with multiple devices using dual-mode 2.4G wireless or Bluetooth 5,Easily pair with Bluetooth PC with Microsoft Swift Pair,Safe and easy to use integrated Class 1 laser (under reasonable use),Never run out of power thanks to the integrated rechargeable battery with fast charge,$89.99,save $45.00,50% off,$44.99,"Ships FREE by Thu, Oct 14",Earn,$1,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY51B37795,[object Object],4.6,(8),Work or present anywhere with the one-twist mouse and laser presenter,"Touch scroll with easy on-the-fly DPI adjustment (1600, 1200, 800)",Pair with multiple devices using dual-mode 2.4G wireless or Bluetooth 5,Easily pair with Bluetooth PC with Microsoft Swift Pair,Safe and easy to use integrated Class 1 laser (under reasonable use),Never run out of power thanks to the integrated rechargeable battery with fast charge,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY51B37795,Award-winning ergonomic V-shape design for comfort and porta,Award-winning ergonomic V-shape design for comfort and porta
https://p3-ofp.static.pub/ShareResource/560x450/SSNP/GY50X79385/GY50X79385-560x450-01.16e249224a18a86a.png,https://p2-ofp.static.pub/ShareResource/560x450/SSNP/GY50X79385/GY50X79385-560x450-02.7e1843ed0ed0d719.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo Legion M600 Wireless Gaming Mouse,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50X79385,GY50X79385,Key Details,"Sub 1ms lossless wireless via 2.4GHz, or connect by low-latency BT or wired USB-C",Up to 200 hours of battery life (lights off) with 2.5 hours single charge,Rapid charging through type-C USD . A 10 min charge can last for 10 hours (lights off),"Native 16,000 DPI optical sensor Pixart 3335","Truly ambidextrous for right and left-hand users, with rubberized soft side-grip for extra grip","9 buttons: left, right, wheel, side x 4, DPI x 1, stealth mode",$89.99,save $30.00,33% off,$59.99,"Ships FREE by Thu, Oct 14",Earn Triple Rewards,$5,=,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50X79385,[object Object],4.5,(80),"Sub 1ms lossless wireless via 2.4GHz, or connect by low-latency BT or wired USB-C",Up to 200 hours of battery life (lights off) with 2.5 hours single charge,Rapid charging through type-C USD . A 10 min charge can last for 10 hours (lights off),"Native 16,000 DPI optical sensor Pixart 3335","Truly ambidextrous for right and left-hand users, with rubberized soft side-grip for extra grip","9 buttons: left, right, wheel, side x 4, DPI x 1, stealth mode",...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50X79385,,
https://p2-ofp.static.pub/ShareResource/560x450/SSNP/GY50U59626/GY50U59626-560x450-01.05b6d1a62b7d57ac.png,https://p1-ofp.static.pub/ShareResource/560x450/SSNP/GY50U59626/GY50U59626-560x450-02.f5e99536abffa57a.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo Yoga Mouse with Laser Presenter,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50U59626,GY50U59626,Key Details,Work or present anywhere with the one-twist mouse and laser presenter,"Touch scroll with easy on-the-fly DPI adjustment (1600, 1200, 800)",Pair with multiple devices using dual-mode 2.4G wireless or Bluetooth 5,Easily pair with Bluetooth PC with Microsoft Swift Pair,Safe and easy to use integrated Class 1 laser (under reasonable use),Never run out of power thanks to the integrated rechargeable battery with fast charge,$89.99,save $30.00,33% off,$59.99,"Ships FREE by Thu, Oct 14",Earn,$1,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50U59626,[object Object],4.4,(89),Work or present anywhere with the one-twist mouse and laser presenter,"Touch scroll with easy on-the-fly DPI adjustment (1600, 1200, 800)",Pair with multiple devices using dual-mode 2.4G wireless or Bluetooth 5,Easily pair with Bluetooth PC with Microsoft Swift Pair,Safe and easy to use integrated Class 1 laser (under reasonable use),Never run out of power thanks to the integrated rechargeable battery with fast charge,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50U59626,Award-winning ergonomic V-shape design for comfort and porta,Award-winning ergonomic V-shape design for comfort and porta
https://p4-ofp.static.pub/ShareResource/560x450/SSNP/GY50Z18990/GY50Z18990-560x450-01.4b40a35b4259fd17.png,https://p3-ofp.static.pub/ShareResource/560x450/SSNP/GY50Z18990/GY50Z18990-560x450-02.faa94eb0e6ee1b64.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo 530 Wireless Mouse (Cherry Red),https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50Z18990,GY50Z18990,Key Details,Nano USB provides strong 2.4 GHz wireless connection,Responsive and clear tracking with 1200 DPI resolution optical sensor,Up to 8 million clicks for left and right buttons,Comfortable and functional in left or right hand,Lightweight for travel at 65 g (2.29 oz),Battery life lasts up to 12 months(may vary based on usage),$19.99,save $8.00,40% off,$11.99,"Ships FREE by Thu, Oct 14",Earn,$0.36,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY50Z18990,[object Object],4.6,(52),Nano USB provides strong 2.4 GHz wireless connection,Responsive and clear tracking with 1200 DPI resolution optical sensor,Up to 8 million clicks for left and right buttons,Comfortable and functional in left or right hand,Lightweight for travel at 65 g (2.29 oz),Battery life lasts up to 12 months(may vary based on usage),,,,,
https://p2-ofp.static.pub/ShareResource/560x450/SSNP/4Y50Q64661/4Y50Q64661-560x450-01.2f7eec7f98530143.png,https://p4-ofp.static.pub/ShareResource/560x450/SSNP/4Y50Q64661/4Y50Q64661-560x450-02.41a91a168095d50c.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo Fingerprint Biometric USB Mouse,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/4Y50Q64661,4Y50Q64661,Key Details,One-touch fingerprint sensor (Synaptics Viper 2 module),Ultra-fast fingerprint entry and verification,256 bit security encryption with Match-on-Host style sensor,Microsoft Windows Hello certified,One-touch fingerprint sensor (Synaptics Viper 2 module),Ultra-fast fingerprint entry and verification,$44.99,save $29.00,64% off,$15.99,Ships FREE in 4-7 business days,Earn,$0.48,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/4Y50Q64661,[object Object],4.3,(22),256 bit security encryption with Match-on-Host style sensor,Microsoft Windows Hello certified,Ambidextrous mouse design,1600 DPI resolution with optical sensor,Ambidextrous mouse design,1600 DPI resolution with optical sensor,,,,,
https://p1-ofp.static.pub/fes/cms/2021/09/10/z2avrxeuel36k4ta94gwwjhzrve04i127689.png,https://p3-ofp.static.pub/fes/cms/2021/09/10/vxrdxs33ik2w27k1mx2bupo7ftqarj587359.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo Go USB-C Wireless Mouse (Storm Grey),https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY51C21210,GY51C21210,Key Details,Compact ambidextrous design,Ergonomic design with Villi painted grip,"Blue optical sensor, tracks on most surfaces",Silent left/right keys with 2-way scroll wheel (up / down),800 – 1600 - 2400 adjustable DPI,Wireless connection via USB-C dongle,$39.99,save $8.00,20% off,$31.99,"Ships FREE by Thu, Oct 14",Earn,$0.96,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY51C21210,[object Object],4.7,(3),Compact ambidextrous design,Ergonomic design with Villi painted grip,"Blue optical sensor, tracks on most surfaces",Silent left/right keys with 2-way scroll wheel (up / down),800 – 1600 - 2400 adjustable DPI,Wireless connection via USB-C dongle,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/keyboards-and-mice/mice/GY51C21210,Supports Lenovo Unified Pairing Receiver,Supports Lenovo Unified Pairing Receiver
