web-scraper-order,web-scraper-start-url,cat,cat-href,nnn
1632171914-19,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Racing,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=1005753&cbxRefine=1226100&cbxRefine=1250661/?cm_sp=furniture-_-racing-chairs_gaming_-_-tech_gaming_main_4_4_0&promo_name=furniture&promo_id=furniture-racing-chairs-gaming&promo_creative=racing-chairs_gaming&promo_position=tech_gaming_main_4_4_0,"AKRacing™ Master Max Gaming Chair, Red"
1632173024-190,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Ergonomic Support,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=862216/?cm_sp=furniture-_-ergonomic-support-chairs_gaming_-_-tech_gaming_main_4_3_0&promo_name=furniture&promo_id=furniture-ergonomic-support-chairs-gaming&promo_creative=ergonomic-support-chairs_gaming&promo_position=tech_gaming_main_4_3_0,"Respawn 100 Racing Style Bonded Leather High-Back Gaming Chair, Black4.5 out of 5 stars. 52 reviews"
1632173024-249,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Ergonomic Support,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=862216/?cm_sp=furniture-_-ergonomic-support-chairs_gaming_-_-tech_gaming_main_4_3_0&promo_name=furniture&promo_id=furniture-ergonomic-support-chairs-gaming&promo_creative=ergonomic-support-chairs_gaming&promo_position=tech_gaming_main_4_3_0,"Vertagear Racing S-Line SL2000 Gaming Chair, White/Blue4.6 out of 5 stars. 130 reviews"
1632173024-210,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Ergonomic Support,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=862216/?cm_sp=furniture-_-ergonomic-support-chairs_gaming_-_-tech_gaming_main_4_3_0&promo_name=furniture&promo_id=furniture-ergonomic-support-chairs-gaming&promo_creative=ergonomic-support-chairs_gaming&promo_position=tech_gaming_main_4_3_0,"Arozzi Primo Ergonomic Faux Leather High-Back Gaming Chair, Black/Gold0.0 out of 5 stars."
1632173054-341,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Reclining,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=1414805/?cm_sp=furniture-_-reclining-chairs_gaming_-_-tech_gaming_main_4_2_0&promo_name=furniture&promo_id=furniture-reclining-chairs-gaming&promo_creative=reclining-chairs_gaming&promo_position=tech_gaming_main_4_2_0,"Arozzi Verona Pro V2 High-Back Gaming Chair, Carbon Black0.0 out of 5 stars."
1632173054-299,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Reclining,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=1414805/?cm_sp=furniture-_-reclining-chairs_gaming_-_-tech_gaming_main_4_2_0&promo_name=furniture&promo_id=furniture-reclining-chairs-gaming&promo_creative=reclining-chairs_gaming&promo_position=tech_gaming_main_4_2_0,"Arozzi Primo Premium Ergonomic Fabric High-Back Gaming Chair, Dark Gray0.0 out of 5 stars."
1632173024-159,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Ergonomic Support,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=862216/?cm_sp=furniture-_-ergonomic-support-chairs_gaming_-_-tech_gaming_main_4_3_0&promo_name=furniture&promo_id=furniture-ergonomic-support-chairs-gaming&promo_creative=ergonomic-support-chairs_gaming&promo_position=tech_gaming_main_4_3_0,"Respawn 200 Racing-Style Bonded Leather Gaming Chair, White/Black"
1632173054-258,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Reclining,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=1414805/?cm_sp=furniture-_-reclining-chairs_gaming_-_-tech_gaming_main_4_2_0&promo_name=furniture&promo_id=furniture-reclining-chairs-gaming&promo_creative=reclining-chairs_gaming&promo_position=tech_gaming_main_4_2_0,"OFM Essentials 3085 Racing-Style Bonded Leather High-Back Gaming Chair, Black/Pu...4.6 out of 5 stars. 21 reviews"
1632173024-168,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Ergonomic Support,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=862216/?cm_sp=furniture-_-ergonomic-support-chairs_gaming_-_-tech_gaming_main_4_3_0&promo_name=furniture&promo_id=furniture-ergonomic-support-chairs-gaming&promo_creative=ergonomic-support-chairs_gaming&promo_position=tech_gaming_main_4_3_0,"Arozzi Forte Ergonomic Faux Leather High-Back Gaming Chair, Black/Blue"
1632173054-281,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Reclining,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=1414805/?cm_sp=furniture-_-reclining-chairs_gaming_-_-tech_gaming_main_4_2_0&promo_name=furniture&promo_id=furniture-reclining-chairs-gaming&promo_creative=reclining-chairs_gaming&promo_position=tech_gaming_main_4_2_0,"Respawn 100 Racing-Style Bonded Leather Gaming Chair, Blue/Black4.5 out of 5 stars. 52 reviews"
1632173024-232,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Ergonomic Support,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=862216/?cm_sp=furniture-_-ergonomic-support-chairs_gaming_-_-tech_gaming_main_4_3_0&promo_name=furniture&promo_id=furniture-ergonomic-support-chairs-gaming&promo_creative=ergonomic-support-chairs_gaming&promo_position=tech_gaming_main_4_3_0,"Arozzi Enzo Ergonomic Fabric High-Back Gaming Chair, Light Gray/Black0.0 out of 5 stars."
1632171914-74,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Racing,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=1005753&cbxRefine=1226100&cbxRefine=1250661/?cm_sp=furniture-_-racing-chairs_gaming_-_-tech_gaming_main_4_4_0&promo_name=furniture&promo_id=furniture-racing-chairs-gaming&promo_creative=racing-chairs_gaming&promo_position=tech_gaming_main_4_4_0,"AKRacing™ Core SX Gaming Chair, White"
1632171914-35,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Racing,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=1005753&cbxRefine=1226100&cbxRefine=1250661/?cm_sp=furniture-_-racing-chairs_gaming_-_-tech_gaming_main_4_4_0&promo_name=furniture&promo_id=furniture-racing-chairs-gaming&promo_creative=racing-chairs_gaming&promo_position=tech_gaming_main_4_4_0,"Vertagear Racing S-Line SL2000 Gaming Chair, Black/Red"
1632173054-303,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Reclining,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=1414805/?cm_sp=furniture-_-reclining-chairs_gaming_-_-tech_gaming_main_4_2_0&promo_name=furniture&promo_id=furniture-reclining-chairs-gaming&promo_creative=reclining-chairs_gaming&promo_position=tech_gaming_main_4_2_0,"Respawn 900 Racing-Style Bonded Leather Gaming Recliner, Black/Red4.7 out of 5 stars. 83 reviews"
1632173024-237,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Ergonomic Support,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=862216/?cm_sp=furniture-_-ergonomic-support-chairs_gaming_-_-tech_gaming_main_4_3_0&promo_name=furniture&promo_id=furniture-ergonomic-support-chairs-gaming&promo_creative=ergonomic-support-chairs_gaming&promo_position=tech_gaming_main_4_3_0,"Vertagear PL 1000 Series Ergonomic Faux Leather High-Back Gaming Chair, Blue4.4 out of 5 stars. 9 reviews"
1632173054-316,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Reclining,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=1414805/?cm_sp=furniture-_-reclining-chairs_gaming_-_-tech_gaming_main_4_2_0&promo_name=furniture&promo_id=furniture-reclining-chairs-gaming&promo_creative=reclining-chairs_gaming&promo_position=tech_gaming_main_4_2_0,"AKRacing™ Master Max Gaming Chair, Black3.7 out of 5 stars. 3 reviews"
1632173024-157,https://www.officedepot.com/cm/tech/gaming?cm_sp=technology-_-gaming_no_brand_no_offer-_-&promo_name=technology&promo_id=technology-gaming-no_brand&promo_creative=gaming_no_brand,Ergonomic Support,https://www.officedepot.com/a/browse/gaming-chairs/Ne=100&N=5+1302556&cbxRefine=862216/?cm_sp=furniture-_-ergonomic-support-chairs_gaming_-_-tech_gaming_main_4_3_0&promo_name=furniture&promo_id=furniture-ergonomic-support-chairs-gaming&promo_creative=ergonomic-support-chairs_gaming&promo_position=tech_gaming_main_4_3_0,"Arozzi Toretta Ergonomic Fabric High-Back Gaming Chair, Dark Gray/Black"
