normal_image src,hover_image src,cto-gear-tooltip,lazy_href,lazy_href href,part_number 2,title,features,features 2,features 3,hover_keyDetails,hover_keyDetails 2,hover_keyDetails 3,hover_keyDetails 4,hover_keyDetails 5,keyDetailsKey 6,hover_keyDetails 6,price,save,percent-box,final-price,ca-link,cta-button,ships,ca-link 2,text 2,text 3,text 4,features 4,features 5,features 6,hover_keyDetails 13,bv_main_container href,bv_stars_svg_no_wrap href,bv_text,bv_text 2,features 7,features 8,features 9,features 10,keyDetailsKey 13,hover_keyDetails 15,ca-bold,ca-sub-content-container,ca-sub-content-container 2,ca-sub-content-container 3,ca-link 3,ca-link 4,flag,coupon-label,coupon-code,coupon-limit
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE2NDg3fGltYWdlL3BuZ3xoMzUvaDRkLzEwOTA0MjY3MzI1NDcwLnBuZ3w5ODIxNDk5YjI5MDhiOWQ3ZjVjMjI0NTllOTk5YmVlNzdkMzc3NzUyMzE2YjU1ZTM1NDAwZDA4OTM1MWVkYmQy/lenovo-desktop-ideacentre-aio-5-24in-front.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MzQxNTAxfGltYWdlL3BuZ3xoY2QvaGFhLzExMDQ4MzgxNDE1NDU0LnBuZ3xhNzZhNzNhODRiMTc4NGEwZTI5ZmQ2YTQzYTVhNWNmM2NmNGQ5MzBmNGFiYWU5MzU2MTgzZGNhMTNhY2NmZTE3/lenovo-desktop-ideacentre-aio-5-24in-hero.png,,IdeaCentre AIO 5i (24”),https://www.lenovo.com/us/en/p/desktops/ideacentre/aio-500-series/IdeaCentre-AIO-5i-24/F0FB0077US,F0FB0077US,Features,Premium 10 Gen Intel Core™ processors,24” All in One desktop with FHD touchscreen display,Built-in Dolby-enhanced speakers,"10th Generation Intel® Core™ i5-10400T Processor (2.00 GHz, up to 3.60 GHz with Turbo Boost, 6 Cores, 12 Threads, 12 MB Cache)",Home 64,Integrated Intel® UHD Graphics 630,12 GB DDR4 2667MHz (4 GB + 8 GB),256 GB PCIe SSD,Display :,"23.8"" FHD (1920 x 1080) IPS, anti-glare, touchscreen, 250 nits",,,,"$1,049.99",See How,Add To Cart,"Ships FREE by Thu, Oct 14",Prequalify,Earn,$31,in Rewards,Premium 10 Gen Intel Core™ processors,24” All in One desktop with FHD touchscreen display,Built-in Dolby-enhanced speakers,Windows 10,https://www.lenovo.com/us/en/p/desktops/ideacentre/aio-500-series/IdeaCentre-AIO-5i-24/F0FB0077US,[object Object],4.3,(301),th,®,th,®,Warranty :,1 year Mail-in,$175/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NDk5NjJ8aW1hZ2UvcG5nfGgxNC9oNTQvMTA4OTM4OTM1MzM3MjYucG5nfDQ4ZWQxZGQ2OGM5ZTA1YjM4MWExMzA2MzkxZTNhMTVhYjA1MmRkNGJiYjYxNzNiMzdkYmZmYjlkYmEwY2JiZDk/lenovo-thinkcentre-m70a-series-hero.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8Mjk3MDg3fGltYWdlL3BuZ3xoMGYvaDIyLzEwODkzODkzNTk5MjYyLnBuZ3xiZWY2ZDhmMjE1NDEzMDQ1MDA5NGQ3NzA3MDBiOWMwZjE4MzAxZGQ5OGYzYThmM2Y4YWEzMWM2NWVhMzJiZjg4/lenovo-thinkcentre-m70a-subseries-hero.png,,ThinkCentre M70a All-in-One,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-aio/ThinkCentre-M70a/11CK0047US,11CK0047US,,,,,"10th Generation Intel® Core™ i5-10400 Processor (2.90 GHz, up to 4.30 GHz with Turbo Boost, 6 Cores, 12 Threads, 12 MB Cache)",Windows 10 Pro 64,Integrated Intel® UHD Graphics 630,8 GB DDR4 2667MHz,256 GB PCIe SSD,Display :,"21.5” FHD (1920 x 1080) IPS, anti-glare, 250 nits","$1,719.00",save $602.00,35% off,"$1,117.00",See How,Add To Cart,"Ships FREE by Thu, Oct 14",Prequalify,Earn,$33,in Rewards,,,,,,,,,,,,,Warranty :,One year On-site,$187/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjQ4NDF8aW1hZ2UvcG5nfGhlOS9oZWQvMTA5ODc1NjU4NzUyMzAucG5nfDE2M2MwNmVkZDcyZDMwZThkYzJmZDIwZGU5ZTFhYTA1NDlkOGI0MzQ0MGVjYmQ5NzZlOGM3ZDQzZTkwMjAzNmQ/lenovo-desktop-legion-tower-5-amd-series-thumbnail.png,https://p2-ofp.static.pub/ShareResource/na/subseries/hero/lenovo-legion-tower-5-amd-nvidia-logo.png,,Legion Tower 5 (AMD) with GTX 1660,https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/Lenovo-Legion-T5-26AMR5/90RB000YUS,90RB000YUS,Features,Mind-blowing AMD Ryzen 3000 series processors,AMD & NVIDIA GeForce graphics options,Enhanced 26L pure gaming tower,"AMD Ryzen™ 7 5800 Processor (3.40 GHz, up to 4.60 GHz Max Boost, 8 Cores, 16 Threads, 32 MB Cache)",Home 64,NVIDIA® GeForce® GTX 1660 Super 6GB,16 GB DDR4 3200MHz (2 x 8 GB),1 TB 7200 RPM HDD + 512 GB PCIe SSD,Warranty :,1 Year Legion Ultimate Support,"$1,359.99",save $140.00,10% off,"$1,219.99",See How,Add To Cart,"Ships FREE by Thu, Oct 14",Prequalify,Earn,$36,in Rewards,Mind-blowing AMD Ryzen 3000 series processors,AMD & NVIDIA GeForce graphics options,Enhanced 26L pure gaming tower,Windows 10,https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/Lenovo-Legion-T5-26AMR5/90RB000YUS,[object Object],4.7,(382),®,®,®,®,,,$204/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTA3Njl8aW1hZ2UvcG5nfGg3Yi9oNWUvMTE2MzEzNDYwOTAwMTQucG5nfDM1MmI0MGZkODU2ZWIyY2E1YWJhOTI0MmVhNGMzNWU1Y2QyZjhhYTQzOGUzMzhkMTMzZGNiODRkZThkM2FmZTg/lenovo-desktops-and-all-in-ones-thinkcentre-m-series-tiny-m90q-gen2-tiny-intel-series.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTY1NzF8aW1hZ2UvcG5nfGg1MS9oYjEvMTE2MzEzNDU4Mjc4NzAucG5nfDJkNDdjYWFmZmU2YmVkNTI3MzhjZjNkNWNhZWFhZmE0NDVmNjY5NGUzYTU3ZTJlYWI4ZmFjMjFlMTE4MmQ0Yjg/lenovo-desktops-and-all-in-ones-thinkcentre-m-series-tiny-m90q-gen2-tiny-intel-hero.png,,ThinkCentre M90q Tiny Gen 2,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-tiny/ThinkCentre-M90q-Gen-2/11MQS02400,11MQS02400,Features,Subcompact 1-liter PC that supports up to 3 displays,Built with Intel vPro platform for power & manageability,Enterprise-level smart security,"11th Generation Intel® Core™ i7-11700T Processor with vPro™ (1.40 GHz, up to 4.60 GHz with Turbo Boost, 8 Cores, 16 Threads, 16 MB Cache)",Pro 64,Integrated Intel® UHD Graphics 750,16 GB DDR4 3200MHz,512 GB PCIe SSD Gen 4,Warranty :,1 Year On-site,"$1,939.00",save $679.00,35% off,"$1,260.00",See How,Add To Cart,"Ships FREE by Thu, Oct 14",Prequalify,Earn Double Rewards,$75,=,Subcompact 1-liter PC that supports up to 3 displays,Built with Intel vPro platform for power & manageability,Enterprise-level smart security,Windows 10,,,,,®,®,®,®,,,$210/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,NEW,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE2NDg3fGltYWdlL3BuZ3xoMzUvaDRkLzEwOTA0MjY3MzI1NDcwLnBuZ3w5ODIxNDk5YjI5MDhiOWQ3ZjVjMjI0NTllOTk5YmVlNzdkMzc3NzUyMzE2YjU1ZTM1NDAwZDA4OTM1MWVkYmQy/lenovo-desktop-ideacentre-aio-5-24in-front.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MzQxNTAxfGltYWdlL3BuZ3xoY2QvaGFhLzExMDQ4MzgxNDE1NDU0LnBuZ3xhNzZhNzNhODRiMTc4NGEwZTI5ZmQ2YTQzYTVhNWNmM2NmNGQ5MzBmNGFiYWU5MzU2MTgzZGNhMTNhY2NmZTE3/lenovo-desktop-ideacentre-aio-5-24in-hero.png,,IdeaCentre AIO 5i (24”),https://www.lenovo.com/us/en/p/desktops/ideacentre/aio-500-series/IdeaCentre-AIO-5i-24/F0FB007FUS,F0FB007FUS,Features,Premium 10 Gen Intel Core™ processors,24” All in One desktop with FHD touchscreen display,Built-in Dolby-enhanced speakers,"10th Generation Intel® Core™ i7-10700T Processor with vPro™ (2.00 GHz, up to 4.50 GHz with Turbo Boost, 8 Cores, 16 Threads, 16 MB Cache)",Windows 10 Home 64,Integrated Intel® UHD Graphics 630,16 GB DDR4 2933MHz (2 x 8 GB),1 TB PCIe SSD,Display :,"23.8"" FHD (1920 x 1080) IPS, anti-glare, touchscreen, 250 nits","$1,489.99",save $225.00,15% off,"$1,264.99",See How,Add To Cart,"Ships FREE by Thu, Oct 14",Prequalify,Earn,$37,in Rewards,Premium 10 Gen Intel Core™ processors,24” All in One desktop with FHD touchscreen display,Built-in Dolby-enhanced speakers,,https://www.lenovo.com/us/en/p/desktops/ideacentre/aio-500-series/IdeaCentre-AIO-5i-24/F0FB007FUS,[object Object],4.3,(301),th,®,th,®,Warranty :,1 year Mail-in,$211/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,DOORBUSTER,Use eCoupon,DEALSAIO,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE5MTYxfGltYWdlL3BuZ3xoY2QvaDFmLzEwOTA0NTUwMjExNjE0LnBuZ3w0MDkzNWEyODczMDcyYWY2NTVlNWE0MjdkMzQ1MDY3ZWQxNWVkM2M2NmRlYzJjOGZlNWM5YzYwY2MwOTdhZTU2/lenovo-desktop-ideacentre-aio-5-27-front.png,https://p2-ofp.static.pub/fes/cms/2021/07/02/tn3nuorl18xjbur602lx3cv3xnc3ku242645.png,,IdeaCentre AIO 5i (27”),https://www.lenovo.com/us/en/p/desktops/ideacentre/aio-500-series/IdeaCentre-AIO-5i-27/F0FA000UUS,F0FA000UUS,Features,Premium 10 Gen Intel Core™,27” All in one desktop with QHD touchscreen display,Built-in JBL speakers by Harman,"10th Generation Intel® Core™ i7-10700T Processor with vPro™ (2.00 GHz, up to 4.50 GHz with Turbo Boost, 8 Cores, 16 Threads, 16 MB Cache)",Windows 10 Home 64,Integrated Intel® UHD Graphics 630,16 GB DDR4 2933MHz (2 x 8 GB),512 GB PCIe SSD,Display :,"27"" QHD (2560 x 1440) IPS, anti-glare, touchscreen, 250 nits","$1,619.99",save $300.00,18% off,"$1,319.99",See How,Add To Cart,"Ships FREE by Thu, Oct 14",Prequalify,Earn,$39,in Rewards,Premium 10 Gen Intel Core™,27” All in one desktop with QHD touchscreen display,Built-in JBL speakers by Harman,,https://www.lenovo.com/us/en/p/desktops/ideacentre/aio-500-series/IdeaCentre-AIO-5i-27/F0FA000UUS,[object Object],4.3,(444),th,®,th,®,Warranty :,1 year Mail-in,$220/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTYxODF8aW1hZ2UvcG5nfGgyYi9oNzUvMTA5MjA1OTI5MzI4OTQucG5nfDEwYTBmMGIyMmU0NWU2MzkxYmJkZmMxMjA4YmRiYWE4NDRjNWRkOWNmMDlhN2FiMjkzOTYyZGMxNjdkZjViZDE/lenovo-desktop-thinkstation-p340-tiny-front.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE3NjkxfGltYWdlL3BuZ3xoN2MvaDEyLzEwOTIwNTkzOTE1OTM0LnBuZ3xhNDMxZGRhNzY0ZjMzNmVkMTNlYTJmYzEwYmRlYTNjMTlmZDgzNjQ3ZTYwZDFlYzQwNTRiZGQ4NThmNjA2YTVh/lenovo-desktop-thinkstation-p340-tiny-hero.png,,ThinkStation P340 Tiny Workstation,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-tiny/ThinkStation-P340-Tiny/30DFS00B00,30DFS00B00,Features,Ultracompact business workstation supporting up to 6 displays,Just 1L in volume,Durable with top security features,"10th Generation Intel® Core™ i7-10700T Processor with vPro™ (2.00 GHz, up to 4.50 GHz with Turbo Boost, 8 Cores, 16 Threads, 16 MB Cache)",Windows 10 Pro 64,NVIDIA® Quadro® P1000 4GB,16 GB DDR4 2933MHz,512 GB PCIe SSD,Warranty :,3 Year On-site,"$2,359.00",save $990.00,41% off,"$1,369.00",See How,Add To Cart,Ships in 3+ months,Prequalify,Earn,$41,in Rewards,Ultracompact business workstation supporting up to 6 displays,Just 1L in volume,Durable with top security features,,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-tiny/ThinkStation-P340-Tiny/30DFS00B00,[object Object],4.7,(247),,,,,,,$229/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,,Use eCoupon,GHOSTLYDEALS1,eCouponLimit to  2 units
https://p3-ofp.static.pub/fes/cms/2021/08/16/a9zr87kjd4ue9bsm21n85c2piy1i3r343075.png,https://p1-ofp.static.pub/fes/cms/2021/08/16/lszt62vdctass7nasp0b4aqcah27i4004231.png,,ThinkStation P350 Tiny workstation,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-350-Tiny-workstation/30EF0021US,30EF0021US,Features,Compact system built on Intel vPro platform,Choice of NVIDIA professional graphics,®,"11th Generation Intel® Core™ i7-11700T Processor with vPro™ (1.40 GHz, up to 4.60 GHz with Turbo Boost, 8 Cores, 16 Threads, 16 MB Cache)",Pro 64,NVIDIA® Quadro® P1000 4GB,16 GB DDR4 3200MHz,512 GB PCIe SSD Gen 4,Warranty :,3 Year On-site,"$2,399.00","save $1,010.00",42% off,"$1,389.00",See How,Add To Cart,"Ships FREE by Thu, Oct 14",Prequalify,Earn,$41,in Rewards,®,Robust configuration options,Compact system built on Intel vPro platform,Windows 10,,,,,Choice of NVIDIA professional graphics,®,®,Robust configuration options,,,$232/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,NEW,Use eCoupon,GHOSTLYDEALS1,eCouponLimit to  2 units
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjQ4NDF8aW1hZ2UvcG5nfGhlOS9oZWQvMTA5ODc1NjU4NzUyMzAucG5nfDE2M2MwNmVkZDcyZDMwZThkYzJmZDIwZGU5ZTFhYTA1NDlkOGI0MzQ0MGVjYmQ5NzZlOGM3ZDQzZTkwMjAzNmQ/lenovo-desktop-legion-tower-5-amd-series-thumbnail.png,https://p2-ofp.static.pub/ShareResource/na/subseries/hero/lenovo-legion-tower-5-amd-nvidia-logo.png,,Legion Tower 5 (AMD) with RTX 2060,https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/Lenovo-Legion-T5-26AMR5/90RB001BUS,90RB001BUS,Features,Mind-blowing AMD Ryzen 3000 series processors,AMD & NVIDIA GeForce graphics options,Enhanced 26L pure gaming tower,"AMD Ryzen™ 7 3700X Processor (3.60 GHz, up to 4.40 GHz Max Boost, 8 Cores, 16 Threads, 32 MB Cache)",Home 64,NVIDIA® GeForce RTX™ 2060 CD 6GB,16 GB DDR4 3200MHz (2 x 8 GB),1 TB 7200 RPM HDD + 512 GB PCIe SSD,Warranty :,1 Year Legion Ultimate Support,,,,"$1,389.99",See How,Add To Cart,Ships in 1+ month,Prequalify,Earn,$41,in Rewards,Mind-blowing AMD Ryzen 3000 series processors,AMD & NVIDIA GeForce graphics options,Enhanced 26L pure gaming tower,Windows 10,https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/Lenovo-Legion-T5-26AMR5/90RB001BUS,[object Object],4.7,(382),®,®,®,®,,,$232/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,,,,
https://p2-ofp.static.pub/ShareResource/na/subseries/hero/lenovo-legion-tower-5i-gen6-intel-nvidia-logo.png,https://p3-ofp.static.pub/fes/cms/2021/07/26/9si0at1q1i56entdmkahhbpb3u9q0l968819.png,,Legion Tower 5i Gen 6 (Intel) with GTX 1660,https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/Legion-Tower-5i-Gen-6-(Intel)/90RS000YUS,90RS000YUS,Features,Gaming PC with 11 Gen Intel Core™ power,Up to NVIDIA GeForce RTX™ 30 Series graphics,th,"11th Generation Intel® Core™ i7-11700F Processor (2.50 GHz, up to 4.90 GHz with Turbo Boost, 8 Cores, 16 Threads, 16 MB Cache)",Home 64,NVIDIA® GeForce® GTX 1660 Super 6GB,8 GB DDR4 3200MHz,512 GB PCIe SSD,Warranty :,1 Year Legion Ultimate Support,"$1,619.99",save $200.00,12% off,"$1,419.99",See How,Add To Cart,"Ships FREE by Thu, Oct 14",Prequalify,Earn,$42,in Rewards,®,Sleek 26 L tower with Raven Black frame,Gaming PC with 11 Gen Intel Core™ power,Windows 10,,,,,Up to NVIDIA GeForce RTX™ 30 Series graphics,th,®,Sleek 26 L tower with Raven Black frame,,,$237/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,NEW,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjMxNDF8aW1hZ2UvcG5nfGhlMC9oNjAvOTU3NDQyNzkxODM2Ni5wbmd8Njk3NGM0YmY3YTE2ZDZhODBlNDMxZmEyYmNkZDcwYjllMmZkMGIzNGE1MDk0NTlmNzM0YTFmMjgyNWNlODNiMg/lenovo-thinkstation-p520c-front.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTEwOTd8aW1hZ2UvcG5nfGg3Zi9oYTQvOTU3NDQyODU0MDk1OC5wbmd8NDQ5MDA3NmRhM2M2YjM4NDU0ZGNjMGFmM2VlZGVhOTc1ZDllOTg4ZDk2ODkyMWIyMzAyZmQ1NmRkMzZhNjY3Yw/lenovo-thinkstation-p520c-hero.png,,ThinkStation P520c,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-towers/ThinkStation-P520c/30BXCTO1WWUS1,30BXCTO1WWUS1,Features,"Compact, high-performance 25L tower","VR-ready, ISV-certified, & energy-efficient","Highly configurable, reliable, & affordable","Intel® Xeon W-2102 Processor with vPro™ ( 2.90 GHz, 4 Cores, 4 Threads, 8.25 MB Cache)",Home Lenovo recommends Windows 10 Pro for business.,NVIDIA® Quadro® P620 2GB (Mini DPx4),8 GB DDR4 2666MHz ECC RDIMM,256 GB SSD SATA,Warranty :,3 Year On-site,"$2,529.00","save $1,062.18",42% off,"$1,466.82",See How,Build Your PC,Ships in 1+ month,Prequalify,Earn,$44,in Rewards,"Compact, high-performance 25L tower","VR-ready, ISV-certified, & energy-efficient","Highly configurable, reliable, & affordable",Windows 10,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-towers/ThinkStation-P520c/30BXCTO1WWUS1,[object Object],4.2,(128),,,,,,,$245/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,,Use eCoupon,GHOSTLYDEALS1,eCouponLimit to  2 units
https://p1-ofp.static.pub/fes/cms/2021/08/26/4qh5xq0kyaqa8u79vmq0db7c1r9zl8931949.png,https://p4-ofp.static.pub/fes/cms/2021/08/26/djjfkx1onwjnr4axsm3f44edx6y11n948523.png,,ThinkStation P350 Tower Workstation,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P350-Tower-workstation/30E3006YUS,30E3006YUS,Features,"High-performance, entry-level tower",NVIDIA professional graphics support,®,"11th Generation Intel® Core™ i7-11700 Processor with vPro™ (2.50 GHz, up to 4.90 GHz with Turbo Boost, 8 Cores, 16 Threads, 16 MB Cache)",Pro 64,NVIDIA® T1000 4GB,16 GB DDR4 3200MHz,512 GB PCIe SSD Gen 4,Warranty :,3 Year On-site,"$2,589.00","save $1,090.00",42% off,"$1,499.00",See How,Add To Cart,Ships in 4+ months,Prequalify,Earn,$44,in Rewards,,Customizable configurations for your workflow,"High-performance, entry-level tower",Windows 10,,,,,NVIDIA professional graphics support,®,,Customizable configurations for your workflow,,,$250/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,NEW,Use eCoupon,GHOSTLYDEALS1,eCouponLimit to  2 units
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NDk1OTN8aW1hZ2UvcG5nfGg1ZS9oNTkvMTA5MjEyNDY4ODM4NzAucG5nfDQ3OWU1NjM0NmM1NjVhMTk1ZDI1NzQyMWIzNzQ3YzUwYjcwNTVlNTMyYTc2NGY2MTBlMjk1ZTUxOTY2OTNiODM/lenovo-desktop-thinkstation-p340-tower-front.png,https://www.lenovo.com/medias/lenovo-desktop-thinkstation-p340-tower-hero.png?context=bWFzdGVyfHJvb3R8MTUzMjcyfGltYWdlL3BuZ3xoMzMvaDFlLzEwOTIxMjQ3NjA0NzY2LnBuZ3w3OTNkNWM0OTUzYjMzMmJjN2I5NDI5OTAxOTc1ZDlkYTExMjM0Yjg1NjBiYWNlODgzMjZhNTBhMDNlZmYwYWMw,,ThinkStation P340 Tower Workstation,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P340-Tower/30DHS0B000,30DHS0B000,Features,Performance workstation for enterprise,Mission-critical reliability,,"10th Generation Intel® Core™ i7-10700 Processor with vPro™ (2.90 GHz, up to 4.80 GHz with Turbo Boost, 8 Cores, 16 Threads, 16 MB Cache)",Windows 10 Pro 64,NVIDIA® Quadro® P1000 4GB,16 GB DDR4 2933MHz,512 GB SSD SATA,Warranty :,3 Year On-site,"$2,609.00","save $1,100.00",42% off,"$1,509.00",See How,Add To Cart,Ships FREE in 4-7 business days,Prequalify,Earn,$45,in Rewards,,VR ready with high-end graphics,Performance workstation for enterprise,,,,,,Mission-critical reliability,,,VR ready with high-end graphics,,,$252/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,,Use eCoupon,GHOSTLYDEALS1,eCouponLimit to  2 units
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTk0Nzl8aW1hZ2UvcG5nfGgyOS9oYTIvMTA5MjA1ODA1NzkzNTgucG5nfDAzYTU5NmE5YWJlNDljMDhlMTNjYjk0ZjMwNmU3ZGFhN2VhYTY1NTI1MmZjODE0OGIzZGI2YTM0NzEzM2JkMWE/lenovo-desktop-thinkstation-p340-sff-front.png,https://p2-ofp.static.pub/fes/cms/2021/07/16/22szstgx1lzypa3ougprgck7nllm0d937317.png,,ThinkStation P340 SFF Workstation,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P340-SFF/30DKS04W00,30DKS04W00,Features,Compact performance workstation for enterprise,ISV certifications,,"10th Generation Intel® Core™ i7-10700 Processor with vPro™ (2.90 GHz, up to 4.80 GHz with Turbo Boost, 8 Cores, 16 Threads, 16 MB Cache)",Windows 10 Pro 64,NVIDIA® Quadro® P1000 4GB,16 GB DDR4 2933MHz,512 GB SSD SATA,Warranty :,3 Year On-site,"$2,669.00","save $1,120.00",41% off,"$1,549.00",See How,Add To Cart,"Ships FREE by Thu, Oct 14",Prequalify,Earn Double Rewards,$92,=,,"Great for architecture, education, & health care",Compact performance workstation for enterprise,,,,,,ISV certifications,,,"Great for architecture, education, & health care",,,$259/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,,Use eCoupon,GHOSTLYDEALS1,eCouponLimit to  2 units
https://p1-ofp.static.pub/fes/cms/2021/09/09/kxlr9jt6fa8o3er1157n8oxwtbn19i033059.png,https://p1-ofp.static.pub/fes/cms/2021/09/09/txeuwt8yqjklm4690b9usw6kafll5q725630.png,,ThinkStation P350 SFF Workstation,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P350-SFF-workstation/30E50035US,30E50035US,Features,Powerful yet compact small form factor workstation,NVIDIA professional graphics options,®,"11th Generation Intel® Core™ i7-11700 Processor with vPro™ (2.50 GHz, up to 4.90 GHz with Turbo Boost, 8 Cores, 16 Threads, 16 MB Cache)",Pro 64,NVIDIA® T1000 4GB,16 GB DDR4 3200MHz,512 GB PCIe SSD Gen 4,Warranty :,3 Year On-site,"$2,679.00","save $1,130.00",42% off,"$1,549.00",See How,Add To Cart,Ships in 4+ months,Prequalify,Earn,$46,in Rewards,,Customizable configurations for your workflow,Powerful yet compact small form factor workstation,Windows 10,,,,,NVIDIA professional graphics options,®,,Customizable configurations for your workflow,,,$259/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,NEW,Use eCoupon,GHOSTLYDEALS1,eCouponLimit to  2 units
https://p2-ofp.static.pub/ShareResource/na/subseries/hero/lenovo-legion-tower-5i-gen6-intel-nvidia-logo.png,https://p3-ofp.static.pub/fes/cms/2021/07/26/9si0at1q1i56entdmkahhbpb3u9q0l968819.png,,Legion Tower 5i Gen 6 (Intel) with GTX 1660,https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/Legion-Tower-5i-Gen-6-(Intel)/90RS0010US,90RS0010US,Features,Gaming PC with 11 Gen Intel Core™ power,Up to NVIDIA GeForce RTX™ 30 Series graphics,th,"11th Generation Intel® Core™ i7-11700F Processor (2.50 GHz, up to 4.90 GHz with Turbo Boost, 8 Cores, 16 Threads, 16 MB Cache)",Home 64,NVIDIA® GeForce® GTX 1660 Super 6GB,16 GB DDR4 3200MHz (2 x 8 GB),1 TB PCIe SSD,Warranty :,1 Year Legion Ultimate Support,"$1,769.99",save $210.00,11% off,"$1,559.99",See How,Add To Cart,"Ships FREE by Thu, Oct 14",Prequalify,Earn,$46,in Rewards,®,Sleek 26 L tower with Raven Black frame,Gaming PC with 11 Gen Intel Core™ power,Windows 10,,,,,Up to NVIDIA GeForce RTX™ 30 Series graphics,th,®,Sleek 26 L tower with Raven Black frame,,,$260/mo,suggested payments,w/6 mo,promo financing,See How,Prequalify,DOORBUSTER,,,
