web-scraper-order,web-scraper-start-url,nnn,ppp
"1635244639-51992","https://colemanfurniture.com/office/conference-room.htm","Aspen White Spectrum Square Table","$255.00"
"1635244639-51980","https://colemanfurniture.com/office/conference-room.htm","Series A Natural Cherry 72"" Universal Freestanding Peninsula","$345.00"
"1635244639-51996","https://colemanfurniture.com/office/conference-room.htm","Series A Hansen Cherry 72"" Universal Freestanding Peninsula","$345.00"
"1635244639-51998","https://colemanfurniture.com/office/conference-room.htm","Hansen Cherry 72"" Boat Top Conference Table","$549.00"
"1635244639-51970","https://colemanfurniture.com/office/conference-room.htm","Harvest Cherry 96"" Boat Top Conference Table","$639.00"
"1635244639-51974","https://colemanfurniture.com/office/conference-room.htm","Harvest Cherry 72"" Boat Top Conference Table","$549.00"
"1635244639-51989","https://colemanfurniture.com/office/conference-room.htm","Series A Beech 82"" Racetrack Conference Table","$485.00"
"1635244639-51997","https://colemanfurniture.com/office/conference-room.htm","Hansen Cherry Round Conference Table","$379.00"
"1635244639-51985","https://colemanfurniture.com/office/conference-room.htm","Mocha Cherry 42"" Round Conference Table","$505.00"
"1635244639-51983","https://colemanfurniture.com/office/conference-room.htm","Series C Mocha Cherry 82"" Racetrack Conference Table","$485.00"
"1635244639-51995","https://colemanfurniture.com/office/conference-room.htm","Series A Slate 42"" Round Conference Table","$315.00"
"1635244639-51969","https://colemanfurniture.com/office/conference-room.htm","Harvest Cherry Boat Top Conference Table","$1169.00"
"1635244639-51977","https://colemanfurniture.com/office/conference-room.htm","Gekko Conference Chair Espresso Set of 2","$519.00"
"1635244639-51986","https://colemanfurniture.com/office/conference-room.htm","Harvest Cherry 42"" Round Conference Table with Wood Base","$379.00"
"1635244639-51982","https://colemanfurniture.com/office/conference-room.htm","Series A Slate 72"" Universal Freestanding Peninsula","$345.00"
"1635244639-51993","https://colemanfurniture.com/office/conference-room.htm","Harvest Cherry 120"" Boat Top Conference Table","$895.00"
"1635244639-51990","https://colemanfurniture.com/office/conference-room.htm","Natural Maple Boat Top Conference Table","$1095.00"
"1635244639-51981","https://colemanfurniture.com/office/conference-room.htm","Series A Pewter 72"" Universal Freestanding Peninsula","$345.00"
"1635244639-51979","https://colemanfurniture.com/office/conference-room.htm","Mocha Cherry 72"" Boat Top Conference Table with Metal Base","$879.00"
"1635244639-51976","https://colemanfurniture.com/office/conference-room.htm","Harvest Cherry Boat Top Conference Table with Metal Base","$1375.00"
"1635244639-51987","https://colemanfurniture.com/office/conference-room.htm","Mocha Cherry Round Conference Table","$379.00"
"1635244639-51999","https://colemanfurniture.com/office/conference-room.htm","Harvest Cherry 72"" Boat Top Conference Table","$879.00"
"1635244639-51994","https://colemanfurniture.com/office/conference-room.htm","Natural Maple Boat Top Conference Table with Metal Base","$1279.00"
"1635244639-51978","https://colemanfurniture.com/office/conference-room.htm","Mocha Cherry 96"" Boat Top Conference Table","$639.00"
"1635244639-51972","https://colemanfurniture.com/office/conference-room.htm","Mocha Cherry Boat Top Conference Table with Metal Base","$1375.00"
"1635244639-51971","https://colemanfurniture.com/office/conference-room.htm","Mocha Cherry 96"" Boat Top Conference Table","$1169.00"
"1635244639-51988","https://colemanfurniture.com/office/conference-room.htm","Harvest Cherry 42"" Round Conference Table with Metal Disc Base","$715.00"
"1635244639-51975","https://colemanfurniture.com/office/conference-room.htm","Mocha Cherry 120"" Boat Top Conference Table","$895.00"
"1635244639-51991","https://colemanfurniture.com/office/conference-room.htm","Mocha Cherry 42"" Round Conference Table with Metal Disc Base","$715.00"
"1635244639-51973","https://colemanfurniture.com/office/conference-room.htm","Mocha Cherry 72"" Boat Top Conference Table","$549.00"
"1635244639-51984","https://colemanfurniture.com/office/conference-room.htm","Harvest Cherry 42"" Round Conference Table","$505.00"
