web-scraper-order,web-scraper-start-url,nnn,ppp
"1635091366-281","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Summer Camp Tree House Brown Youth Panel Bedroom Set with Trundle","$1397.00"
"1635091366-39","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Cambeck Whitewash Youth Platform Bedroom Set with One Side Storage","$858.00"
"1635091366-17","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Piperton Black Youth Bookcase Storage Bedroom Set","$777.00"
"1635091366-200","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Seabright Black Youth Panel Bedroom Set","$1125.00"
"1635091366-126","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Beechnut Gray Youth Panel Bedroom Set","$1359.00"
"1635091366-125","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Selena Youth Sleigh Storage Bedroom Set","$1465.00"
"1635091366-172","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Meghan White Youth Lounge Storage Bedroom Set","$1656.00"
"1635091366-144","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Allyson Park Wirebrushed White Youth Trundle Bedroom Set","$1624.00"
"1635091366-245","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Farm House Old Crate Brown Youth Mansion Bedroom Set with One Side Storage","$1532.00"
"1635091366-329","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","San Mateo Gray Youth Bunk Bedroom Set","$1504.00"
"1635091366-201","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Vogue Metallic Glam Youth Day Bedroom Set with Trundle","$1727.00"
"1635091366-161","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Bartly Natural Pine Youth Bunk Bedroom Set With Storage Boxes","$1039.00"
"1635091366-338","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Orion Gray Youth Bunk Bedroom Set With Reversible Step Storage And Storage Boxes","$1502.00"
"1635091366-37","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Willowton Whitewash Youth Panel Bedroom Set","$1356.00"
"1635091366-95","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Paloma White Youth Metal Bedroom Set","$940.00"
"1635091366-229","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Flynn Acorn Youth Panel Bedroom Set","$2428.00"
"1635091366-309","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Orion Gray Youth L Corner Bunk Bedroom Set","$1387.00"
"1635091366-40","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Exquisite White Youth Panel Single Underbed Storage Bedroom Set","$1088.00"
"1635091366-84","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Paloma Antique Bronze Youth Metal Bedroom Set","$960.00"
"1635091366-371","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Galen White Youth Corner Bunk Bedroom Set With Storage Boxes","$1471.00"
"1635091366-183","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Stonebrook Light Distressed Antique Gray Youth Panel Bedroom Set with Trundle","$1654.00"
"1635091366-129","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Hathaway Light Gray Youth Upholstered Platform Bedroom Set","$1054.00"
"1635091366-224","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","San Mateo Tuscan Youth Bunk Bedroom Set","$1504.00"
"1635091366-102","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Bartly Natural Pine Youth Bookcase Bedroom Set","$1464.00"
"1635091366-265","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Orion Gray Youth Bookcase Corner Bedroom Set With Youth Trundle","$1012.00"
"1635091366-232","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Annie White Youth Poster Upholstered Bedroom Set with Storage Trundle","$1048.00"
"1635091366-41","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Trinell Brown Youth Single Underbed Storage Bookcase Bedroom Set","$1068.00"
"1635091366-147","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Napoleon Gunsmoke Youth Platform Storage Bedroom Set","$2393.00"
"1635091366-213","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Orion Gray Youth Bunk Bedroom Set With Storage","$748.00"
"1635091366-312","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Summer Camp Tree House Brown Youth Bunk Bedroom Set","$1437.00"
"1635091366-83","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Dominique White Youth Panel Bedroom Set","$1832.00"
"1635091366-283","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Canterbury Natural White Youth Panel Bedroom Set with Dual Side Storage","$1949.00"
"1635091366-86","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Uptown White and Gold Youth Panel Storage Bedroom Set by Rachael Ray","$1365.00"
"1635091366-28","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Culverbach Gray Youth Panel Bedroom Set","$1246.00"
"1635091366-110","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Quinby Light Brown Youth Panel Bedroom Set","$1047.00"
"1635091366-107","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Asheville Black Wooden Youth Panel Bedroom Set","$925.00"
"1635091366-223","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Orion Gray Youth Bookcase Corner Bedroom Set With Storage Boxes","$988.00"
"1635091366-222","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Roanne Gray Youth Platform Bedroom Set With Trundle","$944.00"
"1635091366-74","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Jenna White Youth Panel Bedroom Set with Trundle","$1080.00"
"1635091366-182","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Brooklyn Black Youth Platform Bedroom Set","$874.00"
"1635091366-141","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Stardust Iridescent White Youth Panel Trundle Bedroom Set","$1515.00"
"1635091366-75","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Hamilton/Franklin Cherry Youth Poster Bedroom Set","$1099.98"
"1635091366-212","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Galen White Youth Bookcase Corner Bedroom Set With Youth Trundle","$1303.00"
"1635091366-285","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Bungalow Folkstone Arch Youth Panel Storage Bedroom Set","$1779.98"
"1635091366-163","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","156-DSA329-230-534-399 Purple And White Youth Upholstered Panel Bedroom Set","$617.00"
"1635091366-164","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Bartly Natural Pine Youth Bunk Bedroom Set With Reversible Step Storage And Storage Boxes","$1500.00"
"1635091366-337","https://colemanfurniture.com/kids/kids-bedroom-sets.htm","Galen White Bunk Bedroom Set With Storage Boxes","$1041.00"
