web-scraper-order,web-scraper-start-url,nnn,ppp
"1635236701-36511","https://colemanfurniture.com/office/office-chairs.htm","Kellan Onyx Office Chair","$449.00"
"1635236701-36130","https://colemanfurniture.com/office/office-chairs.htm","Eric Brown Office Chair","$315.00"
"1635236701-35971","https://colemanfurniture.com/office/office-chairs.htm","Carnegie Shiny Steel Antique Whiskey Malibu Desk Chair","$1199.00"
"1635236701-36187","https://colemanfurniture.com/office/office-chairs.htm","Theodore Natchez Brown Leather Home Office Chair","$1389.00"
"1635236701-36406","https://colemanfurniture.com/office/office-chairs.htm","Kellan Onyx Office Chair","$449.00"
"1635236701-35964","https://colemanfurniture.com/office/office-chairs.htm","800045 Dark Brown Adjustable Office Chair","$389.00"
"1635236701-35657","https://colemanfurniture.com/office/office-chairs.htm","Ember Green And Black Adjustable Office Chair","$415.00"
"1635236701-35662","https://colemanfurniture.com/office/office-chairs.htm","Davenport Beige And Linear Grey Adjustable Office Chair","$715.00"
"1635236701-36379","https://colemanfurniture.com/office/office-chairs.htm","Bungalow Lattice Desk Chair","$249.98"
"1635236701-36168","https://colemanfurniture.com/office/office-chairs.htm","Langston Storia Leather Home Office Chair","$1479.00"
"1635236701-35745","https://colemanfurniture.com/office/office-chairs.htm","Mika Polo Club Stone And Dillon Thunder Office Chair","$425.00"
"1635236701-36291","https://colemanfurniture.com/office/office-chairs.htm","800612 Black Adjustable Office Chair","$285.00"
"1635236701-35637","https://colemanfurniture.com/office/office-chairs.htm","Lowell Grey Faux Leather Adjustable Task Chair","$199.00"
"1635236701-35709","https://colemanfurniture.com/office/office-chairs.htm","Beatrix Grey  Adjustable Swivel Office Chair","$399.00"
"1635236701-36111","https://colemanfurniture.com/office/office-chairs.htm","Blaine Gray Adjustable Office Chair","$449.00"
"1635236701-35719","https://colemanfurniture.com/office/office-chairs.htm","800206 Black Adjustable Office Chair","$279.00"
"1635236701-35901","https://colemanfurniture.com/office/office-chairs.htm","Ashford Stainless Steel Manor Grey Task Desk Chair","$579.00"
"1635236701-35789","https://colemanfurniture.com/office/office-chairs.htm","Treibh Olive Adjustable Office Chair","$265.00"
"1635236701-36220","https://colemanfurniture.com/office/office-chairs.htm","881356 Light Grey And White High Gloss Adjustable Office Chair","$425.00"
"1635236701-35831","https://colemanfurniture.com/office/office-chairs.htm","Liderato Black Office Chair","$345.00"
"1635236701-35800","https://colemanfurniture.com/office/office-chairs.htm","Salinas Tan Fabric Adjustable Office Chair","$345.00"
"1635236701-36131","https://colemanfurniture.com/office/office-chairs.htm","Eric Gray Office Chair","$315.00"
"1635236701-35655","https://colemanfurniture.com/office/office-chairs.htm","Tobacco Leaf Game Chair","$345.00"
"1635236701-36189","https://colemanfurniture.com/office/office-chairs.htm","Omega White Low Back Office Chair","$669.00"
"1635236701-36263","https://colemanfurniture.com/office/office-chairs.htm","Newport Alabaster Adjustable Upholstered Swivel Chair","$645.00"
"1635236701-36286","https://colemanfurniture.com/office/office-chairs.htm","Cascades Linen White Gilmore Desk Chair","$1399.00"
"1635236701-35993","https://colemanfurniture.com/office/office-chairs.htm","Broadview Dark Gray Mid Back Swivel Box Chair","$335.00"
"1635236701-35913","https://colemanfurniture.com/office/office-chairs.htm","Master Office Black Chair","$229.00"
"1635236701-36336","https://colemanfurniture.com/office/office-chairs.htm","Executive Black Desk Chair","$549.00"
"1635236701-36398","https://colemanfurniture.com/office/office-chairs.htm","Black Tufted Back Leather Executive Chair","$1899.00"
"1635236701-36033","https://colemanfurniture.com/office/office-chairs.htm","Santiago Black Office Chair","$215.00"
"1635236701-35871","https://colemanfurniture.com/office/office-chairs.htm","Andrew Citrus Green Adjustable Office Chair","$265.00"
"1635236701-36284","https://colemanfurniture.com/office/office-chairs.htm","DC-313HD-ADM Admiral Heavy Duty Desk Chair","$498.00"
"1635236701-35974","https://colemanfurniture.com/office/office-chairs.htm","Fran Black Velvet Swivel Task Chair","$205.00"
"1635236701-36107","https://colemanfurniture.com/office/office-chairs.htm","Modelo Light Gray High Back Swivel Executive Office Chair","$415.00"
"1635236701-35861","https://colemanfurniture.com/office/office-chairs.htm","801319 Black Adjustable Office Chair","$205.00"
"1635236701-36024","https://colemanfurniture.com/office/office-chairs.htm","Urban Unity Tyler Snow Full Back Office Chair","$449.00"
"1635236701-35855","https://colemanfurniture.com/office/office-chairs.htm","Metropolis Saddle Tan Leather High Back Executive Adjustable Swivel Office Chair","$445.00"
"1635236701-36556","https://colemanfurniture.com/office/office-chairs.htm","5West Kais Navy Fabric Perry Office Chair","$789.00"
"1635236701-35923","https://colemanfurniture.com/office/office-chairs.htm","Urban Unity Dillon Cream Faux Leather Philo Adjustable Office Chair","$445.00"
"1635236701-36260","https://colemanfurniture.com/office/office-chairs.htm","Marcus Brown Leather Executive Swivel Tilt Chair","$1209.00"
"1635236701-36384","https://colemanfurniture.com/office/office-chairs.htm","Black Tufted Back Leather Executive Chair","$1899.00"
"1635236701-36172","https://colemanfurniture.com/office/office-chairs.htm","Tinley Park Dove Tail Grey Swivel Chair","$635.00"
"1635236701-35659","https://colemanfurniture.com/office/office-chairs.htm","7277 Black Adjustable Office Chair","$365.00"
"1635236701-36436","https://colemanfurniture.com/office/office-chairs.htm","Touhy Cream Adjustable Office Chair","$808.00"
"1635236701-35686","https://colemanfurniture.com/office/office-chairs.htm","Rand Umber Leather Office Chair","$704.00"
"1635236701-36559","https://colemanfurniture.com/office/office-chairs.htm","Bonanza White Desk Chair","$499.00"
"1635236701-36055","https://colemanfurniture.com/office/office-chairs.htm","Akron Storm Black Office Chair","$902.00"
"1635236701-35653","https://colemanfurniture.com/office/office-chairs.htm","Wire Black Office Chair","$375.00"
"1635236701-35644","https://colemanfurniture.com/office/office-chairs.htm","7259 Black Office Chair","$355.00"
"1635236701-36230","https://colemanfurniture.com/office/office-chairs.htm","Clinton Hill White 42"" Adjustable Round Back Upholstered Desk Chair","$699.00"
"1635236701-36269","https://colemanfurniture.com/office/office-chairs.htm","Nichols Granite And Black Adjustable Office Chair","$955.00"
"1635236701-36239","https://colemanfurniture.com/office/office-chairs.htm","Kalia Brown Adjustable Arm Chair","$689.00"
"1635236701-35622","https://colemanfurniture.com/office/office-chairs.htm","Branson Swivel Chair","$179.00"
"1635236701-36201","https://colemanfurniture.com/office/office-chairs.htm","Primm Gray Leather Desk Chair","$1209.00"
"1635236701-36498","https://colemanfurniture.com/office/office-chairs.htm","Geode Warm Kona Gem Desk Chair","$920.00"
"1635236701-36215","https://colemanfurniture.com/office/office-chairs.htm","Modelo White High Back Swivel Executive Office Chair","$415.00"
"1635236701-36300","https://colemanfurniture.com/office/office-chairs.htm","Granite Falls Espresso Brown Adjustable Swivel Desk Chair","$239.00"
"1635236701-36313","https://colemanfurniture.com/office/office-chairs.htm","Duke Black Metal Base And Espresso Faux Leather With Orange Zig Zag Stitching Swivel Task Chair","$179.00"
"1635236701-36453","https://colemanfurniture.com/office/office-chairs.htm","Karina Copenhagen White Adjustable Office Chair","$965.00"
"1635236701-35866","https://colemanfurniture.com/office/office-chairs.htm","Grayson Elder Sable Trevor Desk Chair","$749.00"
"1635236701-35639","https://colemanfurniture.com/office/office-chairs.htm","Sutton Place Weathered Charcoal Taupe Swivel Chair","$685.00"
"1635236701-35927","https://colemanfurniture.com/office/office-chairs.htm","Space Brown Office Chair","$345.00"
"1635236701-36294","https://colemanfurniture.com/office/office-chairs.htm","Coffee Ribbed Back Leather Executive Chair","$1599.00"
"1635236701-36353","https://colemanfurniture.com/office/office-chairs.htm","Hal Brown Adjustable Desk Chair","$195.00"
"1635236701-35886","https://colemanfurniture.com/office/office-chairs.htm","Glider Taupe Conference Chair","$425.00"
"1635236701-36527","https://colemanfurniture.com/office/office-chairs.htm","EC Eden Cocoa Wasila Leather Adjustable Executive Tilt Swivel Chair","$1189.00"
"1635236701-36338","https://colemanfurniture.com/office/office-chairs.htm","Pier Black Adjustable Desk Chair","$239.00"
"1635236701-35994","https://colemanfurniture.com/office/office-chairs.htm","Metropolis Washed Gray Leather High Back Executive Adjustable Swivel Office Chair","$445.00"
"1635236701-36574","https://colemanfurniture.com/office/office-chairs.htm","Kellan Onyx Office Chair","$449.00"
"1635236701-36418","https://colemanfurniture.com/office/office-chairs.htm","411K Black Office Guest Chair","$279.00"
"1635236701-35830","https://colemanfurniture.com/office/office-chairs.htm","Dennison Black Leather Office Chair","$1115.00"
"1635236701-35815","https://colemanfurniture.com/office/office-chairs.htm","7250 Grey Office Chair","$305.00"
"1635236701-36103","https://colemanfurniture.com/office/office-chairs.htm","Ceannaire Tan Adjustable Office Chair","$289.00"
"1635236701-35996","https://colemanfurniture.com/office/office-chairs.htm","Somerset Light Gray Mid Back Swivel Box Chair","$335.00"
"1635236701-36427","https://colemanfurniture.com/office/office-chairs.htm","Kellan Onyx Office Chair","$449.00"
"1635236701-35611","https://colemanfurniture.com/office/office-chairs.htm","Key West Black Leather High Back Tufted Adjustable Swivel Arm Office Chair","$409.00"
"1635236701-35909","https://colemanfurniture.com/office/office-chairs.htm","Stella Black Office Chair","$269.00"
"1635236701-35803","https://colemanfurniture.com/office/office-chairs.htm","801765 Black Short Back Adjustable Office Chair","$499.00"
"1635236701-35881","https://colemanfurniture.com/office/office-chairs.htm","DC-314HD-DK Dark Kahula Heavy Duty Desk Chair","$423.00"
