web-scraper-order,web-scraper-start-url,nnn,ppp
"1635243864-51487","https://colemanfurniture.com/office/office-accessories.htm","Bronze And Brass Two-Piece Bookends","$131.25"
"1635243864-51437","https://colemanfurniture.com/office/office-accessories.htm","Plantation Cherry Library Stand","$499.00"
"1635243864-51431","https://colemanfurniture.com/office/office-accessories.htm","Langdrew Black And White Four Cube Organizer","$69.00"
"1635243864-51468","https://colemanfurniture.com/office/office-accessories.htm","Pro-Biz 55"" White Simple Workstation with Red Tack Board","$1269.00"
"1635243864-51482","https://colemanfurniture.com/office/office-accessories.htm","Pro-Biz 43"" White Simple Workstation with Gray Tack Board","$985.00"
"1635243864-51451","https://colemanfurniture.com/office/office-accessories.htm","Pedal Bookends","$121.25"
"1635243864-51418","https://colemanfurniture.com/office/office-accessories.htm","Cabot Espresso Oak Tall Storage Cabinet","$359.00"
"1635243864-51473","https://colemanfurniture.com/office/office-accessories.htm","Mocha Cherry Cubicle Workstation","$1039.00"
"1635243864-51441","https://colemanfurniture.com/office/office-accessories.htm","Archer Bookends","$309.00"
"1635243864-51455","https://colemanfurniture.com/office/office-accessories.htm","Angleton Desk Lamp","$487.50"
"1635243864-51448","https://colemanfurniture.com/office/office-accessories.htm","Salinas Driftwood Gray 6 Cube Organizer","$235.00"
"1635243864-51430","https://colemanfurniture.com/office/office-accessories.htm","Olson Antique Walnut Adjustable Laptop Cart","$149.00"
"1635243864-51485","https://colemanfurniture.com/office/office-accessories.htm","Prestige White Chocolate and Antigua U-Shaped Workstation with One Pedestal","$979.00"
"1635243864-51443","https://colemanfurniture.com/office/office-accessories.htm","Camden Antique Pewter Alton Desk Lamp","$279.00"
"1635243864-51486","https://colemanfurniture.com/office/office-accessories.htm","Pro-Biz 55"" White Simple Workstation with Gray Tack Board","$1269.00"
"1635243864-51479","https://colemanfurniture.com/office/office-accessories.htm","Salinas Reclaimed Pine 6 Cube Organizer","$235.00"
"1635243864-51417","https://colemanfurniture.com/office/office-accessories.htm","Cabot Espresso Oak Low Storage Cabinet","$199.00"
"1635243864-51452","https://colemanfurniture.com/office/office-accessories.htm","Belding Desk Lamp","$279.40"
"1635243864-51462","https://colemanfurniture.com/office/office-accessories.htm","Tinley Park Dove Tail Grey Printer Stand","$1119.00"
"1635243864-51453","https://colemanfurniture.com/office/office-accessories.htm","I3 Plus White Storage Unit","$235.00"
"1635243864-51444","https://colemanfurniture.com/office/office-accessories.htm","Malcolm Oil Rubbed Bronze Desk Lamp","$338.80"
"1635243864-51465","https://colemanfurniture.com/office/office-accessories.htm","Burke Coffee Home Office Printer Stand","$175.00"
"1635243864-51484","https://colemanfurniture.com/office/office-accessories.htm","Hercules Bookends","$235.00"
"1635243864-51480","https://colemanfurniture.com/office/office-accessories.htm","Mission Printer/Media Stand","$125.00"
"1635243864-51489","https://colemanfurniture.com/office/office-accessories.htm","Pro-Biz 43"" White Double Face To Face Workstation","$1579.00"
"1635243864-51459","https://colemanfurniture.com/office/office-accessories.htm","Pro-Biz 43"" White Double Face To Face Workstation with Red Tack Boards","$1655.00"
"1635243864-51475","https://colemanfurniture.com/office/office-accessories.htm","Goldie Antique Silver Leaf Locks Bookends","$128.75"
"1635243864-51429","https://colemanfurniture.com/office/office-accessories.htm","I3 Plus White Storage Unit","$235.00"
"1635243864-51424","https://colemanfurniture.com/office/office-accessories.htm","Taliya Champagne and White Arc Lamp","$239.00"
"1635243864-51491","https://colemanfurniture.com/office/office-accessories.htm","Plantation Cherry 1512024 Library Stand","$499.00"
"1635243864-51476","https://colemanfurniture.com/office/office-accessories.htm","Pro-Biz 55"" White Double Face To Face Workstation","$2015.00"
"1635243864-51461","https://colemanfurniture.com/office/office-accessories.htm","Victoria Antique White Bookends","$145.00"
"1635243864-51422","https://colemanfurniture.com/office/office-accessories.htm","Langdrew Black And White Eight Cube Organizer","$99.00"
"1635243864-51471","https://colemanfurniture.com/office/office-accessories.htm","Pro-Biz 43"" White Simple Workstation","$939.00"
"1635243864-51432","https://colemanfurniture.com/office/office-accessories.htm","Langdrew Black And White Six Cube Organizer","$79.00"
"1635243864-51439","https://colemanfurniture.com/office/office-accessories.htm","Archer Bookends","$309.00"
"1635243864-51472","https://colemanfurniture.com/office/office-accessories.htm","Krom Deep Grey and White Corner Storage Unit","$335.00"
"1635243864-51457","https://colemanfurniture.com/office/office-accessories.htm","Bark Gray and White 60"" Storage Unit","$445.00"
"1635243864-51478","https://colemanfurniture.com/office/office-accessories.htm","Prestige White Chocolate and Antigua U-Shaped Workstation with Two Pedestals","$1445.00"
"1635243864-51469","https://colemanfurniture.com/office/office-accessories.htm","Krom White 60"" Storage Unit","$335.00"
"1635243864-51420","https://colemanfurniture.com/office/office-accessories.htm","Prestige White Chocolate and Antigua L-Shaped Workstation with One Pedestal","$795.00"
"1635243864-51440","https://colemanfurniture.com/office/office-accessories.htm","Studio Honey End/Printer Table","$135.00"
"1635243864-51449","https://colemanfurniture.com/office/office-accessories.htm","Toledo Industrial Lamp","$217.80"
"1635243864-51467","https://colemanfurniture.com/office/office-accessories.htm","Pro-Biz 55"" White Simple Workstation","$1229.00"
