web-scraper-order,web-scraper-start-url,nnn,ppp
"1635092591-1121","https://colemanfurniture.com/kids/kids-nightstands.htm","Olivia Dark Walnut Nightstand","$325.00"
"1635092591-984","https://colemanfurniture.com/kids/kids-nightstands.htm","Cottage Traditions White Open Nightstand","$539.00"
"1635092591-1006","https://colemanfurniture.com/kids/kids-nightstands.htm","Myra Paperwhite 1 Drawer Nightstand","$509.00"
"1635092591-980","https://colemanfurniture.com/kids/kids-nightstands.htm","Hadley Burnished Black Suki Nightstand","$579.00"
"1635092591-983","https://colemanfurniture.com/kids/kids-nightstands.htm","Bonanza Merlot 2 Drawer Nightstand","$605.00"
"1635092591-972","https://colemanfurniture.com/kids/kids-nightstands.htm","Brinxton Charcoal Gray 2 Drawer Nightstand","$189.00"
"1635092591-1118","https://colemanfurniture.com/kids/kids-nightstands.htm","Wellsummer White Nightstand","$219.00"
"1635092591-1104","https://colemanfurniture.com/kids/kids-nightstands.htm","Allura Black Nightstand","$428.00"
"1635092591-1038","https://colemanfurniture.com/kids/kids-nightstands.htm","Wheaton Distressed Natural Nightstand","$289.00"
"1635092591-1068","https://colemanfurniture.com/kids/kids-nightstands.htm","Thornwood Hills Beaten Gray Nightstand","$384.00"
"1635092591-1155","https://colemanfurniture.com/kids/kids-nightstands.htm","Marlee White Nightstand","$245.00"
"1635092591-1020","https://colemanfurniture.com/kids/kids-nightstands.htm","Urban Quarters Black Nightstand","$289.00"
"1635092591-1128","https://colemanfurniture.com/kids/kids-nightstands.htm","Sydney Grey 2 Drawer Nightstand","$349.00"
"1635092591-1023","https://colemanfurniture.com/kids/kids-nightstands.htm","Wheaton Distressed Charcoal Nightstand","$289.00"
"1635092591-1053","https://colemanfurniture.com/kids/kids-nightstands.htm","Arcadia White And Weathered Gray Nightstand","$215.00"
"1635092591-1077","https://colemanfurniture.com/kids/kids-nightstands.htm","Kerren White High Gloss Nightstand","$319.00"
"1635092591-1153","https://colemanfurniture.com/kids/kids-nightstands.htm","Cumberland Brown Cherry Nightstand","$681.00"
"1635092591-1156","https://colemanfurniture.com/kids/kids-nightstands.htm","Mayville Stained Grey Nightstand","$179.00"
"1635092591-1062","https://colemanfurniture.com/kids/kids-nightstands.htm","Mccredmond Hand Brushed Silver Nightstand","$435.00"
"1635092591-1026","https://colemanfurniture.com/kids/kids-nightstands.htm","Serenity Mod Gray Nightstand","$349.00"
"1635092591-1098","https://colemanfurniture.com/kids/kids-nightstands.htm","Montauk Gray 2 Drawer Nightstand","$225.00"
"1635092591-1142","https://colemanfurniture.com/kids/kids-nightstands.htm","Myra Natural 3 Drawer Nightstand","$615.00"
"1635092591-1075","https://colemanfurniture.com/kids/kids-nightstands.htm","Flynn Acorn And White Nightstand","$269.00"
"1635092591-981","https://colemanfurniture.com/kids/kids-nightstands.htm","Allegra Youth Pewter Youth Nightstand","$339.00"
"1635092591-1067","https://colemanfurniture.com/kids/kids-nightstands.htm","Hadley Rustic Brass Greta Nightstand","$449.00"
"1635092591-1055","https://colemanfurniture.com/kids/kids-nightstands.htm","Willow Distressed Dark Gray Nightstand","$439.00"
"1635092591-1122","https://colemanfurniture.com/kids/kids-nightstands.htm","Eunice Espresso Nightstand","$385.00"
