web-scraper-order,web-scraper-start-url,nnn,ppp
"1635228940-18775","https://colemanfurniture.com/accents/benches-seating.htm","Melange Cream Trobe Stool","$629.00"
"1635228940-18979","https://colemanfurniture.com/accents/benches-seating.htm","Aylard Ivory Outdoor Stool","$309.00"
"1635228940-18636","https://colemanfurniture.com/accents/benches-seating.htm","Louve Black and Gold Metal Occasional Bench","$968.00"
"1635228940-19021","https://colemanfurniture.com/accents/benches-seating.htm","PH102343 Roman Stone Cast Stone Bench","$739.00"
"1635228940-18824","https://colemanfurniture.com/accents/benches-seating.htm","Origins Grey Stone Chamcha Wood Triangle Bench","$2999.00"
"1635228940-19036","https://colemanfurniture.com/accents/benches-seating.htm","Prince Albert Brown Leather Bench","$1501.50"
"1635228940-18671","https://colemanfurniture.com/accents/benches-seating.htm","Palmyra Brown Bench","$179.00"
"1635228940-18884","https://colemanfurniture.com/accents/benches-seating.htm","Chalice Faux Fur And Polished Silver Stool","$909.00"
"1635228940-19045","https://colemanfurniture.com/accents/benches-seating.htm","914127 Natural And Gunmetal Accent Bench","$339.00"
"1635228940-18943","https://colemanfurniture.com/accents/benches-seating.htm","West Black Metal And Brown Saddle Faux Leather Bench","$139.00"
"1635228940-18598","https://colemanfurniture.com/accents/benches-seating.htm","Simplicity Dove Bench","$125.00"
"1635228940-18668","https://colemanfurniture.com/accents/benches-seating.htm","AF110150CY Harper Cherry Rectangle Bench","$298.00"
"1635228940-18731","https://colemanfurniture.com/accents/benches-seating.htm","Sal Woven Grey Velvet Bench","$379.00"
"1635228940-19081","https://colemanfurniture.com/accents/benches-seating.htm","Strap Beige Canvas And Leather Stool","$619.00"
"1635228940-18761","https://colemanfurniture.com/accents/benches-seating.htm","Hampton Pure White 24"" Emily Stool","$345.00"
"1635228940-18826","https://colemanfurniture.com/accents/benches-seating.htm","TH97553 Grey Stone And Black Geometry Stool","$749.00"
"1635228940-18701","https://colemanfurniture.com/accents/benches-seating.htm","Tray Blue Fabric And Natural Wood Stool","$119.00"
"1635228940-18960","https://colemanfurniture.com/accents/benches-seating.htm","Toffee Brown Accent Bench","$389.00"
"1635228940-18703","https://colemanfurniture.com/accents/benches-seating.htm","4512 Grey And Black 72"" Hall Tree","$249.00"
"1635228940-18574","https://colemanfurniture.com/accents/benches-seating.htm","Belfast Sandy Oak Aspen Bench","$849.00"
"1635228940-18539","https://colemanfurniture.com/accents/benches-seating.htm","Garrell Gray Lift Top Storage Bench With Pull Out Bed","$365.00"
"1635228940-18614","https://colemanfurniture.com/accents/benches-seating.htm","Vinton Blue Leather Bench","$1270.50"
"1635228940-18714","https://colemanfurniture.com/accents/benches-seating.htm","Melton White Leather Stool","$259.00"
"1635228940-19107","https://colemanfurniture.com/accents/benches-seating.htm","Verona Storage Bench with 3 Foldable Black Baskets","$195.00"
"1635228940-18543","https://colemanfurniture.com/accents/benches-seating.htm","Smoothed Natural And Black Chamcha Wood Bar Stool","$1249.00"
"1635228940-18737","https://colemanfurniture.com/accents/benches-seating.htm","Native Gloss Turquoise Glaze Stool","$1012.50"
"1635228940-19052","https://colemanfurniture.com/accents/benches-seating.htm","Lyon White Outdoor Stool","$489.00"
"1635228940-18855","https://colemanfurniture.com/accents/benches-seating.htm","Jordan Bench","$822.50"
