web-scraper-order,web-scraper-start-url,name,price
"1634801275-14960","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Low Profile Black King Foundation","$409.00"
"1634801275-14937","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Head-Foot Model Black Split King Adjustable Base","$1119.00"
"1634801275-14951","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","M98X22 Black Full Foundation","$169.00"
"1634801275-14979","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Minnetonka Grey King Foundation","$739.00"
"1634801275-14908","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","350045T Charcoal Gray Twin Low Profile Foundation","$265.00"
"1634801275-14898","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Full Slat Pack","$149.00"
"1634801275-14934","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Framos 39"" Top Spring Twin","$535.00"
"1634801275-14958","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Kalei Grey Cal. King Foundation","$695.00"
"1634801275-14917","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Better Than A Boxspring Gray Queen Foundation","$199.00"
"1634801275-14901","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Black Cal. King Size Foundation","$269.00"
"1634801275-14893","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Black King Size Foundation","$249.00"
"1634801275-14904","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Better Than A Boxspring Gray King Foundation Set of 2","$609.00"
"1634801275-14947","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Model Best Gray Twin Xl Adjustable Base","$2229.00"
"1634801275-14916","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","350045Q Charcoal Gray Queen Low Profile Foundation","$429.00"
"1634801275-14903","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","350046KE Charcoal Gray King Low Profile Foundation","$546.00"
"1634801275-14944","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","350046T Charcoal Gray Twin Low Profile Foundation","$405.00"
"1634801275-14978","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Negan Grey Fabric Twin Xl Adjustable Bed Base","$958.00"
"1634801275-14927","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","M98X12 Black Twin Foundation","$149.00"
"1634801275-14975","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Framos Rollaway Bed With 30"" Mattress","$669.00"
"1634801275-14906","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Framos 39"" Top Spring Twin","$535.00"
"1634801275-14921","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","M98X42 Black King Foundation","$249.00"
"1634801275-14919","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Model Good Gray Queen Adjustable Base","$799.00"
"1634801275-14899","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Head-Foot Model Better King Adjustable Bed","$1249.00"
"1634801275-14910","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Head Foot Model Best Black Twin Xl Adjustable Base","$1119.00"
"1634801275-14902","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","M98X12 Black Twin Foundation","$149.00"
"1634801275-14930","https://colemanfurniture.com/bedroom-furniture/mattress-foam-mattress/box-spring-foundation.htm","Head Foot Model Best Black Twin Xl Adjustable Base","$1119.00"
