web-scraper-order,web-scraper-start-url,brand,name,price
"1635406819-2251","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Bags_Cases/","BOWER","SC923 10'' Lens Pouch Case","$19.95"
"1635406819-2249","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Bags_Cases/","BOWER","SCB1350 - Camera Backpack","$59.95"
"1635406819-2247","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Bags_Cases/","Generic","Deluxe Shock & Water Resistant Soft Case for Cameras and Camcorders CC4","$69.00"
"1635406819-2245","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Bags_Cases/","BOWER","Digital Pro Series Universal Large Gadget Bag, Black","$79.99"
"1635406819-2246","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Bags_Cases/","","Durable Professional Backpack: Water and Shock Resistant: Customization Compartment With Tripod Strap","$149.99"
"1635406819-2248","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Bags_Cases/","Sony","Sony LCSU21 Soft Carrying Case for Cyber-Shot and Alpha NEX Cameras (Black)","$39.99"
"1635406819-2253","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Bags_Cases/","VIDPRO","STU-30 SLR Camera Bag for Digital SLR Cameras with 2 Lenses & a Flash","$79.95"
"1635406819-2250","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Bags_Cases/","BOWER","SC921 Lens Pouch Large 8-Inch","$19.95"
"1635406819-2252","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Bags_Cases/","AA","CX5800 Compact Tough Digital Camera Case - Black","$34.99"
