web-scraper-order,web-scraper-start-url,brand,name,price
"1635780823-147","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco MGBSX1 Gigabit SX Mini-GBIC SFP Transceiver","$79.00"
"1635780823-151","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SG 300-20 (SRW2016-K9-NA) 20-Port Gigabit Managed Switch","$209.00"
"1635780818-129","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco Small Business SG300-28 Switch - SRW2024-K9","$499.00"
"1635780818-132","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco SF350-24P 24-Port 10 100 POE Managed Switch","$349.00"
"1635780823-148","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SG500X-48-K9-NA 48 Port Gigabit Switch","$1,149.00"
"1635780818-119","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","CISCO SYSTEMS 15-Button Attendant Console (SPA500DS)","$99.00"
"1635780818-131","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco SPA500S Expansion Module","$49.00"
"1635780823-142","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SG500X-24-K9 Smb Sg500X-24-L3 24X10/1 Stackable Managed Switch","$799.00"
"1635780818-120","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco SG350 X 24 Port Stackable Swtch","$499.00"
"1635780823-150","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SG200-08P 8 port Gigabit PoE Smart Switch SLM2008PT-NA","$139.00"
"1635780823-168","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco (SG300-52P-K9-NA) 52-Port Gigabit PoE Managed Switch","$729.00"
"1635780818-128","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","CISCO SYSTEMS Sg250-10P 10-Port Gigabit PoE Switch (SG25010PK9NA)","$296.00"
"1635780823-156","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco 10-Port Gigabit PoE Managed Switch (SG300-10MPP-K9-NA)","$299.00"
"1635780823-166","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SF500-24P-K9-NA 24 Port Fast Ethernet PoE+","$345.00"
"1635780823-161","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SG200-50FP 50 Port Gigabit Smart Ethernet Switch","$699.00"
"1635780823-140","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SG300-52MP-K9-NA SG300 52 Port Gigabit Max PoE","$899.00"
"1635780818-138","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco Small Business SG250-26P-K9 24-Port Gigabit Ethernet Switch","$489.00"
"1635780823-153","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","CISCO SYSTEMS 16-Port PoE Gigabit Switch (SG11016HPNA)","$179.00"
"1635780823-162","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","CISCO SYSTEMS SG500X 48-Port Gigabit PoE Switch (SG500X48MPK9NA)","$2,199.00"
"1635780818-130","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco Small Business SG350X-48P-K9 Switch","$999.00"
"1635780823-157","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SG300-28MP-K9 28-Port Gigabit Max-PoE Managed Switch","$499.00"
"1635780823-139","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SG350-52P 52-Port Gigabit PoE Managed Switch","$999.00"
"1635780818-134","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco SF350-48P 48 Port 10/100 Managed Switch (SF350-48P-K9-NA)","$699.00"
"1635780823-146","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SG300-10 10-port Gigabit Managed Switch (SRW2008-K9-NA)","$199.00"
"1635780823-160","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","CISCO SYSTEMS 24 Port Ethernet Switch (SF11024NA)","$49.00"
"1635780823-143","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SG500-52-K9-NA 52 Port Gigabit Managed Stackable Switch","$1,199.00"
"1635780818-126","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco SG250-08HP 8-Port Gigabit PoE Smart Switch","$149.00"
"1635780818-127","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco SG250-08-K9-NA 8-Port Gigabit Smart Switch","$89.99"
"1635780823-152","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","CISCO SYSTEMS 16-Port Gigabit Switch (SG11016NA)","$109.00"
"1635780823-145","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SG200-26 Gigabit Ethernet Smart Switch with 24 10/100/1000 Ports and 2 Combo Mini-GBIC Ports (SLM2024T-NA)","$249.00"
"1635780818-135","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco SG250-18 18-Port Gigabit Smart Switch","$229.00"
"1635780823-149","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","CISCO SYSTEMS SG500X-48P-K9-NA 48 Port Gigabit PoE","$1,679.00"
"1635780818-137","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco RV345 VPN Router with 16 Gigabit Ethernet (GbE) Ports plus Dual WAN, (RV345-K9-NA)","$399.00"
"1635780823-159","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","CISCO SYSTEMS SG500-52MP 52-port Gigabit Max PoE+ Stackable Managed Switch (SG50052MPK9NA)","$1,129.00"
"1635780823-154","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SF200-24 Smart Switch: 24 10/100 Ports, 2 Combo Mini-GBIC Ports (SLM224GTNA)","$99.00"
"1635780818-123","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco SG550X-24-K9-NA Systems 24 Port Stackable Switch","$749.00"
"1635780818-118","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","CISCO SYSTEMS Sg350 10-Port Gigabit Managed Switch (SG35010K9NA)","$199.00"
"1635780823-164","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","CISCO SYSTEMS 8 Port Ethernet Switch (SF110D08NA)","$39.00"
"1635780823-141","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SPA122 Small Business ATA with Router","$59.96"
"1635780818-124","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco SG350X-24MP Layer 3 Switch","$1,199.00"
"1635780818-121","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","CISCO SYSTEMS Sg350-10Mp 10-Port Gigabit Managed Switch (SG35010MPK9NA)","$399.00"
"1635780823-163","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","CISCO SYSTEMS 8 Port Ethernet Switch (SF110D08HPNA)","$79.00"
"1635780818-136","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","CISCO RV340 VPN Router with 4 Gigabit Ethernet (GbE) Ports plus Dual WAN, Limited Lifetime Protection (RV340-K9-NA),Black","$189.00"
"1635780823-155","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SF200-48 SLM248GT-NA 48 10/100 Port 2 Combo Mini-GBIC Smart Switch","$185.00"
"1635780823-167","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SF 302-08 (SRW208G-K9-NA) 8-Port 10/100 Managed Switch with Gigabit Uplinks","$101.95"
"1635780818-133","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco SG350X-48MP 48-Port Gigabit PoE Stackable Managed Switch","$1,399.00"
"1635780823-158","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SF200-48P Smart Switch: 48 10/100 Ports, PoE, 2 Combo Mini-GBIC Ports (SLM248PTNA)","$355.00"
"1635780823-165","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","Cisco SG220-26-K9 26-Port Gigabit Smart Plus Switch","$159.00"
"1635780818-122","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco SG350-52MP 52-Port Gigabit Max-PoE Managed Switch","$1,399.00"
"1635780818-125","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=2","CISCO","Cisco SG250-50 50-Port Gigabit Smart Switch","$449.00"
"1635780823-144","https://www.abesofmaine.com/Store/Computers/Networking/Switches_Networking/?Page=1","CISCO","CISCO SYSTEMS 24-Port Gigabit Switch (SG11224NA)","$129.00"
