web-scraper-order,web-scraper-start-url,brand,name,price
"1635403878-2123","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","Sony","Sony Cyber-shot DSC-RX10 IV Digital Camera","$1,496.00"
"1635403874-2117","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","Panasonic","LUMIX LX7 10.1 Megapixel Digital Camera - White","$275.00"
"1635403874-2096","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","NIKON","COOLPIX P600 Digital Camera (Black)","$319.00"
"1635403874-2109","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","NIKON","Coolpix S9300 Digital Camera - Silver","$229.00"
"1635403878-2129","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","Panasonic","Panasonic Lumix DC-LX100 II Digital Camera (Black)","$949.00"
"1635403878-2121","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","NIKON","Nikon COOLPIX P1000 Digital Camera","$949.00"
"1635403874-2114","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","Panasonic","Lumix DMC-FZ70 Digital Camera","$297.00"
"1635403878-2142","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","Sony","Sony Cyber-Shot DSC-RX100 VII Digital Camera (DSC-RX100M7) + AOM 128GB Bundle Package Kit - International Version (1 Year AOM Wty)","$1,198.00"
"1635403878-2137","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","NIKON","COOLPIX L830 Digital Camera (Black)","$176.00"
"1635403874-2115","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","Canon","Canon PowerShot G1 X Mark II High End, Advanced Digital Camera","$569.00"
"1635403874-2093","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","Olympus","Stylus 1 Digital Camera","$575.00"
"1635403878-2136","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","Panasonic","LUMIX ZS40: The All-in-one 30X Super Zoom Adventure Camera - Black","$315.00"
"1635403874-2105","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","Sony","Sony RX100 V 20.1 MP Compact Ultra HD Digital Camera - 4K - Black","$796.00"
"1635403874-2113","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","Canon","Canon PowerShot SX60 HS","$399.00"
"1635403878-2144","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","NIKON","Nikon COOLPIX P950 Digital Camera: with 83x Optical Zoom, 4K and Built-in Wi-Fi (Black) + 128GB 1200X SDXC Card + 2 EN-EL20 Batteries + Case + Flexible Tripod + Pro Bundle","$899.00"
"1635403878-2126","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","Canon","Canon PowerShot SX70 HS Digital Camera","$549.00"
"1635403874-2110","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","NIKON","Coolpix P600 16.1-Megapixel Digital Camera - Red","$285.00"
"1635403878-2135","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","Sony","Cyber-Shot 20.1 Megapixel Black Digital Camera - DSCRX100M3BG","$449.00"
"1635403874-2095","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","BELL & HOWELL","2VIEW 12.2 Megapixel Digital Camera + Video - Red","$64.99"
"1635403878-2134","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","Sony","Sony Cyber-Shot DSC-RX100 IV Digital Camera Black","$549.00"
"1635403878-2138","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","NIKON","Nikon COOLPIX L840 Digital Camera (Red)","$205.00"
"1635403874-2098","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","Canon","PowerShot SX520 HS 16.0-Megapixel Digital Camera - Black","$259.00"
"1635403874-2097","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","Canon","PowerShot SX530 HS Digital Camera","$297.00"
"1635403874-2119","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","Sony","Sony Cyber-shot DSC-HX90V Digital Camera","$399.00"
"1635403874-2103","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","NIKON","Nikon Coolpix B500 16.0 MP Compact Digital Camera - 1080p - Red","$279.00"
"1635403874-2108","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","Panasonic","LUMIX  DMC-FZ200 12.1 Megapixel Digital Camera - Black","$409.50"
"1635403878-2133","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","FUJIFILM","FUJIFILM X100V Digital Camera (Silver)","$1,349.00"
"1635403878-2128","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","Panasonic","Panasonic Lumix DMC-FZ2500 Digital Camera","$749.00"
"1635403878-2131","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","NIKON","Nikon COOLPIX A1000 Digital Camera (Black)","$399.00"
"1635403874-2101","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","KIT-COMBO-BUNDLE","Canon PowerShot G7 X and 2x Batteries, 64GB, LED, Tripod & more!","$689.00"
"1635403878-2132","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","Canon","Canon PowerShot G7 X Mark III Digital Camera (Silver)","$596.00"
"1635403878-2148","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=1","Panasonic","Panasonic Lumix DC-TS7 Digital Camera (Orange)","$549.99"
"1635403874-2118","https://www.abesofmaine.com/Store/Photography/Point_Shoot_Cameras/?Page=2","FUJIFILM","Fuji X100T Digital Camera (Silver)","$1,049.00"
