web-scraper-order,web-scraper-start-url,brand,name,price
"1635553500-2","https://www.abesofmaine.com/Computers/Accessories/","LOGITECH","Logitech M510 Wireless Computer Mouse Comfortable Shape with USB Unifying Receiver, with Back/Forward Buttons and Side-to-Side Scrolling, Dark Gray","$20.00"
"1635553500-1","https://www.abesofmaine.com/Computers/Accessories/","LOGITECH","Logitech Type+ Protective iPad Air 2 Case with Integrated Keyboard - Two Viewing Positions - Designed for Typing and Tapping - Powered with Wireless Bluetooth - 30-Foot Wireless Range - Black","$79.00"
