web-scraper-order,web-scraper-start-url,brand,name,price
"1635474340-4","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Tripods/","","Full Size 68"" Convertible Tripod / Monopod Black + Quick Release Plate","$199.95"
"1635474340-1","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Tripods/","BOWER","Flexible 8"" Camera Tripod","$39.95"
"1635474340-6","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Tripods/","BOWER","Super Socket Table Top Tripod","$14.90"
"1635474340-5","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Tripods/","","JB01094-CAM Gorillapod Hybrid Camera Tripod - Red/Black","$39.95"
"1635474340-3","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Tripods/","","Elite Series 80 Inch Professional Heavy Duty Tripod","$299.00"
"1635474340-2","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Tripods/","","50"" Full Size Tripod","$49.99"
