web-scraper-order,web-scraper-start-url,brand,name,price
"1635509255-522","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Speakers/","LG","LG SL9YG 4.1.2 Channel High Res Audio Sound Bar w/ Meridian Technology, Dolby Atmos and Google Assistant Built-In, Black","$695.00"
"1635509255-525","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Speakers/","LG","LG SP9YA 520W Virtual 5.1.2-Channel Soundbar System","$1,196.99"
"1635509255-524","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Speakers/","LG","LG SN9YG 5.1.2 ch 520W High Res Audio Sound Bar with Dolby Atmos - Black","$799.00"
"1635509255-523","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Speakers/","LG","LG SL10YG 570W Virtual 5.1.2-Channel Soundbar System","$729.00"
