web-scraper-order,web-scraper-start-url,brand,name,price
"1635495958-458","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=1","LG","LG NANO85 65"" Class HDR 4K UHD Smart NanoCell IPS LED TV","$1,096.00"
"1635495953-423","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=2","Sony","Sony XBR65X850F 65-Inch 4K Ultra HD Smart LED TV","$1,196.00"
"1635495958-457","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=1","LG","LG UN7370PUE 75"" Class HDR 4K UHD Smart IPS LED TV","$1,046.00"
"1635495958-449","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=1","Sony","Sony X800H Series 65"" Class HDR 4K UHD Smart LED TV","$1,098.00"
"1635495958-461","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=1","Sony","Sony X900H 85"" Class HDR 4K UHD Smart LED TV","$2,696.00"
"1635495958-471","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=1","Sony","Sony X90J 55"" Class HDR 4K UHD Smart LED TV","$1,198.00"
"1635495953-437","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=2","Sony","Sony XBR-55X950G 55"" Class HDR 4K UHD Smart LED TV","$1,249.00"
"1635495958-455","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=1","LG","LG UN8570PUC 86"" Class HDR 4K UHD Smart IPS LED TV","$1,696.00"
"1635495953-429","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=2","Sony","Sony BRAVIA X900E Series XBR 75X900E - 75"" LED Smart TV","$2,399.00"
"1635495958-470","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=1","LG","LG NANO80UP 65"" Class HDR 4K UHD Smart NanoCell LED TV","$1,096.00"
"1635495953-430","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=2","LG","LG Electronics 43UJ6300 43-Inch 4K Ultra HD Smart LED TV (2017 Model)","$599.00"
"1635495958-452","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=1","Sony","Sony X950H 75"" Class HDR 4K UHD Smart LED TV","$1,996.00"
"1635495958-459","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=1","LG","LG NANO99 75"" Class HDR 8K UHD Smart NanoCell IPS LED TV","$4,996.99"
"1635495958-465","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=1","LG","LG NANO80UP 75"" Class HDR 4K UHD Smart NanoCell LED TV","$1,496.00"
"1635495953-426","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=2","LG","LG 55LB5900 - 55"" LED TV - 1080p (FullHD)","$529.00"
"1635495958-460","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=1","LG","LG NANO99 65"" Class HDR 8K UHD Smart NanoCell IPS LED TV","$3,496.99"
"1635495958-469","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=1","LG","LG UP8770PU 86"" Class HDR 4K UHD Smart LED TV","$1,996.99"
"1635495953-441","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=2","Sony","Sony MASTER Z9G 85"" Class HDR 8K UHD Smart LED TV","$6,896.00"
"1635495958-446","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=1","Sony","Sony XBR75X950G 75"" Class HDR 4K UHD Smart LED TV","$2,246.00"
"1635495953-442","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=2","Sony","Sony X800H Series 85"" Class HDR 4K UHD Smart LED TV","$1,698.00"
"1635495953-427","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=2","LG","LG 47LB5900 - 47"" LED TV - 1080p (FullHD)","$419.00"
"1635495953-425","https://www.abesofmaine.com/Store/TV_s_Entertaiment/Flat_Panel_Televisions/LED_Televisions/?Page=2","Sony","78.6 (diag) X900B Premium 4K Ultra HD TV","$3,429.00"
