web-scraper-order,web-scraper-start-url,brand,name,price
"1635600842-104","https://www.abesofmaine.com/Large_Appliances/Ventilation/Ducted_Hood/","WHIRLPOOL","36-inch Convertible Island-Mount 400-CFM Glass Canopy Hood","$705.20"
"1635600842-105","https://www.abesofmaine.com/Large_Appliances/Ventilation/Ducted_Hood/","","Calabria Series ECL148SS 48"" Pro Style Wall Mount Range Hood with 1,100 CFM Internal Blower - Stainless Steel","$1,674.00"
