web-scraper-order,web-scraper-start-url,brand,name,price
"1635420560-2316","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","VIDPRO","LP-E10 Replacement Lithium-Ion Battery, 7.4 volt 1500mAh, for Canon EOS Rebel T3 Digital Camera","$69.95"
"1635420556-2270","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","VIDPRO","RTC174 Rapid Travel Charger for Canon BP-511 & Nikon EN-EL3e","$99.99"
"1635420552-2259","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=3","KIT-COMBO-BUNDLE","Quick EXTERNAL BP-828 Battery Charger 110/220 With Car Adapter","$89.95"
"1635420560-2298","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","","EN-EL23 Rechargeable Li-ion battery","$89.99"
"1635420560-2317","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","VIDPRO","EN-EL15 Replacement Lithium-Ion Rechargeable Battery","$169.00"
"1635420560-2315","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","PREMIUM-TECH","PT-13 AC/DC Rapid Charger for Sony FP50, FP70, FP90, FP51, FP71, FP91, FP51D, FP71D, FP91D, FH50, FH70, & FH100 Batteries","$59.95"
"1635420560-2321","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","AA","XBGC60D Digital Power Battery Grip for Canon 60D","$179.00"
"1635420560-2300","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","PREMIUM-TECH","PT-59 AC/DC Charger for Sony NP-FW50","$49.95"
"1635420556-2287","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","PREMIUM-TECH","PT-63 AC/DC Rapid Battery Charger for Nikon EN-EL14","$59.00"
"1635420556-2284","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","SAKAR","LI-50B Extended Life Battery For Stylus 1010SW","$39.95"
"1635420560-2309","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","","DMW-BLF19 Rechargeable Lithium-ion Battery Pack","$149.00"
"1635420560-2306","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","","EN-EL14 / EN-EL14A Battery Charger AC/DC 100-240V","$49.99"
"1635420556-2275","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","VIDPRO","RTC-118 RAPID TRAVEL CHARGER FOR NP40 (DL-18)","$19.95"
"1635420552-2260","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=3","Generic","Quick AC/DC Charger with EU Plug and CAR Adapter","$99.00"
"1635420560-2303","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","XIT","Worldwide AC/DC travel charger 110-220v f/SONY","$79.00"
"1635420560-2311","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","BOWER","XBGCM3 Digital Power Battery Grip for Canon 5D Mark III / 5DS / 5DSR","$299.00"
"1635420560-2299","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","","Charger for Sony NP-FZ100 Battery, Compatible with Sony A9 A7III A7RIII Cameras","$99.00"
"1635420556-2289","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","POWER2000","PT72 Replacement Recharger for Canon NB-10L Battery","$49.00"
"1635420556-2274","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","PREMIUM-TECH","PT-53 AC/DC Rapid Travel Charger for Canon LP-E6 Battery","$49.95"
"1635420560-2302","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","","Charger EN-EL23 Battery","$149.00"
"1635420552-2257","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=3","","Rapid AC+DC Charger for Fuji Cameras (110-240)","$99.99"
"1635420556-2271","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","SAKAR","NP-60 Extended Life Battery for Casio Exilim S10/ Z80 Cameras","$9.95"
"1635420556-2288","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","SIGMA","BC-21 Battery Charger F/BP-21","$49.90"
"1635420560-2313","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","VIDPRO","High Capacity Replacement Battery for Canon Camcorders","$159.00"
"1635420556-2276","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","VIDPRO","RTC-171 Rapid Travel Charger for Canon NB-4L/ NB-6L/ NB-8L","$39.95"
"1635420556-2290","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","BOWER","3-in-1 Individual Battery Charger for Canon LP-E12","$29.99"
"1635420552-2261","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=3","Generic","Rapid Home & Travel Charger for Canon Rebel 110/240v - AC/DC","$69.95"
"1635420560-2304","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","","High Capacity Replacement Battery for Fuji Cameras","$139.00"
"1635420556-2267","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","VIDPRO","BG-E6 Battery Grip For Canon EOS 5D Mark II","$99.95"
"1635420560-2305","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","","SCNPW235 - Battery for Fuji","$139.00"
"1635420556-2277","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","VIDPRO","RTC-146 AC/DC TRAVEL CHARGER FOR SONY NPBG1/ NP-FG1 & Olympus LI-50B","$39.95"
"1635420552-2256","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=3","","High Capacity Replacement Battery for DMW-BLG10","$99.00"
"1635420556-2280","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","PREMIUM-TECH","PT-49 AC/DC Rapid Travel Charger for Sony NP-BN1 Battery","$49.95"
"1635420556-2281","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","VIDPRO","RTC-114 AC/DC Rapid Charger for Sony NP-FH/FV Series Batteries","$69.95"
"1635420560-2322","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","AA","XBGCT2 Digital Power Battery Grip for Canon EOS Rebel T2i / T3i / T4i / T5i","$79.00"
"1635420556-2278","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","NIKON","EN-EL11 Rechargeable Battery for S560","$24.95"
"1635420556-2279","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","","VBC-LIN Ac/Dc Lithium Battery Charger","$89.99"
"1635420556-2292","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","","Quick EXTERNAL Battery Charger 110/220 With Car Adapter For Fuji Cameras","$89.00"
"1635420560-2310","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","NIKON","Nikon EN-EL23 Rechargeable Lithium-Ion Battery (3.8V, 1850mAh)","$69.00"
"1635420552-2254","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=3","","Li-Ion Battery for Fuji X-100 Digital Camera","$149.99"
"1635420556-2264","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","VIDPRO","LP-E8 Replacement Lithium-Ion Battery, 7.4 volt 1500mAh, for Canon EOSRebel T2i/T3i/T4i Digital Cameras","$79.95"
"1635420556-2285","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","XIT","MH-65 Battery Charger for EN-EL12 Battery","$34.95"
"1635420560-2296","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","","EN-EL15 Charger AC/DC 100-240V","$149.00"
"1635420560-2308","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","Generic","Quick AC/DC Charger with EU Plug and CAR Adapter","$99.99"
"1635420556-2272","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","VIDPRO","Rapid travel charger for NP-F970 Sony Batteries","$69.95"
"1635420560-2314","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=1","PREMIUM-TECH","PT-24 AC/DC Rapid Battery Charger for Canon BP808, BP809, BP819 Batteries","$39.00"
"1635420556-2269","https://www.abesofmaine.com/Store/Photography/Camera_Acessories/Batteries_Chargers/?Page=2","NIKON","MH-27 Battery Charger for Nikon 1 J1 Digital Camera","$29.99"
