web-scraper-order,web-scraper-start-url,brand,name,price
"1635474741-62","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=5","KIT-COMBO-BUNDLE","Sigma 17-50mm f/2.8 EX Dc Os HSM Lens Canon + FUN","$299.00"
"1635474736-40","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=6","KIT-COMBO-BUNDLE","Sigma 70-200mm F2.8 EX DG OS HSM Lens for Canon + MORE","$996.00"
"1635474752-165","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=1","KIT-COMBO-BUNDLE","Nikon AF-S NIKKOR 28-300mm f/3.5-5.6G ED VR W/ UV, CPL, Pouch, Hood","$879.00"
"1635474741-71","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=5","KIT-COMBO-BUNDLE","Nikon AF-S NIKKOR 70-200mm f/2.8G ED VR II, Pro Kit includes 7 Filters,","$2,196.00"
"1635474744-96","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=4","Sony","Sony E 35mm f/1.8 OSS Lens: (SEL35F18) + AOM Pro Kit Combo Bundle - International Version (1 Year AOM Warranty)","$395.00"
"1635474750-160","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=2","SIGMA","Sigma 50-100mm f/1.8 DC HSM Art Lens for Nikon F (693955) + AOM Bundle Package Kit - International Version (1 Year AOM Wty)","$1,099.00"
"1635474733-14","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=7","Canon","Canon EF 70-300mm f/4-5.6L I.S. USM Lens (L) Series + AOM Pro Starter Bundle Combo Kit - International Version (1 Year AOM Warranty)","$1,499.00"
"1635474747-119","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=3","Canon","Canon EF 28-300mm f/3.5-5.6L is USM Lens (9322A002) + AOM Pro Bundle - International Version","$2,449.00"
"1635474750-156","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=2","NIKON","Nikon AF-S DX NIKKOR 18-140mm f/3.5-5.6G ED VR Lens (2213) + AOM Bundle Package Kit - International Version (1 Year AOM Wty)","$496.00"
"1635474750-161","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=2","Sony","Sony Vario-Tessar T E 16-70mm f/4 ZA OSS Lens (SEL1670Z) + AOM Bundle Package Kit - International Version (1 Year AOM Wty)","$998.00"
"1635474741-68","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=5","KIT-COMBO-BUNDLE","Canon EF 70-200mm f/2.8L IS II USM Lens, UV, CPL","$1,749.00"
"1635474747-110","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=3","FUJIFILM","FUJIFILM XF 35mm f/1.4 R Lens (16240755) + AOM Bundle Package Kit - International Version","$599.00"
"1635474736-19","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=6","TAMRON","Tamron SP 70-200mm f/2.8 Di VC USD G2 Lens for Canon EF with 77mm Ultraviolet (UV) Filter, 77mm Polarizing (C-PL) Filter","$1,079.00"
"1635474736-22","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=6","TAMRON","Tamron SP 15-30mm f/2.8 Di VC USD Lens for Canon EF with Tamron Front & Rear Lens Caps + AOM Starter Kit","$899.00"
"1635474744-85","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=4","Canon","Canon EF-S 18-55mm f/3.5-5.6 is II Lens (2042B002) + AOM Pro Starter Bundle Kit - International Version (1 Year AOM Warranty)","$109.00"
"1635474747-121","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=3","Sony","Sony E 16-55mm f/2.8 G: Lens (SEL1655G) + AOM Starter Bundle - International Version","$1,298.00"
"1635474744-99","https://www.abesofmaine.com/Store/Photography/Lens_Deluxe_Bundle/?Page=4","FUJIFILM","Fujifilm XF 16mm f1.4 WR: (16463670) Fujifilm XF 16mm f/1.4 R WR Lens + AOM Starter Bundle Combo Kit - International Version (1 Year AOM Warranty)","$1,033.00"
