web-scraper-order,web-scraper-start-url,brand,name,price
"1635476395-313","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","XIT","Professional Power Battery Grip-Nikon D5500 (Black)","$144.95"
"1635476395-309","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","Sony","Sony Vertical Battery Grip for a7 II, a7R II, and a7S II","$348.00"
"1635476395-307","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","Canon","Canon BG-E22 Battery Grip, Black, Full-Size (3086C002)","$249.00"
"1635476395-303","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","","Battery Grip Vertical Shutter Release for Nikon D750","$199.00"
"1635476395-306","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","Canon","Canon BG-E21 Battery Grip for EOS 6D Mark II","$199.00"
"1635476395-311","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","AA","Battery Grip for Nikon D7100/D7200","$199.00"
"1635476395-300","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","","Battery Grip Vertical Shutter Release for Nikon D5300","$149.95"
"1635476395-297","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","","Pro Series Battery Grip for the Canon EOS 7D Mark II Digital SLR Cameras (Black)","$299.95"
"1635476395-301","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","","Battery Grip Vertical Shutter Release for Nikon DF","$199.95"
"1635476395-305","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","","Battery Grip Vertical Shutter Release for Canon T5","$149.95"
"1635476395-299","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","","Battery Grip Vertical Shutter Release for Nikon D5200","$149.95"
"1635476395-302","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","","Battery Grip Vertical Shutter Release for Nikon D810","$199.00"
"1635476395-304","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","","Battery Grip Vertical Shutter Release for Canon T5i","$149.95"
"1635476395-312","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","AA","Digital Power Battery Grip / Vertical Shutter Release for the Canon EOS 6D","$199.99"
"1635476395-298","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","","Battery Grip Vertical Shutter Release for Nikon D3300","$169.95"
"1635476395-296","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","","Battery Grip For Nikon D850","$299.00"
"1635476395-310","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","AA","Digital Power Battery Grip for Nikon D600/D610","$199.00"
"1635476395-308","https://www.abesofmaine.com/Store/Photography/Battery_Grips/","Sony","Sony VCT-SGR1 Shooting Grip","$95.00"
