web-scraper-order,web-scraper-start-url,cat,cat-href,subcat,subcat-href,name
"1632409545-4933","https://www.officedepot.com/a/browse/cameras-and-camcorders/N=5+509515/","Security Cameras & Surveillance   (163)","https://www.officedepot.com/a/browse/security-cameras-and-surveillance/N=5+509545/","Security Cameras & Surveillance Accessories   (54)","https://www.officedepot.com/a/browse/security-camera-accessories/N=5+553745/","Apricorn Velocity Solo x1 - Performance SSD Upgrade Kit for Desktop PCs and MacP..."
"1632409425-4780","https://www.officedepot.com/a/browse/cameras-and-camcorders/N=5+509515/","Security Cameras & Surveillance   (163)","https://www.officedepot.com/a/browse/security-cameras-and-surveillance/N=5+509545/","Security Cameras   (53)","https://www.officedepot.com/a/browse/security-cameras/N=5+509546/","Ring Certified Refurbished Battery Powered Spotlight Camera, Black"
"1632409657-5004","https://www.officedepot.com/a/browse/cameras-and-camcorders/N=5+509515/","Camera Accessories   (478)","https://www.officedepot.com/a/browse/camera-accessories/N=5+509526/","Camera Lenses & Flashes   (67)","https://www.officedepot.com/a/browse/camera-lenses-and-flashes/N=5+509531/","Canon - 55 mm to 250 mm - f/5.6 - Telephoto Zoom Lens for Canon EF/EF-S - 58 mm ..."
"1632409508-4847","https://www.officedepot.com/a/browse/cameras-and-camcorders/N=5+509515/","Security Cameras & Surveillance   (163)","https://www.officedepot.com/a/browse/security-cameras-and-surveillance/N=5+509545/","Security Camera Bundles   (74)","https://www.officedepot.com/a/browse/security-camera-bundles/N=5+511274/","D-Link Vigilance DCS-4618EK 8 Megapixel HD Network Camera - Dome - 98.43 ft - H....0.0 out of 5 stars."
"1632409425-4755","https://www.officedepot.com/a/browse/cameras-and-camcorders/N=5+509515/","Security Cameras & Surveillance   (163)","https://www.officedepot.com/a/browse/security-cameras-and-surveillance/N=5+509545/","Security Cameras   (53)","https://www.officedepot.com/a/browse/security-cameras/N=5+509546/","Google™ Nest Cam Outdoor"
"1632409545-4930","https://www.officedepot.com/a/browse/cameras-and-camcorders/N=5+509515/","Security Cameras & Surveillance   (163)","https://www.officedepot.com/a/browse/security-cameras-and-surveillance/N=5+509545/","Security Cameras & Surveillance Accessories   (54)","https://www.officedepot.com/a/browse/security-camera-accessories/N=5+553745/","SYBA Multimedia SATA III 2 Internal 6Gbps Ports PCI-e Controller Card - Serial A..."
"1632409425-4786","https://www.officedepot.com/a/browse/cameras-and-camcorders/N=5+509515/","Security Cameras & Surveillance   (163)","https://www.officedepot.com/a/browse/security-cameras-and-surveillance/N=5+509545/","Security Cameras   (53)","https://www.officedepot.com/a/browse/security-cameras/N=5+509546/","Ring Wireless HD Indoor/Outdoor Battery-Powered Stick Up Cam, Black, 8SS1S8-BEN0"
"1632409508-4862","https://www.officedepot.com/a/browse/cameras-and-camcorders/N=5+509515/","Security Cameras & Surveillance   (163)","https://www.officedepot.com/a/browse/security-cameras-and-surveillance/N=5+509545/","Security Camera Bundles   (74)","https://www.officedepot.com/a/browse/security-camera-bundles/N=5+511274/","Technaxx TX-106 HD Surveillance Camera - MP4 - 1920 x 1080 - Wall Mount0.0 out of 5 stars."
"1632409425-4788","https://www.officedepot.com/a/browse/cameras-and-camcorders/N=5+509515/","Security Cameras & Surveillance   (163)","https://www.officedepot.com/a/browse/security-cameras-and-surveillance/N=5+509545/","Security Cameras   (53)","https://www.officedepot.com/a/browse/security-cameras/N=5+509546/","NetGear® Arlo™ Pro Wireless HD Indoor/Outdoor Add-On Security Camera, VMC4030-10..."
"1632409508-4800","https://www.officedepot.com/a/browse/cameras-and-camcorders/N=5+509515/","Security Cameras & Surveillance   (163)","https://www.officedepot.com/a/browse/security-cameras-and-surveillance/N=5+509545/","Security Camera Bundles   (74)","https://www.officedepot.com/a/browse/security-camera-bundles/N=5+511274/","Energizer HD Network Camera - 1 Pack - 15 ft Night Vision - H.264 - 1920 x 1080 ..."
"1632409508-4854","https://www.officedepot.com/a/browse/cameras-and-camcorders/N=5+509515/","Security Cameras & Surveillance   (163)","https://www.officedepot.com/a/browse/security-cameras-and-surveillance/N=5+509545/","Security Camera Bundles   (74)","https://www.officedepot.com/a/browse/security-camera-bundles/N=5+511274/","Fortinet FortiCam FD40 4 Megapixel HD Network Camera - Color, Monochrome - Dome ...0.0 out of 5 stars."
