web-scraper-order,web-scraper-start-url,cat,cat-href,name
1632410377-5710,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Project Boards,https://www.officedepot.com/a/browse/project-boards/N=5+1155041/,"Pacon® Peacock® Railroad Board, 22"" x 28"", 6-Ply, White, Carton Of 100 Sheets"
1632410760-6211,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Craft Supplies,https://www.officedepot.com/a/browse/craft-supplies/N=5+1155036/,"TREND Ready Letters®, 2"", Casual Letters/Numbers, White, Pre-K - Grade 8, Pack O..."
1632410857-6580,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Markers,https://www.officedepot.com/a/browse/markers/N=5+1155039/,"Office Depot® Brand 100% Recycled Low-Odor Dry-Erase Markers, Chisel Point, Red,..."
1632410857-6435,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Markers,https://www.officedepot.com/a/browse/markers/N=5+1155039/,583 Reviews
1632410857-6582,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Markers,https://www.officedepot.com/a/browse/markers/N=5+1155039/,"EXPO® Low-Odor Dry-Erase Markers, Bullet Point, Assorted Colors, Pack Of 4"
1632410760-6139,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Craft Supplies,https://www.officedepot.com/a/browse/craft-supplies/N=5+1155036/,"Avery® Sticker Project Paper, Letter Size (8 1/2"" x 11""), White, Pack Of 15 Shee..."
1632410814-6350,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Glue,https://www.officedepot.com/a/browse/glue/N=5+1155038/,"Avery® Disappearing Color Permanent Glue Stics, 0.26 Oz., Purple, Pack Of 18"
1632410377-5699,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Project Boards,https://www.officedepot.com/a/browse/project-boards/N=5+1155041/,"Pacon® Peacock® 100% Recycled Railroad Board, 22"" x 28"", 4-Ply, Brown, Pack Of 2..."
1632410857-6546,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Markers,https://www.officedepot.com/a/browse/markers/N=5+1155039/,"Crayola® Washable Markers, Super Tip, Assorted Colors, Box Of 204.9 out of 5 stars. 122 reviews"
1632410857-6613,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Markers,https://www.officedepot.com/a/browse/markers/N=5+1155039/,Uni-Ball Oil-Base Fine Line uni Paint Markers - Fine Point Type - Black Oil Base...1.0 out of 5 stars. 1 review
1632410760-6169,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Craft Supplies,https://www.officedepot.com/a/browse/craft-supplies/N=5+1155036/,"Chartpak Pickett Painting Stencils, Numbers/Letters, 4"""
1632410790-6257,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Construction Paper,https://www.officedepot.com/a/browse/construction-paper/N=5+1155035/,"Art Street® Construction Paper, 9"" x 12"", Assorted Colors, Pack Of 96 Sheets4.7 out of 5 stars. 185 reviews"
1632410760-6153,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Craft Supplies,https://www.officedepot.com/a/browse/craft-supplies/N=5+1155036/,"Avery® Foil Stars, 1/2"", Assorted, Pack of 440"
1632410857-6510,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Markers,https://www.officedepot.com/a/browse/markers/N=5+1155039/,"EXPO® Low-Odor Dry-Erase Pen-Style Markers, Black Ink, Pack Of 124.9 out of 5 stars. 60 reviews"
1632410857-6515,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Markers,https://www.officedepot.com/a/browse/markers/N=5+1155039/,"EXPO® Neon Dry-Erase Markers, Assorted, Pack Of 54.7 out of 5 stars. 142 reviews"
1632410857-6478,https://www.officedepot.com/a/browse/arts-and-crafts/N=5+1155033/,Markers,https://www.officedepot.com/a/browse/markers/N=5+1155039/,"Sharpie® Permanent Fine-Point Markers, Assorted Colors, Pack Of 5 Markers"
