product-img-link href,cleanDesc,part-info,part-info 2,price,wishlist-label href,short-description,starting-at
https://www.turnermotorsport.com/p-21364-clear-side-marker-e39-5-series/,Clear Side Marker - E39 5 series,21364,63142496299,$27.20,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Euro clear side marker flasher (turn signal) for the BMW E39 5-series. Excellent fit and finish from OEM suppliers and manufacturers (Bosch, Hella, ZKW, Magnetti-Marelli, etc). These are a direct replacement for your stock yellow lenses and, when used with the front turn signals and taillights, help make a major change in the overall appearance of your car. There’s no question the Euro look is more pleasing to the eyes than the bright orange of the stock lights. Nearly all of our lenses are made in Europe. Easy installation that takes just minutes. Amber bulbs included or choose the Stealth bulbs for a cleaner look.        1997-2003    525i 528i 530i 540i M5",
https://www.turnermotorsport.com/p-2830-led-license-plate-light-pair-e82-e90-e92-e39-e60-e70-e71/,"LED License Plate Light - (pair) - E82 E90 E92 E39 E60 E70 E71
    ...",2830,BMWLEDLICENSE,$61.16,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,These LED license plate lights emit a crystal clear bright white light to provide better visibility and a fresher look for your BMW. Fits E82 E88 E90 E91 E92 E93 E39 E60 E70 E71     2008+    128i 135i  2008+    128i Convertible 135i Convertible  2006-2007    325i 325xi 330i 330xi 328i 328xi 335i 335xi M3  1997-2003    525i 528i 530i 540i M5  2004-2010    525i 525xi 528i 528xi 530i 530xi 535i 535xi 545i 550i M5  2007-2013    X5 3.0si X5 4.8I X5 xDrive30i X5 xDrive48i X5 M   2008+    X6 xDrive35i X6 xDrive50i X6 M,
https://www.turnermotorsport.com/p-380018-side-marker-set-smoked/,Depo Smoked Side Marker set - E32 E34,380018,3441403PBS,$32.50,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Change the looks of your vehicle with these Depo Smoked side markers. These replace the dull orange stock side markers and add a unique, new look to your vehicle.",
https://www.turnermotorsport.com/p-380059-light-smoke-corner-indicator-set/,"Depo Light Smoke Corner Indicator Set - E36 Coupe/Convertible
     ...",380059,4441505PUES,$30.88,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Upgrade your E36's styling with these Depo Light Smoke turn signals. These signals feature lightly smoked clear lenses to give your vehicle a new look, replacing the dull amber turn signals.",
https://www.turnermotorsport.com/p-380017-side-marker-set-clear/,Depo Clear Side Marker Set - E32 E34,380017,3441403PB2C,$32.50,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Change the looks of your vehicle with these Depo Clear side markers. These replace the dull orange stock side markers and add a unique, new look to your vehicle.",
https://www.turnermotorsport.com/p-1176-smoked-tail-light-kit-4-piece-genuine-bmw-blackline-e90-sedan/,"Smoked Tail Light Kit - 4 Piece - Genuine BMW Blackline - E90 Sedan
...",1176,63210406678,$366.88,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"These BMW E90 tail lights have a slightly smoked look, and give your 2006 to 2008 3 series sedan a very clean look, setting it apart from other E90's. These fit E90 M3 sedan as well! Genuine BMW, so you know they are the highest quality. We include silver coated bulbs for the turn signals, this helps eliminate that ""Fried Egg"" look you get when using normal yellow bulbs. This is a 4 piece kit, which includes the two outer tail light lamps and the 2 inner parts which mount to the trunk lid.      2006-2008    325i 325xi 328i 328xi 328i xDrive 330i 330xi 335d 335i 335xi 335i xDrive M3 - Sedan",
https://www.turnermotorsport.com/p-380082-clear-corner-assembly-w-chrome-housings-pair/,Depo Clear With Chrome Housings Corner Assembly Pair - E46 Sedan (09...,380082,4441511PXUE7,$44.00,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Upgrade your E46's styling with these Depo turn signals. These signals feature clear lenses with chrome housings to give your vehicle a new Euro look, replacing the dull amber turn signals.",
https://www.turnermotorsport.com/p-380016-crystal-smoke-fender-side-marker-set/,Depo Crystal Smoke Fender Side Marker Set - E39,380016,3441402PXBEVS,$25.65,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Change the looks of your vehicle with these Depo Crystal Smoke side markers. These replace the dull orange stock side markers and add a unique, new look to your vehicle.",
https://www.turnermotorsport.com/p-4478-rear-taillights-pair-led-clear-e46-convertible/,Rear Taillights (Pair) - LED Clear - E46 Convertible,4478,TMS4478,$489.76,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Update the look of your BMW to the newer style LED lights. These LED tail lights feature clear lenses, instant response, and brighter illumination which helps to improve safety at night or inclement weather. And lets face it they just look much better than the stock lights.      2004-2006    325ci Convertible 330ci Convertible M3 Convertible",
https://www.turnermotorsport.com/p-3600-e39-euro-clear-side-markers-pair/,E39 Euro Clear Side Markers (pair),3600,63142496299PAIR,$66.45,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Euro clear side marker flashers (turn signals) (pair) for the BMW E39 5-series. Excellent fit and finish from OEM suppliers and manufacturers (Bosch, Hella, ZKW, Magnetti-Marelli, etc). These are a direct replacement for your stock yellow lenses and, when used with the front turn signals and taillights, help make a major change in the overall appearance of your car. There’s no question the Euro look is more pleasing to the eyes than the bright orange of the stock lights. Nearly all of our lenses are made in Europe. Easy installation that takes just minutes. Amber bulbs included or choose the Stealth bulbs for a cleaner look.   1997, 1998, 1999, 2000, 2002, 2003 E39 525i, 525iT, 528i, 528iT, 530i, 540i, M5",
https://www.turnermotorsport.com/p-338587-side-grill-led-turn-signals-e90e92e93-m3/,Side Grill LED Turn Signals - E90/E92/E93 M3,338587,BM-0266-X,$99.95,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"High powered 24 SMD LED fender turn signals for the e90 e92 e93 M3. These LED fender turn signals are a great way to increase visibility when switching lanes, and the color matching LEDs can also increase the overall aesthetic appearance of the car. These lights mount into your existing side grills.    We also offer the    that include the side grills, lights, and Genuine BMW M3 emblems.",Starting at
https://www.turnermotorsport.com/p-380023-clear-turn-signal-parking-lamp-set/,Depo Clear Turn Signal Set - E30 (from 1988),380023,3441602PXAEVC,$40.00,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Upgrade your E30's styling with these Depo Clear turn signals. These signals feature clear lenses to give your vehicle a new look, replacing the dull amber turn signals.",
https://www.turnermotorsport.com/p-380015-crystal-clear-fender-side-marker-set/,Depo Crystal Clear Fender Side Marker Set - E39,380015,3441402PXBEVC,$27.00,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Change the looks of your vehicle with these Depo Crystal Clear side markers. These replace the dull orange stock side markers and add a unique, new look to your vehicle.",
https://www.turnermotorsport.com/p-1082-front-turn-signals-pair-euro-clear-e46-sedan-1999-01/,"Front Turn Signals (Pair) - Euro Clear - E46 Sedan 1999-01
        ...",1082,TMS1082,$94.04,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"OEM clear front turn signals (pair) for BMW E46 sedan and wagon; excellent fit and finish from OEM suppliers and manufacturers (Bosch, Hella, ZKW, Magnetti-Marelli, etc). These are a direct replacement for your stock yellow lenses and make a major change in the overall appearance of your car. There’s no question the Euro look is more pleasing to the eyes than the bright orange of the stock lights. Nearly all of our lenses are made in Europe. Easy installation that takes just minutes. Amber bulbs included or choose the Stealth bulbs for a cleaner look.   1999-2001 E46 BMW 323i, 328i, 325i, 330i, sedan and wagon (part numbers 63 13 6 902 769 and 63 13 6 902 770)",
https://www.turnermotorsport.com/p-1140-rear-taillights-set-euro-clear-e46-sedan-2002-05/,Rear Taillights (Set) - Euro Clear - E46 Sedan 2002-05,1140,63210141573,$303.95,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"OEM BMW E46 Facelift sedan 2002-05 Euro clear taillight set; excellent fit and finish from OEM supplier ULO. These are a direct replacement for your stock yellow turn signal lenses and make a major change in the overall appearance of your car.    There’s no question the Euro look is more pleasing to the eyes than the bright orange of the stock lights. Nearly all of our lenses are made in Europe. Easy installation that takes just minutes. Amber bulbs included or choose the Stealth bulbs for a cleaner look.   2002-2005 325i, 325xi, 330i, 330xi sedan",
https://www.turnermotorsport.com/p-380088-smoked-corner-assembly-pair/,"Depo Smoked Corner Assembly Pair - E46 Coupe/Convertible (09/2001+)
...",380088,4441512PAES,$38.00,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Upgrade your E46's styling with these Depo turn signals. These signals feature smoke lenses with black housings to give your vehicle a new look, replacing the dull amber turn signals.",
https://www.turnermotorsport.com/p-378238-clear-fender-side-marker-set/,Depo Clear Fender Side Marker Set - E46 Non-M,378238,HBE46SM-2DX-C,$37.95,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Upgrade your E46's styling with these Depo side markers. These signals feature clear lenses to give your vehicle a new look, replacing the dull amber side markers.",
https://www.turnermotorsport.com/p-338534-euro-clear-taillight-set-e36-318ti-compact/,Euro Clear Taillight Set - E36 318ti Compact,338534,TMS6,$141.90,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Euro clear rear taillights and corner lights (pair) for the BMW E36 318ti Compact (hatchback). Excellent fit and finish from OEM suppliers and manufacturers (Bosch, Hella, ZKW, Magnetti-Marelli, etc). These are a direct replacement for your stock yellow parking light lenses and make a major change in the overall appearance of your car. There’s no question the Euro look is more pleasing to the eyes than the bright orange of the stock corner lights. Nearly all of our lenses are made in Europe. Easy installation that takes just minutes. Amber bulbs included or choose the Stealth bulbs for a cleaner look.   1995, 1996, 1997, 1998, 1999 E36 318ti",Starting at
https://www.turnermotorsport.com/p-380081-clear-w-black-housing-corner-assembly-pair/,Depo Clear With Black Housings Corner Assembly Pair - E46 Sedan (09/...,380081,4441511PXUE2,$41.80,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Upgrade your E46's styling with these Depo turn signals. These signals feature clear lenses with black housings to give your vehicle a new look, replacing the dull amber turn signals.",
https://www.turnermotorsport.com/p-340190-front-turn-signals-pair-euro-clear-e46-sedan-2002-2005/,"Front Turn Signals (Pair) - Euro Clear - E46 Sedan 2002-2005
      ...",340190,TMS1137,$109.90,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Front turn signals (pair) for BMW E46 Sedan, 2002-05; excellent fit and finish made by an original equipment manufacturer; easy installation that takes just minutes; amber bulbs included.",Starting at
https://www.turnermotorsport.com/p-370116-euro-headlight-switch-black-e90e92-3-series-e82e88-1-series/,Euro Headlight Switch - Black -- E90/E92 3 Series & E82/E88 1 Se...,370116,61316932796,$159.95,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Genuine European BMW rear fog compatible headlight switch. Switch controls side lights, head lights, front and rear fogs.",
https://www.turnermotorsport.com/p-373793-european-headlight-switch/,"Genuine European BMW European Headlight Switch - F34, F30, F32, F31
...",373793,61319265303,$159.95,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,,
https://www.turnermotorsport.com/p-369140-smoke-fender-side-marker-set/,Depo Smoke Fender Side Marker Set - E46 Non-M,369140,HXBME46SM4DESSET,$24.95,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Upgrade your E46's styling with these Depo side markers. These signals feature smoked lenses to give your vehicle a new look, replacing the dull amber side markers.",
https://www.turnermotorsport.com/p-380041-crystal-clear-side-marker-set/,Depo Crystal Clear side marker set - E36 (up to 09/1996),380041,4441401PXBE2C,$23.75,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Change the looks of your vehicle with these Depo Clear side markers. These replace the dull orange stock side markers and add a unique, new look to your vehicle.",
https://www.turnermotorsport.com/p-380055-light-smoke-corner-indicator-set/,Depo Light Smoke Corner Indicator Set - E36 Sedan,380055,4441503PUEVS,$32.50,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Upgrade your E36's styling with these Depo Light Smoke turn signals. These signals feature lightly smoked lenses to give your vehicle a new look, replacing the dull amber turn signals.",
https://www.turnermotorsport.com/p-554217-clear-corner-indicator-set/,Depo Clear Corner Indicator Set - E36 Sedan,554217,4441503PUEC,$32.50,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Upgrade your E36's styling with these Depo Clear turn signals. These signals feature clear lenses to give your vehicle a new look, replacing the dull amber turn signals.",
https://www.turnermotorsport.com/p-380053-front-turn-signal-set-clear/,Depo Clear Front Turn Signal Set - E34,380053,4441501PUEC,$32.50,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Upgrade your E34's styling with these Depo Clear turn signals. These signals feature clear lenses to give your vehicle a new look, replacing the dull amber turn signals.",
https://www.turnermotorsport.com/p-368669-festoon-style-bulb/,Genuine BMW Festoon Style Bulb - 12V 5W - Multiple BMWs,368669,63217160805,$4.55,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,Used in many BMWs in places such as interior light and license plates lights.,
https://www.turnermotorsport.com/p-380051-smoked-side-marker-set/,Depo Smoked Side Marker Set - E60 E61,380051,4441414PTUVS,$29.45,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Change the looks of your vehicle with these Depo smoked clear side markers. These replace the dull orange stock side markers and add a unique, new look to your vehicle.",
https://www.turnermotorsport.com/p-25502-front-left-white-turn-signal-indicator-82199403093/,FER Clear Turn Signal - Left - E36 Coupe,25502,82199403093,$47.95,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Looking to replace your amber turn signals? This clear turn signal is a simple, direct-fit replacement that will add some euro style to your E36 coupe!",
https://www.turnermotorsport.com/p-380013-led-amber-fender-side-marker-set/,Depo LED Amber Fender Side Marker set - E39 BMW,380013,3441402P4AVS,$36.00,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Change the looks of your vehicle with these Depo smoked clear side markers. These replace the dull orange stock side markers and add a unique, new look to your vehicle.",
https://www.turnermotorsport.com/p-340125-e46-euro-clear-lens-package-sedan-2002-2005/,E46 Euro Clear Lens Package - Sedan 2002-2005,340125,TMS340125,$456.90,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Full, 8-piece Euro clear turn signal set from Europe,    These are a direct replacement for your stock yellow lenses and make a major change in the overall appearance of your car. There�s no question the Euro look is more pleasing to the eyes than the bright orange of the stock lights. We have packaged the whole car as a set of 8 lights with a package discount that saves you money. We source our lights only from European manufacturers like Hella, ZKW, ULO, Bosch, and others so you get the true Euro white turn signal look without the headaches common to cheap aftermarket brands. These lenses fit correctly, won�t dim or turn yellow, tight fit for no leaks, and the correct wiring for the US market (no OBC faults). Each of these lights installs in minutes with simple tools. Amber bulbs included or choose the Stealth option for a cleaner look.   This clear lighting package is available with either black or titanium trim. Not sure which color you need? The best way is to check your car's headlights - if they have either a black plastic inner lining (as pictured) or the titanium color.     2002-2006    325i, 325xi, 330i, 330xi facelift sedan",Starting at
https://www.turnermotorsport.com/p-340240-led-tail-light-upgrade-e92-328i-335i-m3-coupe/,LED Tail light Upgrade - E92 328i 335i M3 Coupe,340240,TMS4503,"$1,400.52",https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Upgrade your Tail Lights to the LED style lights from the 2011+ models!   These Genuine BMW upgrade LED lights offer much brighter and crisp lighting than the standard tail lights to give your BMW an updated modern appearance. These LED lights use less energy than the stock lights and offer longer bulb life. This kit includes both the inner and outer tail lights and required wiring harness. NOTE: Car must be ""coded"" at your local BMW dealer to recognize these lights to avoid a ""bulb check"" warning. Kit includes BMW part #'s: 63217251959, 63217251960, 63217252779, 63217252780, 61122181307    NOTE:On cars produced from 3/2007-9/2009, the Footwell Module must be replaced for proper functionality. If the Footwell Module (FRM) has previously been replaced with an FRM3 it does not need to be replaced.",Starting at
https://www.turnermotorsport.com/p-1180751-/,Osram Sylvania Festoon Bulb,1180751,6428,$1.77,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"12v 3w bulb, Osram #6428",
https://www.turnermotorsport.com/p-338586-black-fender-side-grill-with-led-turn-signals-e90e92e93-m3/,"Black Fender Side Grill with LED Turn Signals - E90/E92/E93 M3
    ...",338586,BM-0266-CX,$294.95,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"These black fender grill trims simply replace the stock chrome pieces. They are high quality, use a genuine BMW //M3 emblem, and install in place of the stock pieces in minutes.   The High powered 24 SMD LED fender turn signals for the e90 e92 e93 M3. These LED fender turn signals are a great way to increase visibility when switching lanes, and the color matching LEDs can also increase the overall aesthetic appearance of the car.     2008+    M3 Sedan M3 Coupe M3 Convertible",Starting at
https://www.turnermotorsport.com/p-340128-e46-euro-clear-lens-package-wagon-2002-2005/,E46 Euro Clear Lens Package - Wagon 2002-2005,340128,TMS340128,$472.72,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Full, 6-piece Euro clear turn signal set from Europe,    These are a direct replacement for your stock yellow lenses and make a major change in the overall appearance of your car. There’s no question the Euro look is more pleasing to the eyes than the bright orange of the stock lights. We have packaged the whole car as a set of 6 lights with a package discount that saves you money. We source our lights only from European manufacturers like Hella, ZKW, ULO, Bosch, and others so you get the true Euro white turn signal look without the headaches common to cheap aftermarket brands. These lenses fit correctly, won’t dim or turn yellow, and a tight fit for no leaks. The rear taillights include wiring and connectors for a correct installation. Amber bulbs included or choose the Stealth option for a cleaner look.     2002-2005    325iT 325xiT touring wagon",Starting at
https://www.turnermotorsport.com/p-340013-rear-taillights-pair-euro-clear-e46-sedan-1999-2001/,Rear Taillights (Pair) - Euro Clear - E46 Sedan 1999-2001,340013,TMS1139,$215.91,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Clear Euro taillights (pair) for BMW E46 sedan, 99-01. excellent fit and finish from OEM suppliers and manufacturers (Bosch, Hella, ZKW, Magnetti-Marelli, etc). These are a direct replacement for your stock yellow lenses and make a major change in the overall appearance of your car. Theres no question the Euro look is more pleasing to the eyes than the bright orange of the stock lights. Nearly all of our lenses are made in Europe. Easy installation that takes just minutes. Amber bulbs included or choose the Stealth bulbs for a cleaner look.",Starting at
https://www.turnermotorsport.com/p-339976-rear-taillights-pair-euro-clear-e46-coupe-2000-2003/,Rear Taillights (Pair) - Euro Clear - E46 Coupe 2000-2003,339976,TMS339976,$219.90,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,"Clear Euro taillights (pair) for BMW E46 coupe. These are a direct replacement for your stock yellow/red taillights and make a major impact on the appearance of your car. Excellent fit and finish from top suppliers and manufacturers (Bosch, Hella, ZKW, Magnetti-Marelli, etc). Easy installation that takes just minutes. Amber bulbs included or choose the Stealth bulbs for a cleaner look.   2000-3/2003 E46 BMW 323ci, 328ci, 330ci, M3 (coupes only) (part numbers 63 21 8 383 825 and 63 21 8 383 826)",Starting at
https://www.turnermotorsport.com/p-379991-european-headlight-switch/,Genuine European BMW European Headlight Switch,379991,61319192746,$119.95,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,,
https://www.turnermotorsport.com/p-378607-european-headlight-switch/,"Genuine European BMW European Headlight Switch - F32 F34 F31 F30
  ...",378607,61319265299,$149.95,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights#,,
https://www.turnermotorsport.com/p-3596-e39-6-piece-euro-clear-lens-package/,E39 6-Piece Euro Clear Lens Package,3596,63128375301SET6,$804.95,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights?No=50&Nrpp=50#,"Full, 6-piece Euro clear turn signal set,    These are a direct replacement for your stock yellow lenses and make a major change in the overall appearance of your car. There’s no question the Euro look is more pleasing to the eyes than the bright orange of the stock BMW lights. We have packaged the whole car as a set of 6 lights with a package discount that saves you money. This is our lowest price ever! These lenses fit correctly, won’t dim or turn yellow, tight fit for no leaks, and the correct wiring for the US market (no OBC faults). Each of these lights installs in minutes with simple tools. Amber bulbs included or choose the Stealth option for a cleaner look.   1997, 1998, 1999, 2000 E39 BMW 528i, 540i, M5",
https://www.turnermotorsport.com/p-374951-european-headlight-switch/,Genuine European BMW European Headlight Switch - F02 F01 F10 F12 F13...,374951,61319204067,$149.95,https://www.turnermotorsport.com/c-56-bmw-clear-euro-parking-lights-clear-euro-tail-lights?No=50&Nrpp=50#,,
