web-scraper-order,web-scraper-start-url,category,category-href,name
1632287866-146,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson Single-Function Printers (6),https://www.officedepot.com/a/browse/epson-single-function-printers/N=5+1035676/,"Epson SureColor T2170 - 24"" large-format printer - color - ink-jet - Roll (24 in...4.0 out of 5 stars. 1 review"
1632287886-167,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson All-In-One Printers (30),https://www.officedepot.com/a/browse/epson-all-in-one-printers/N=5+1035675/,Epson® Workforce® Pro WF-4820 Wireless Color Inkjet All-In-One Printer4.2 out of 5 stars. 132 reviews
1632287886-151,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson All-In-One Printers (30),https://www.officedepot.com/a/browse/epson-all-in-one-printers/N=5+1035675/,Epson® EcoTank® Photo ET-8550 SuperTank® Wireless Color Inkjet All-In-One Printe...4.8 out of 5 stars. 53 reviews
1632287886-154,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson All-In-One Printers (30),https://www.officedepot.com/a/browse/epson-all-in-one-printers/N=5+1035675/,Epson® Workforce® Pro WF-7840 Wide-Format Wireless Color Inkjet All-In-One Print...4.2 out of 5 stars. 156 reviews
1632287886-157,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson All-In-One Printers (30),https://www.officedepot.com/a/browse/epson-all-in-one-printers/N=5+1035675/,Epson® EcoTank® Pro ET-5850 SuperTank® Wireless Color Inkjet All-In-One Printer3.9 out of 5 stars. 51 reviews
1632287886-169,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson All-In-One Printers (30),https://www.officedepot.com/a/browse/epson-all-in-one-printers/N=5+1035675/,Epson EcoTank Photo ET-8500 All-in-One Supertank Printer - Multifunction printer...4.7 out of 5 stars. 27 reviews
1632287853-141,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson Supertank Printers (8),https://www.officedepot.com/a/browse/epson-supertank-printers/N=5+1260411/,Epson® EcoTank® ET-M2170 SuperTank® Wireless Monochrome (Black And White) All-In...4.8 out of 5 stars. 95 reviews
1632287886-170,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson All-In-One Printers (30),https://www.officedepot.com/a/browse/epson-all-in-one-printers/N=5+1035675/,Epson® WorkForce® WF-2830 Wireless Color Inkjet All-In-One Printer4.0 out of 5 stars. 522 reviews
1632287886-168,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson All-In-One Printers (30),https://www.officedepot.com/a/browse/epson-all-in-one-printers/N=5+1035675/,Epson EcoTank ET-2800 All-in-One Supertank Printer - Multifunction printer - col...5.0 out of 5 stars. 1 review
1632287886-173,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson All-In-One Printers (30),https://www.officedepot.com/a/browse/epson-all-in-one-printers/N=5+1035675/,Epson® WorkForce® ST-4000 Wireless SuperTank® Color All-In-One Printer3.9 out of 5 stars. 10 reviews
1632287886-171,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson All-In-One Printers (30),https://www.officedepot.com/a/browse/epson-all-in-one-printers/N=5+1035675/,Epson® EcoTank® ET-M3170 SuperTank® Wireless Monochrome (Black And White) All-In...4.6 out of 5 stars. 114 reviews
1632287866-148,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson Single-Function Printers (6),https://www.officedepot.com/a/browse/epson-single-function-printers/N=5+1035676/,Epson WorkForce Pro WF-7310 - Printer - color - Duplex - ink-jet - A3 plus - 480...4.8 out of 5 stars. 23 reviews
1632287886-175,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson All-In-One Printers (30),https://www.officedepot.com/a/browse/epson-all-in-one-printers/N=5+1035675/,Epson EcoTank ET-3850 All-in-One - Multifunction printer - color - ink-jet - ref...0.0 out of 5 stars.
1632287886-163,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson All-In-One Printers (30),https://www.officedepot.com/a/browse/epson-all-in-one-printers/N=5+1035675/,Epson EcoTank ET-15000 Supertank Wide-Format InkJet All-In-One Color Printer4.5 out of 5 stars. 109 reviews
1632287853-138,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson Supertank Printers (8),https://www.officedepot.com/a/browse/epson-supertank-printers/N=5+1260411/,Epson® EcoTank® ET-3760 Wireless SuperTank® Color All-In-One Printer4.3 out of 5 stars. 389 reviews
1632287886-152,https://www.officedepot.com/a/browse/epson-printers/N=5+1035674/?cm_sp=brand-_-link-to-epson-printers-_-epson,Epson All-In-One Printers (30),https://www.officedepot.com/a/browse/epson-all-in-one-printers/N=5+1035675/,Epson® WorkForce® Pro WF-3820 Wireless Color Inkjet All-In-One Printer4.1 out of 5 stars. 198 reviews
