normal_image src,hover_image src,lazy_href,lazy_href href,part_number 2,title,key_details,key_details 2,key_details 3,key_details 4,price,save,percent-box,final-price,ships,text 2,text 3,text 4,bv_main_container href,bv_stars_svg_no_wrap href,bv_text,bv_text 2,key_details 5,key_details 6,key_details 7,key_details 8,key_details 9,key_details 10,key_details 11,key_details 12,ellip,morelink,morelink href,key_details 13,key_details 14,key_details 15
https://p3-ofp.static.pub/ShareResource/560x450/SSNP/4X40V09688/4X40V09688-560x450-01.335952574096e77d.png,https://p3-ofp.static.pub/ShareResource/560x450/SSNP/4X40V09688/4X40V09688-560x450-02.31a0aa5dd7491ba2.png,Lenovo Case for 100e Windows and 100e Chrome Intel/AMD (Gen 2),https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/speciality-cases/4X40V09688,4X40V09688,Key Details,Custom molded for a perfect fit,Full access to keyboard and ports,Easy snap-on installation,"Reinforced edge and corner bumpers protect against damage, dents, and scratches",$39.99,save $10.00,25% off,$29.99,Ships FREE in 4-7 business days,Earn,$0.90,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/speciality-cases/4X40V09688,[object Object],4.2,(89),Custom molded for a perfect fit,Full access to keyboard and ports,Easy snap-on installation,"Reinforced edge and corner bumpers protect against damage, dents, and scratches",Durable and cleanable exterior,Durable and cleanable exterior,Translucent backside and clear window for asset tagging,Translucent backside and clear window for asset tagging,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTAzNjh8aW1hZ2UvanBlZ3xoMDEvaDE1LzExODM0MjM5MTg5MDIyLmpwZ3w2ODFhMmNlNjg1ODlmNjBlZmZiNDA3MzljNDcyYjY2OWZkMTYzN2JhNmYwM2UzN2ExNzlkMzliNTg5ZWU0YzVm/FFE240DB-5D22-4483-994B-B8B47B583CF2.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTAzNjh8aW1hZ2UvanBlZ3xoMDEvaDE1LzExODM0MjM5MTg5MDIyLmpwZ3w2ODFhMmNlNjg1ODlmNjBlZmZiNDA3MzljNDcyYjY2OWZkMTYzN2JhNmYwM2UzN2ExNzlkMzliNTg5ZWU0YzVm/FFE240DB-5D22-4483-994B-B8B47B583CF2.jpg,MAXCases Extreme Shell-S - notebook hardshell case,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/speciality-cases/78024149,78024149,Key Details,Wrap-around design delivers full coverage,Tough TPU bumpers surround edges and corners,Overhang corners add protection,Book-cover spine adds textured grip area and helps prevent drops,$49.95,save $9.99,20% off,$39.96,Ships FREE in 1-3 business days,Earn,$1,in Rewards,,,,,Wrap-around design delivers full coverage,Tough TPU bumpers surround edges and corners,Overhang corners add protection,Book-cover spine adds textured grip area and helps prevent drops,"Clear, rigid top and bottom panels repel scratches and impact damage","Clear, rigid top and bottom panels repel scratches and impact damage",Non-slip feet plus textured spine wrap deliver super-stable typing,Non-slip feet plus textured spine wrap deliver super-stable typing,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/speciality-cases/78024149,One-piece design makes installation fast and easy,,One-piece design makes installation fast and easy
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTQ2OTR8aW1hZ2UvanBlZ3xoMjYvaGY4LzExNzI1MTM0MzMxOTM0LmpwZ3xkY2EzNjFkZjQyNTVhOTc1N2E1ZTU0OWVmYmZhNzA5MWI3NTBiNDcxZjA1NTE4OWY5Y2RlNzZhYzBiMzFkNWE5/F3083D7B-0639-40B0-B824-107418E32AE6.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTQ2OTR8aW1hZ2UvanBlZ3xoMjYvaGY4LzExNzI1MTM0MzMxOTM0LmpwZ3xkY2EzNjFkZjQyNTVhOTc1N2E1ZTU0OWVmYmZhNzA5MWI3NTBiNDcxZjA1NTE4OWY5Y2RlNzZhYzBiMzFkNWE5/F3083D7B-0639-40B0-B824-107418E32AE6.jpg,WENGER MAINFRAME CASE          CASE,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/briefcases-toploads/78010967,78010967,,,,,,$79.99,save $7.00,8% off,$72.99,Ships FREE in 1-3 business days,Earn,$2,in Rewards,,,,,,,,,,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjAyOTV8aW1hZ2UvanBlZ3xoMDcvaDJhLzExNjA4MDA3NTA3OTk4LmpwZ3wwZmEwMzZmNzg1YTA5MjJmYWRhMjJkNWQyNDE1MzAxOThhYjk1Nzc0YzI2NmMwNTZjNDBlNDQxNWQxYjhkMzdk/6B9B6D36-A226-43BF-AFA6-23A4C6AA42ED.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjAyOTV8aW1hZ2UvanBlZ3xoMDcvaDJhLzExNjA4MDA3NTA3OTk4LmpwZ3wwZmEwMzZmNzg1YTA5MjJmYWRhMjJkNWQyNDE1MzAxOThhYjk1Nzc0YzI2NmMwNTZjNDBlNDQxNWQxYjhkMzdk/6B9B6D36-A226-43BF-AFA6-23A4C6AA42ED.jpg,Wenger SATURN notebook carrying case,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/messengers/78012917,78012917,Key Details,"Padded protection for up to a 17"" laptop","Essentials organizer keeps items like cords, chargers and business cards neat and accessible",File compartments for document storage,Tear-resistant shoulder strap,,,,$79.99,Ships FREE in 1-3 business days,Earn,$2,in Rewards,,,,,Reinforced ergonomic grab handle,Secure flapover closure with snap buckles,,,"Padded protection for up to a 17"" laptop","Essentials organizer keeps items like cords, chargers and business cards neat and accessible",File compartments for document storage,Tear-resistant shoulder strap,,,,Reinforced ergonomic grab handle,Secure flapover closure with snap buckles,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjM3OXxpbWFnZS9qcGVnfGhiMC9oYjMvMTI2NjQ2NDIzNzE2MTQuanBnfGNlMThhNTE5OTMwMjc4ZWY3NzkwMjFmNjlmMTNhNmE1OTMxOTNjOTk3M2IxNGUxNjdlN2JjMmM1ZDM2MWNkYzI/633F25EE-E7F7-44AD-B833-DDED751F4550.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjM3OXxpbWFnZS9qcGVnfGhiMC9oYjMvMTI2NjQ2NDIzNzE2MTQuanBnfGNlMThhNTE5OTMwMjc4ZWY3NzkwMjFmNjlmMTNhNmE1OTMxOTNjOTk3M2IxNGUxNjdlN2JjMmM1ZDM2MWNkYzI/633F25EE-E7F7-44AD-B833-DDED751F4550.jpg,Higher Ground Shoulder Strap CS,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/Cases-&-Bags_Accessories/78017482,78017482,Key Details,Made with CleanShell,Secure clips,Padded non-slip shoulder pad,,,,,$6.99,Ships FREE in 1-3 business days,Earn,$0.21,in Rewards,,,,,,,,,Made with CleanShell,Secure clips,Padded non-slip shoulder pad,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzQxMXxpbWFnZS9qcGVnfGgwMy9oNGQvMTE3MjM3OTQyODQ1NzQuanBnfGFhNDFkNGExZTg0YTcyZGQxNDViNTdmMWNkZDA0MDBjNjQ0MGE2MTRmNTk4MTIwYWY1MTdiYzExN2Q3MzJhMTA/706794E5-9637-428B-BCCC-50E0F466C555.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzQxMXxpbWFnZS9qcGVnfGgwMy9oNGQvMTE3MjM3OTQyODQ1NzQuanBnfGFhNDFkNGExZTg0YTcyZGQxNDViNTdmMWNkZDA0MDBjNjQ0MGE2MTRmNTk4MTIwYWY1MTdiYzExN2Q3MzJhMTA/706794E5-9637-428B-BCCC-50E0F466C555.jpg,QUANTIC 12 CHROMEBOOK SLEEVE,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78016848,78016848,,,,,,$23.99,save $7.20,30% off,$16.79,Ships FREE in 1-3 business days,Earn,$0.50,in Rewards,,,,,,,,,,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTIyMjJ8aW1hZ2UvanBlZ3xoYzQvaGRmLzExNjA3NDUxOTkyMDk0LmpwZ3wyZTg5ZjI3MjFlZjYzOWRhYmFkNGE0ODZiZWUxMWE4MWIyNzI4OWY3NTBmNjQyOWQxOTAxZmJkZjY1NjY3ZTQ2/DF0B81F5-8D47-4737-9F95-892BBE925DA9.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTIyMjJ8aW1hZ2UvanBlZ3xoYzQvaGRmLzExNjA3NDUxOTkyMDk0LmpwZ3wyZTg5ZjI3MjFlZjYzOWRhYmFkNGE0ODZiZWUxMWE4MWIyNzI4OWY3NTBmNjQyOWQxOTAxZmJkZjY1NjY3ZTQ2/DF0B81F5-8D47-4737-9F95-892BBE925DA9.jpg,Belkin notebook sleeve,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78015076,78015076,Key Details,Multi-layer technology includes shear neopro exterior and cushy fleece interior.,Form-fitting sleeve ensures a precise fit,Quick side-loading access with secure zipper closure,Self-retracting handle prevents snags when slipping into your favorite bag,,,,$14.99,Ships FREE in 1-3 business days,Earn,$0.45,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78015076,[object Object],4.8,(15),Woven side webbing protects against wear,"Product Dimensions (l x w x h): 13.6"" x 8.8"" x 1.1"" (fits MacBook Air 11"" small Chromebooks, and other 11"" devices)",1-Year Warranty,,Multi-layer technology includes shear neopro exterior and cushy fleece interior.,Form-fitting sleeve ensures a precise fit,Quick side-loading access with secure zipper closure,Self-retracting handle prevents snags when slipping into your favorite bag,,,,Woven side webbing protects against wear,"Product Dimensions (l x w x h): 13.6"" x 8.8"" x 1.1"" (fits MacBook Air 11"" small Chromebooks, and other 11"" devices)",1-Year Warranty
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8ODIzNnxpbWFnZS9qcGVnfGg2ZS9oNGEvMTE2MTUyNjgwMTIwNjIuanBnfDg5M2M3MThlM2QwZWFiOGZjNjljN2RkNzYyNzFmY2NkOGFjMjhlYzYxNDBhYTljYzc0OTdkOWYxMmY5NWQxMDQ/F4BE07E1-8603-4A22-BE8D-76FB487EF7F2.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8ODIzNnxpbWFnZS9qcGVnfGg2ZS9oNGEvMTE2MTUyNjgwMTIwNjIuanBnfDg5M2M3MThlM2QwZWFiOGZjNjljN2RkNzYyNzFmY2NkOGFjMjhlYzYxNDBhYTljYzc0OTdkOWYxMmY5NWQxMDQ/F4BE07E1-8603-4A22-BE8D-76FB487EF7F2.jpg,MAXCases - protective sleeve for tablet,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78017354,78017354,Key Details,Simple sleeve for value and protection,"Padded neoprene protects against drops, bumps, dirt and dust","Durable, water-resistant construction",Soft microfiber interior guards against scratches,$19.95,save $4.96,24% off,$14.99,Ships FREE in 1-3 business days,Earn,$0.45,in Rewards,,,,,Hideaway side carry handle,Slim exterior pocket for quick-grab essentials,ID holder for easy identification,,Simple sleeve for value and protection,"Padded neoprene protects against drops, bumps, dirt and dust","Durable, water-resistant construction",Soft microfiber interior guards against scratches,,,,Hideaway side carry handle,Slim exterior pocket for quick-grab essentials,ID holder for easy identification
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8ODIzN3xpbWFnZS9qcGVnfGhkOS9oNzUvMTE3MjM3MDE5NDQzNTAuanBnfDRjYTNmMDBjYWM4MThkY2FmZWE1MjhkYjc5YjI2ZTQ4MmQ2MDk0YzQ1NjY0NjAyNjMyNjI5MGNlNDY4MWJiMDQ/0EDCCF24-7E56-439B-AB44-5387DD489A2C.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8ODIzN3xpbWFnZS9qcGVnfGhkOS9oNzUvMTE3MjM3MDE5NDQzNTAuanBnfDRjYTNmMDBjYWM4MThkY2FmZWE1MjhkYjc5YjI2ZTQ4MmQ2MDk0YzQ1NjY0NjAyNjMyNjI5MGNlNDY4MWJiMDQ/0EDCCF24-7E56-439B-AB44-5387DD489A2C.jpg,STM Must Stash - case,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/Cases-&-Bags_Organizational-&-Storage-Cases/78016833,78016833,Key Details,All-around zipper,Full bag access,Water-repellent C6DWR coating applied to fabric,Comfortably fits inside most STM backpacks,,,,$19.95,Ships FREE in 1-3 business days,Earn,$0.59,in Rewards,,,,,,,,,All-around zipper,Full bag access,Water-repellent C6DWR coating applied to fabric,Comfortably fits inside most STM backpacks,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE0OTl8aW1hZ2UvanBlZ3xoMTgvaGNjLzExNjA4MTE3MzQ2MzM0LmpwZ3w4NjIxMzI3ZDY2OWVkNTZkNDM2NDFiMzI5NGYyZGM2NTcxNDVjYzlhOTAwMmU4OTMwNWQ1ZGJhOTAzNzhkMDk5/01904E5C-FE8A-4B9C-8270-1E27D2F26A58.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE0OTl8aW1hZ2UvanBlZ3xoMTgvaGNjLzExNjA4MTE3MzQ2MzM0LmpwZ3w4NjIxMzI3ZDY2OWVkNTZkNDM2NDFiMzI5NGYyZGM2NTcxNDVjYzlhOTAwMmU4OTMwNWQ1ZGJhOTAzNzhkMDk5/01904E5C-FE8A-4B9C-8270-1E27D2F26A58.jpg,ADVA114 14IN ATTACHE BLK,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/messengers/78016847,78016847,,,,,,$34.99,save $10.50,30% off,$24.49,Ships FREE in 1-3 business days,Earn,$0.73,in Rewards,,,,,,,,,,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTIwNDZ8aW1hZ2UvanBlZ3xoMTQvaDA4LzExNjcwMjcyMTgwMjU0LmpwZ3w4M2IzYmQ5Mjk1ZGMwYTg0NWVmNWIxZDEwZmM4NDQ5NmNkZGY5ODM3YmIxODExZDM5ZGNiZjQ0ZTFlZTA4OWIz/982CCFF4-CEB7-4BAA-A052-0CA8AC9EAA57.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTIwNDZ8aW1hZ2UvanBlZ3xoMTQvaDA4LzExNjcwMjcyMTgwMjU0LmpwZ3w4M2IzYmQ5Mjk1ZGMwYTg0NWVmNWIxZDEwZmM4NDQ5NmNkZGY5ODM3YmIxODExZDM5ZGNiZjQ0ZTFlZTA4OWIz/982CCFF4-CEB7-4BAA-A052-0CA8AC9EAA57.jpg,Gumdrop SlimTech MTK Lenovo 300e Gen2 CB,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78018721,78018721,,,,,,,,,$29.95,Ships FREE in 1-3 business days,Earn,$0.89,in Rewards,,,,,,,,,,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzQ1NHxpbWFnZS9qcGVnfGgwZC9oOTAvMTE2MDEzMTIzMTc0NzAuanBnfDNiYzM3YTZlZTE5ZWVkNDRiNzQ0ZDRhYjc4ZDQ1ZTNiMDZkNWViOTZlNDQyZjE5MjhjMzZhY2JjZjM0NGE1NDQ/088819FC-25ED-476E-A068-F04EBC47953B.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzQ1NHxpbWFnZS9qcGVnfGgwZC9oOTAvMTE2MDEzMTIzMTc0NzAuanBnfDNiYzM3YTZlZTE5ZWVkNDRiNzQ0ZDRhYjc4ZDQ1ZTNiMDZkNWViOTZlNDQyZjE5MjhjMzZhY2JjZjM0NGE1NDQ/088819FC-25ED-476E-A068-F04EBC47953B.jpg,14 LAPTOP SLEEVE BLACK,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78016938,78016938,,,,,,,,,$27.99,Ships FREE in 1-3 business days,Earn,$0.84,in Rewards,,,,,,,,,,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzQ1NHxpbWFnZS9qcGVnfGg4ZS9oZTkvMTE2MDgxNDkyNjIzNjYuanBnfGFlMTQ0NTc1NGNjNGRjMDljMjg1Y2ZjZDE5YTBiNjc2NWRhYThiYzVhZDdmZDFmZDQ0M2JiZTliYTM0NGZiZTU/DDC2481C-9925-4CDF-BF25-FE5ADBFDC471.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzQ1NHxpbWFnZS9qcGVnfGg4ZS9oZTkvMTE2MDgxNDkyNjIzNjYuanBnfGFlMTQ0NTc1NGNjNGRjMDljMjg1Y2ZjZDE5YTBiNjc2NWRhYThiYzVhZDdmZDFmZDQ0M2JiZTliYTM0NGZiZTU/DDC2481C-9925-4CDF-BF25-FE5ADBFDC471.jpg,"Case Logic 13.3"" Laptop sleeve",https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78016937,78016937,,,,,,,,,$27.99,Ships FREE in 1-3 business days,Earn,$0.84,in Rewards,,,,,,,,,,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTI0OTV8aW1hZ2UvanBlZ3xoMWEvaDlmLzExNjI5ODc2NzcyODk0LmpwZ3xlM2JlODA3NmVhYTlmOTllNzFlMzE5OWI3NWM4NWYwMGQxZTZhOGU0ZmEyMjBmOTczZGY5YjFlYTIzZTI1YjQ1/lenovo-max-cases-78017357.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTI0OTV8aW1hZ2UvanBlZ3xoMWEvaDlmLzExNjI5ODc2NzcyODk0LmpwZ3xlM2JlODA3NmVhYTlmOTllNzFlMzE5OWI3NWM4NWYwMGQxZTZhOGU0ZmEyMjBmOTczZGY5YjFlYTIzZTI1YjQ1/lenovo-max-cases-78017357.jpg,MAXCases Explorer 4 Work-In Case - notebook carrying case,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/speciality-cases/78017357,78017357,Key Details,"Slim design combines cover and carrying case for ""always-on"" protection","Rigid exterior with padded, soft-touch lining safeguards against drops, scratches and dirt",Ballistic nylon exterior for weather-resistant durability,Secures device with non-scratch bezel hooks and stay-put elastic straps with gel microbeads,$59.95,save $23.98,40% off,$35.97,Ships FREE in 1-3 business days,Earn,$1,in Rewards,,,,,"Shock-absorbing, molded EVA interior keeps device cool with heat-dissipating air flow channels",Integrated ergonomic top handles for comfortable carrying,"Top quality, no-fail YKK zi",,"Slim design combines cover and carrying case for ""always-on"" protection","Rigid exterior with padded, soft-touch lining safeguards against drops, scratches and dirt",Ballistic nylon exterior for weather-resistant durability,Secures device with non-scratch bezel hooks and stay-put elastic straps with gel microbeads,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/speciality-cases/78017357,"Shock-absorbing, molded EVA interior keeps device cool with heat-dissipating air flow channels",Integrated ergonomic top handles for comfortable carrying,"Top quality, no-fail YKK zi"
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTc4M3xpbWFnZS9qcGVnfGhmOS9oM2UvMTE2MDgwNjI4MjAzODIuanBnfDExMmZmY2RlODE4YjExNjVjNTk4ZDdiNTdkNDYzMTM1ZWE2ODk2Zjk2OWRlYmIyZjMxZTY4Nzg2MjhjYzc5ZDY/870B3DAE-C83D-445D-AE83-6F16BDEB9783.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTc4M3xpbWFnZS9qcGVnfGhmOS9oM2UvMTE2MDgwNjI4MjAzODIuanBnfDExMmZmY2RlODE4YjExNjVjNTk4ZDdiNTdkNDYzMTM1ZWE2ODk2Zjk2OWRlYmIyZjMxZTY4Nzg2MjhjYzc5ZDY/870B3DAE-C83D-445D-AE83-6F16BDEB9783.jpg,Targus 16” Groove Laptop Backpack,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/backpacks/78000749,78000749,Key Details,"The Targus Groove Laptop Backpack is the affordable backpack for your laptop and all of your gear. The padded sleeve protects laptops with screens up to 16. The front section provides generous storage for CDs, pens, a key clip, mobile phone pocket and a port hole for headphones. In addition, there is an extra pocket for files or accessories and even a side pocket for your water bottle. All these features are designed into a durable nylon case with a PVC bottom for protection against water and we","The Targus Groove Laptop Backpack is the affordable backpack for your laptop and all of your gear. The padded sleeve protects laptops with screens up to 16. The front section provides generous storage for CDs, pens, a key clip, mobile phone pocket and a port hole for headphones. In addition, there is an extra pocket for files or accessories and even a side pocket for your water bottle. All these features are designed into a durable nylon case with a PVC bottom for protection against water and we",,,,,,$44.99,Ships FREE in 1-3 business days,Earn,$1,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/backpacks/78000749,[object Object],4.9,(7),,,,,,,,,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/backpacks/78000749,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTgwMjN8aW1hZ2UvanBlZ3xoNWUvaDBmLzExNjA3ODg2MTM1MzI2LmpwZ3xkM2IzOTA3NWU0YTE2NTM1NDU2MDUwNDZjODkwZDIwOWUwZDE5ZjAxNDk4ZGIxMGUzNmEyYjE4ZWJjODdiZjY3/435C9486-37A4-45C0-941E-E3133411BB8E.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTgwMjN8aW1hZ2UvanBlZ3xoNWUvaDBmLzExNjA3ODg2MTM1MzI2LmpwZ3xkM2IzOTA3NWU0YTE2NTM1NDU2MDUwNDZjODkwZDIwOWUwZDE5ZjAxNDk4ZGIxMGUzNmEyYjE4ZWJjODdiZjY3/435C9486-37A4-45C0-941E-E3133411BB8E.jpg,"Wenger Legacy 17"" Laptop Slimcase notebook sleeve",https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/speciality-cases/78010986,78010986,Key Details,Checkpoint-friendly to make getting through U.S. airport security quick and easy by allowing up to a 17” / 43 cm laptop to remain protected inside the case,"Essentials organizer keeps items like cords, chargers, and business cards neat and accessible with a system of pockets",Tear-resistant shoulder strap,Dual handles,$59.99,save $7.00,11% off,$52.99,Ships FREE in 1-3 business days,Earn,$1,in Rewards,,,,,Pass-Thru trolley strap slides over the handle of wheeled luggage for easy travel,Lockable zippers allow you to secure the laptop compartment with a lock if desired,Model #674,,Checkpoint-friendly to make getting through U.S. airport security quick and easy by allowing up to a 17” / 43 cm laptop to remain protected inside the case,"Essentials organizer keeps items like cords, chargers, and business cards neat and accessible with a system of pockets",Tear-resistant shoulder strap,Dual handles,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/speciality-cases/78010986,Pass-Thru trolley strap slides over the handle of wheeled luggage for easy travel,Lockable zippers allow you to secure the laptop compartment with a lock if desired,Model #674
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTkyNnxpbWFnZS9qcGVnfGg2Yy9oZjgvMTE2MDc4MjQ0NjU5NTAuanBnfGNhMDRiNjEzYjcxNmU1NjJlM2RlZDZjODRjOTcxZjhmNTAxNTk5NGY1NGM4YjRmZjczZjI0NjE1ZTkzOTgyY2E/558DD7EA-47B8-4476-9BB2-B0C87372DFF6.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTkyNnxpbWFnZS9qcGVnfGg2Yy9oZjgvMTE2MDc4MjQ0NjU5NTAuanBnfGNhMDRiNjEzYjcxNmU1NjJlM2RlZDZjODRjOTcxZjhmNTAxNTk5NGY1NGM4YjRmZjczZjI0NjE1ZTkzOTgyY2E/558DD7EA-47B8-4476-9BB2-B0C87372DFF6.jpg,Targus CityLite Briefcase notebook carrying case,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/briefcases-toploads/78000773,78000773,Key Details,2-compartment design provides ample room for your gear,Expandable file section neatly stores your documents,Trolley strap attaches to rolling luggage for convenient travel,Workstation organizes your supplies,,,,$52.99,Ships FREE in 1-3 business days,Earn,$1,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/briefcases-toploads/78000773,[object Object],4.7,(3),Soft-touch carry handle for a comfortable carry,Custom polished zipper pulls,"Large front stash pocket allows for easy access to your smartphone, pens, and more",,2-compartment design provides ample room for your gear,Expandable file section neatly stores your documents,Trolley strap attaches to rolling luggage for convenient travel,Workstation organizes your supplies,,,,Soft-touch carry handle for a comfortable carry,Custom polished zipper pulls,"Large front stash pocket allows for easy access to your smartphone, pens, and more"
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE1NjR8aW1hZ2UvanBlZ3xoN2UvaDVjLzExNzI1MTg0NDAxNDM4LmpwZ3wwNWU1MTk5N2QxNThlOTYyZjBlMTkzNWI0Yjg5MmIxYzQ2OTRjOWY3NjFlNjNjYjdjYzdjMWJiMjVjOGYyYTZi/7A66E6B4-F8B5-49E3-804C-B0FDBED1AD42.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE1NjR8aW1hZ2UvanBlZ3xoN2UvaDVjLzExNzI1MTg0NDAxNDM4LmpwZ3wwNWU1MTk5N2QxNThlOTYyZjBlMTkzNWI0Yjg5MmIxYzQ2OTRjOWY3NjFlNjNjYjdjYzdjMWJiMjVjOGYyYTZi/7A66E6B4-F8B5-49E3-804C-B0FDBED1AD42.jpg,ECO STYLE Tech Pro TopLoad notebook carrying case,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/briefcases-toploads/78012595,78012595,Key Details,"Tech Pro's sophisticated and lightweight design will accommodate laptops up to 16.1""",Premium high density EVA protection for your laptop & dedicated iPad/tablet compartment,No need to remove laptop/iPad/tablet as checkpoint friendly feature meets TSA requirements and allows for a quick & easy x-ray scan,"Zipdown front workstation includes: key fob, business card holder, pen/pencil holders plus 3 pockets for additional accessories",$69.99,save $2.00,2% off,$67.99,Ships FREE in 1-3 business days,Earn,$2,in Rewards,,,,,Neoprene padded handle and ergonomic shoulder strap,Exterior,,,"Tech Pro's sophisticated and lightweight design will accommodate laptops up to 16.1""",Premium high density EVA protection for your laptop & dedicated iPad/tablet compartment,No need to remove laptop/iPad/tablet as checkpoint friendly feature meets TSA requirements and allows for a quick & easy x-ray scan,"Zipdown front workstation includes: key fob, business card holder, pen/pencil holders plus 3 pockets for additional accessories",...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/briefcases-toploads/78012595,Neoprene padded handle and ergonomic shoulder strap,Exterior,
