web-scraper-order,web-scraper-start-url,category,category-href,subcategory,subcategory-href,name
1632300564-10477,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Full Wastebasket Indicator				
																				
																			
																			 
																				
																					(212)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=1390825/,"Securio By HSM B34S 27-Sheet Strip-Cut Shredder, 33-5/16""H x 21-7/16""W x 17-5/16..."
1632303724-17823,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,,https://www.officedepot.com/a/browse/shredders/Ne=100&N=5+1205526&cbxRefine=1205498/,"HSM shredstar X14 14 Sheet Cross-Cut Shredder, HSM1057W"
1632300671-10780,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Manual Reverse				
																				
																			
																			 
																				
																					(239)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=1182633/,Fellowes® Powershred® LX 190 20-Sheet Cross-Cut Paper Shredder4.9 out of 5 stars. 11 reviews
1632301566-14169,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"HSM				
																				
																			
																			 
																				
																					(64)",https://www.officedepot.com/a/browse/hsm-shredders/N=5+509777&cbxRefine=512804/,"HSM SECURIO P40i 37-Sheet Cross-Cut Shredder, White, HSM18830.0 out of 5 stars."
1632302381-17504,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,,https://www.officedepot.com/a/browse/shredders/Ne=100&N=5+1205526&cbxRefine=1382827/,GBC ShredMaster PSX10-06 Super Cross-Cut Paper Shredder - Non-continuous Shredde...
1632306244-18318,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Scanners & Accessories (257),https://www.officedepot.com/a/browse/scanners-and-accessories/N=5+1040462/,Scanners (167),https://www.officedepot.com/a/browse/scanners/N=5+1040464/,Ambir nScan 940gt Sheetfed Scanner - 600 dpi Optical - 48-bit Color - 16-bit Gra...
1632300905-11716,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Credit Cards				
																				
																			
																			 
																				
																					(233)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=869843/,Aurora AU2280XA Professional Grade 22-Sheet Cross-Cut Shredder0.0 out of 5 stars.
1632300905-11675,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Credit Cards				
																				
																			
																			 
																				
																					(233)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=869843/,"Formax OnSite FD 8704CC 45-Sheet Cross-Cut Multimedia Office Shredder, Gray0.0 out of 5 stars."
1632300802-11262,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"CDs/DVDs				
																				
																			
																			 
																				
																					(159)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=869841/,"Securio By HSM B32S 24-Sheet Strip-Cut Shredder, 31-1/4""H x 19-5/8""W x 15-3/4""D,...0.0 out of 5 stars."
1632303724-17802,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,,https://www.officedepot.com/a/browse/shredders/Ne=100&N=5+1205526&cbxRefine=1205498/,"Aurora Professional 8 Sheet Cross-Cut Shredder With Pullout Basket, AU840XA"
1632317185-23135,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Cash Registers & Supplies (247),https://www.officedepot.com/a/browse/cash-registers-and-supplies/N=5+658802/,Cash Register Supplies (245),https://www.officedepot.com/a/browse/cash-register-supplies/N=5+658804/,"Sparco Cash Drawer With Removable Tray, 3.8"" x 17.8"" x 15.8"", Black/Gray0.0 out of 5 stars."
1632315609-20640,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projector Accessories (867),https://www.officedepot.com/a/browse/projector-accessories/N=5+1123274/,Projector Screens (290),https://www.officedepot.com/a/browse/projector-screens/N=5+1123280/,Elite Screens Manual Series0.0 out of 5 stars.
1632316751-21589,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projector Accessories (867),https://www.officedepot.com/a/browse/projector-accessories/N=5+1123274/,Projector Lamps (361),https://www.officedepot.com/a/browse/projector-lamps/N=5+1123276/,eReplacements Projector Lamp - Projector Lamp - 4000 Hour Economy Mode
1632300720-11028,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"12				
																				
																			
																			 
																				
																					(19)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=1230212/,Business Source Light Duty 12 Sheet Cross-Cut Shredder4.3 out of 5 stars. 4 reviews
1632301213-12660,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Micro-Cut				
																				
																			
																			 
																				
																					(80)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=579857/,"Formax FD 8400HS-1 8-Sheet High-Security Shredder, FD8400HS-10.0 out of 5 stars."
1632300564-10327,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Full Wastebasket Indicator				
																				
																			
																			 
																				
																					(212)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=1390825/,"Fellowes® Powershred® LX 210 16 Sheet Micro-Cut Paper Shredder, White, 50153014.9 out of 5 stars. 8 reviews"
1632300564-10360,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Full Wastebasket Indicator				
																				
																			
																			 
																				
																					(212)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=1390825/,"Ideal.™ 3104 30 Sheet Strip-Cut Shredder, IDEDSH0314H0.0 out of 5 stars."
1632300515-10230,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Wheels				
																				
																			
																			 
																				
																					(58)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=868703/,Fellowes® Microshred® 225Mi 16-Sheet 100% Jam Proof Micro-Cut Shredder4.8 out of 5 stars. 4 reviews
1632300671-10823,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Manual Reverse				
																				
																			
																			 
																				
																					(239)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=1182633/,"Securio By HSM B34cL4 15-Sheet Micro-Cut Shredder, White0.0 out of 5 stars."
1632307504-18553,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Scanners & Accessories (257),https://www.officedepot.com/a/browse/scanners-and-accessories/N=5+1040462/,Scanner Accessories (90),https://www.officedepot.com/a/browse/scanner-accessories/N=5+1040463/,"Genuine Joe Lobby Dust Pan Combo Kit, Black"
1632301353-13407,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Personal Shredder				
																				
																			
																			 
																				
																					(77)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=1205498/,Fellowes® Powershred® 73Ci 12-Sheet Cross-Cut Shredder4.5 out of 5 stars. 183 reviews
1632300446-10063,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Time Clocks (154),https://www.officedepot.com/a/browse/time-clocks/N=5+509784/,Time Clock Supplies (105),https://www.officedepot.com/a/browse/time-clock-supplies/N=5+509787/,"Pyramid™ Adjustable Time Card Rack, Light Gray5.0 out of 5 stars. 1 review"
1632300852-11488,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Paper Clips				
																				
																			
																			 
																				
																					(207)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=869848/,Swingline® GBC® Jam Free 22 Sheet Strip-Cut Shredder DS22-19
1632301617-14398,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Fellowes				
																				
																			
																			 
																				
																					(70)",https://www.officedepot.com/a/browse/fellowes-shredders/N=5+509777&cbxRefine=301994/,Fellowes® Powershred® TAA Compliant 425Ci 30-Sheet 100% Jam Proof Cross-Cut Shre...4.5 out of 5 stars. 38 reviews
1632300958-11908,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Staples				
																				
																			
																			 
																				
																					(236)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=869852/,GBC ShredMaster PX12-06 Cross-Cut Paper Shredder - Non-continuous Shredder - Sup...1.0 out of 5 stars. 1 review
1632316751-21532,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projector Accessories (867),https://www.officedepot.com/a/browse/projector-accessories/N=5+1123274/,Projector Lamps (361),https://www.officedepot.com/a/browse/projector-lamps/N=5+1123276/,"Compatible Projector Lamp Replaces Epson ELPLP30, EPSON V13H010L30 - Fits in Eps...0.0 out of 5 stars."
1632300564-10330,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Full Wastebasket Indicator				
																				
																			
																			 
																				
																					(212)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=1390825/,Fellowes® Powershred® 225i 100% Jam Proof 20-Sheet Strip-Cut Shredder4.9 out of 5 stars. 9 reviews
1632317243-23631,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Calculators (223),https://www.officedepot.com/a/browse/calculators/N=5+509745/,Graphing Calculators (14),https://www.officedepot.com/a/browse/graphing-calculators/N=5+509749/,"Casio® fx-9750GIII USB Power Graphic 3 Graphing Calculator, Black, FX-9750GIII4.5 out of 5 stars. 11 reviews"
1632300958-11925,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Staples				
																				
																			
																			 
																				
																					(236)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=869852/,"Fellowes® Powershred® LX 85 Cross Cut 12-Sheet Paper Shredder, Black5.0 out of 5 stars. 9 reviews"
1632300852-11377,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Paper Clips				
																				
																			
																			 
																				
																					(207)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=869848/,"Ideal.™ 2604 25 Sheet Cross-Cut Shredder, IDEDSH0362OH"
1632310087-19332,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projectors (201),https://www.officedepot.com/a/browse/projectors/N=5+1123281/,"1024 x 768				
																				
																			
																			 
																				
																					(15)",https://www.officedepot.com/a/browse/projectors/N=5+1123281&cbxRefine=674344/,Epson® EX3280 XGA 3LCD Portable Projector
1632300802-11253,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"CDs/DVDs				
																				
																			
																			 
																				
																					(159)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=869841/,Swingline® GBC® TAA Compliant 22 Sheet Cross-Cut Shredder CX22-444.0 out of 5 stars. 2 reviews
1632301323-13284,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Shredder				
																				
																			
																			 
																				
																					(74)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=1382827/,"Ideal.™ 2465 15 Sheet Cross-Cut Shredder, IDEDSH0690H0.0 out of 5 stars."
1632301678-15050,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"$1000 - $10000				
																				
																			
																			 
																				
																					(124)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=391842/,"Ativa® V Profit Maker 42 Corrugate Shredder, V PM 420.0 out of 5 stars."
1632300852-11466,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Paper Clips				
																				
																			
																			 
																				
																					(207)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=869848/,"HSM SECURIO C18 20-Sheet Strip-Cut Shredder, White, HSM1911"
1632316766-21841,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projector Accessories (867),https://www.officedepot.com/a/browse/projector-accessories/N=5+1123274/,Projector Cases (9),https://www.officedepot.com/a/browse/projector-cases/N=5+1123275/,"Viewsonic Carrying Case Portable Projector - 9.8"" Height x 7.1"" Width x 3.1"" Dep...5.0 out of 5 stars. 1 review"
1632311347-19618,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projectors (201),https://www.officedepot.com/a/browse/projectors/N=5+1123281/,"On Sale				
																				
																			
																			 
																				
																					(25)",https://www.officedepot.com/a/browse/projectors/N=5+1123281&cbxRefine=549384/,BenQ TK850i 3D Ready DLP Projector - 16:9 - White - 3840 x 2160 - Front - 1080p ...
1632300617-10676,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Overload Protection				
																				
																			
																			 
																				
																					(223)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=865054/,"Ativa® 7-Sheet High-Security Shredder, V391HS Bundle0.0 out of 5 stars."
1632300446-10057,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Time Clocks (154),https://www.officedepot.com/a/browse/time-clocks/N=5+509784/,Time Clock Supplies (105),https://www.officedepot.com/a/browse/time-clock-supplies/N=5+509787/,"iHome 3.5MM Wireless FM Transmitter, 6"" x 2""4.5 out of 5 stars. 2 reviews"
1632302077-16875,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,In Stock for Delivery,https://www.officedepot.com/a/browse/shredders/N=5+509777&inStock=true/,"ideal. Shredder Bags For Model 5009, 79 Gallons, 54"" x 48"", Pack Of 45 Bags0.0 out of 5 stars."
1632300905-11570,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Credit Cards				
																				
																			
																			 
																				
																					(233)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=869843/,"Royal® 6 Sheet Cross-Cut Shredder, Black, CX63.7 out of 5 stars. 3 reviews"
1632301153-12444,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"11+ gal				
																				
																			
																			 
																				
																					(132)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=1386990/,"Formax OnSite 150-Sheet AutoFeed Cross-Cut Shredder, FD8502AF0.0 out of 5 stars."
1632301617-14424,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Fellowes				
																				
																			
																			 
																				
																					(70)",https://www.officedepot.com/a/browse/fellowes-shredders/N=5+509777&cbxRefine=301994/,Fellowes® Powershred® 63Cb 10-Sheet Cross-Cut Shredder3.8 out of 5 stars. 41 reviews
1632316751-21519,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projector Accessories (867),https://www.officedepot.com/a/browse/projector-accessories/N=5+1123274/,Projector Lamps (361),https://www.officedepot.com/a/browse/projector-lamps/N=5+1123276/,Epson V13H010L62 Replacement Lamp - 275 W Projector Lamp - UHE - 2000 Hour Norma...
1632300467-10110,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Time Clocks (154),https://www.officedepot.com/a/browse/time-clocks/N=5+509784/,Time Cards & Badges (69),https://www.officedepot.com/a/browse/time-cards-and-badges/N=5+509786/,"TOPS® Time Cards (Replaces Original Card 331-10), Named Days, 2-Sided, 8 1/2"" x ...4.9 out of 5 stars. 12 reviews"
1632316751-21544,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projector Accessories (867),https://www.officedepot.com/a/browse/projector-accessories/N=5+1123274/,Projector Lamps (361),https://www.officedepot.com/a/browse/projector-lamps/N=5+1123276/,NEC NP13LP - Projector lamp - 180 Watt - 3500 hour(s) (standard mode) / 5000 hou...0.0 out of 5 stars.
1632301521-14085,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Aurora				
																				
																			
																			 
																				
																					(22)",https://www.officedepot.com/a/browse/aurora-shredders/N=5+509777&cbxRefine=301543/,"Aurora 10-Sheet Jam Free Microcut Shredder, AU1000MA4.7 out of 5 stars. 3 reviews"
1632300446-10033,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Time Clocks (154),https://www.officedepot.com/a/browse/time-clocks/N=5+509784/,Time Clock Supplies (105),https://www.officedepot.com/a/browse/time-clock-supplies/N=5+509787/,"Rediform® Daily Time Clock Card Pads, For Daily Time/2-Page, 4.25"" x 7"", Manila,..."
1632316669-21306,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projector Accessories (867),https://www.officedepot.com/a/browse/projector-accessories/N=5+1123274/,Projector Mounts (114),https://www.officedepot.com/a/browse/projector-mounts/N=5+1123277/,"PylePro PRJCM3 - Mounting kit (ceiling mount, interface bracket, telescopic exte..."
1632315428-20397,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projectors (201),https://www.officedepot.com/a/browse/projectors/N=5+1123281/,In Stock for Delivery,https://www.officedepot.com/a/browse/projectors/N=5+1123281&inStock=true/,"Boxlight® Boston XGA 3LCD Desktop Projector, X30N"
1632306244-18246,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Scanners & Accessories (257),https://www.officedepot.com/a/browse/scanners-and-accessories/N=5+1040462/,Scanners (167),https://www.officedepot.com/a/browse/scanners/N=5+1040464/,Epson® WorkForce® ES-50 Portable Color Document Scanner
1632315609-20826,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projector Accessories (867),https://www.officedepot.com/a/browse/projector-accessories/N=5+1123274/,Projector Screens (290),https://www.officedepot.com/a/browse/projector-screens/N=5+1123280/,Elite Screens M136UWS1 Manual Pull Down Projector Screen
1632314284-20265,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projectors (201),https://www.officedepot.com/a/browse/projectors/N=5+1123281/,"For Delivery				
																				
																			
																			 
																				
																					(194)",https://www.officedepot.com/a/browse/projectors/N=5+1123281&cbxRefine=550454/,"AAXA Technologies HP-P6X-01 DLP Projector - 16:9 - Black, Gray - 1280 x 800 - Fr..."
1632300958-11929,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Staples				
																				
																			
																			 
																				
																					(236)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=869852/,GBC ShredMaster PX08-04 Cross-Cut Paper Shredder - Non-continuous Shredder - Sup...1.0 out of 5 stars. 1 review
1632306244-18308,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Scanners & Accessories (257),https://www.officedepot.com/a/browse/scanners-and-accessories/N=5+1040462/,Scanners (167),https://www.officedepot.com/a/browse/scanners/N=5+1040464/,DocketPORT DP468 Sheetfed Scanner - 600 dpi Optical - 48-bit Color - 8-bit Grays...
1632307504-18558,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Scanners & Accessories (257),https://www.officedepot.com/a/browse/scanners-and-accessories/N=5+1040462/,Scanner Accessories (90),https://www.officedepot.com/a/browse/scanner-accessories/N=5+1040463/,Panasonic KV-SS035 Scanner Roller Exchange Kit
1632301253-12728,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Cross-Cut				
																				
																			
																			 
																				
																					(165)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=393312/,"Royal® 10 Sheet Cross-Cut Shredder, 100X4.3 out of 5 stars. 24 reviews"
1632302167-17391,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,,https://www.officedepot.com/a/browse/shredders/Ne=100&N=5+1205526&cbxRefine=1205496/,Fellowes® Fortishred™ 3250C 22-Sheet Cross-Cut Shredder3.0 out of 5 stars. 1 review
1632300852-11474,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Paper Clips				
																				
																			
																			 
																				
																					(207)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=869848/,"HSM shredstar X12 12 Sheet Cross-Cut Shredder, HSM1059"
1632306244-18363,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Scanners & Accessories (257),https://www.officedepot.com/a/browse/scanners-and-accessories/N=5+1040462/,Scanners (167),https://www.officedepot.com/a/browse/scanners/N=5+1040464/,Xerox XW110-A ADF Scanner - 600 dpi Optical - 24-bit Color - 120 ppm (Mono) - 12...
1632314284-20244,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projectors (201),https://www.officedepot.com/a/browse/projectors/N=5+1123281/,"For Delivery				
																				
																			
																			 
																				
																					(194)",https://www.officedepot.com/a/browse/projectors/N=5+1123281&cbxRefine=550454/,Viewsonic X10-4KE Short Throw LED Projector - 16:9 - 3840 x 2160 - Front - 30000...
1632301063-12242,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"19+ fpm				
																				
																			
																			 
																				
																					(75)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=879226/,"Ideal.™ 4005 26 Sheet Cross-Cut Shredder, IDEDSH0502H0.0 out of 5 stars."
1632300564-10437,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Full Wastebasket Indicator				
																				
																			
																			 
																				
																					(212)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=1390825/,"Ideal.™ 3104 17 Sheet Cross-Cut Shredder, IDEDSH0316H"
1632301742-15445,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"$100 - $500				
																				
																			
																			 
																				
																					(114)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=391777/,"Fellowes® Powershred® LX 85 Cross Cut 12-Sheet Paper Shredder, Black5.0 out of 5 stars. 9 reviews"
1632302077-16960,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,In Stock for Delivery,https://www.officedepot.com/a/browse/shredders/N=5+509777&inStock=true/,"Ativa® 40-Sheet Cross-Cut Shredder, PRO40C0.0 out of 5 stars."
1632300761-11099,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Paper Only				
																				
																			
																			 
																				
																					(85)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=869850/,"Ativa® 9-Sheet High-Security Shredder, V401HS Bundle White Glove Delivery0.0 out of 5 stars."
1632300958-11919,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Staples				
																				
																			
																			 
																				
																					(236)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=869852/,HSM Shredstar BS6Ms 6-Sheet Microcut Shredder0.0 out of 5 stars.
1632315428-20376,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projectors (201),https://www.officedepot.com/a/browse/projectors/N=5+1123281/,In Stock for Delivery,https://www.officedepot.com/a/browse/projectors/N=5+1123281&inStock=true/,NEC® Display NP-UM351W WXGA LCD Projector
1632313024-20109,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projectors (201),https://www.officedepot.com/a/browse/projectors/N=5+1123281/,"Viewsonic				
																				
																			
																			 
																				
																					(43)",https://www.officedepot.com/a/browse/viewsonic-projectors/N=5+1123281&cbxRefine=303145/,"ViewSonic® 3D Ready Short Throw XGA DLP Projector, PS600X"
1632307504-18598,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Scanners & Accessories (257),https://www.officedepot.com/a/browse/scanners-and-accessories/N=5+1040462/,Scanner Accessories (90),https://www.officedepot.com/a/browse/scanner-accessories/N=5+1040463/,APC NetShelter VX/SX Door Sensor Switch Kit
1632301119-12392,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"4 - 6 gal				
																				
																			
																			 
																				
																					(67)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=1386991/,Fellowes Powershred 12Cs Cross-Cut Shredder - Non-continuous Shredder - Cross Cu...4.3 out of 5 stars. 12 reviews
1632301323-13261,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"Shredder				
																				
																			
																			 
																				
																					(74)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=1382827/,GBC ShredMaster PX12-06 Cross-Cut Paper Shredder - Non-continuous Shredder - Sup...1.0 out of 5 stars. 1 review
1632310074-19330,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projectors (201),https://www.officedepot.com/a/browse/projectors/N=5+1123281/,"1280 x 720				
																				
																			
																			 
																				
																					(6)",https://www.officedepot.com/a/browse/projectors/N=5+1123281&cbxRefine=674351/,"Acer H5382BD DLP Projector - 16:9 - White - 1280 x 720 - Front, Rear, Ceiling, R..."
1632300467-10146,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Time Clocks (154),https://www.officedepot.com/a/browse/time-clocks/N=5+509784/,Time Cards & Badges (69),https://www.officedepot.com/a/browse/time-cards-and-badges/N=5+509786/,"uAttend Time Clock RFID Cards, Pack of 10"
1632301678-15132,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Shredders (401),https://www.officedepot.com/a/browse/shredders/N=5+509777/,"$1000 - $10000				
																				
																			
																			 
																				
																					(124)",https://www.officedepot.com/a/browse/shredders/N=5+509777&cbxRefine=391842/,HSM Securio AF150 13 Sheet Micro Cut Shredder0.0 out of 5 stars.
1632316751-21691,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Projector Accessories (867),https://www.officedepot.com/a/browse/projector-accessories/N=5+1123274/,Projector Lamps (361),https://www.officedepot.com/a/browse/projector-lamps/N=5+1123276/,BTI Projector Lamp - Projector Lamp
1632300446-10039,https://www.officedepot.com/a/browse/office-equipment/N=5+509740/,Time Clocks (154),https://www.officedepot.com/a/browse/time-clocks/N=5+509784/,Time Clock Supplies (105),https://www.officedepot.com/a/browse/time-clock-supplies/N=5+509787/,"TOPS Named Days/Overtime Time Cards - 3 3/8"" x 8 1/4"" Sheet Size - Yellow - Mani..."
