web-scraper-order,web-scraper-start-url,names
"1632236243-27126","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/10.pg","GMax
							Black Cheek Pads for GM-11/D/S Helmets - 25mm - 72-3329"
"1632236202-25856","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/18.pg","HJC
							Dark Smoke Anti-Scratch Shield for HJC Helmets - 408-203"
"1632236202-25896","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/18.pg","Icon
							Red Variant Pro Ascension Helmet - 0101-12439"
"1632236248-27194","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/9.pg","Arai Helmets
							Matte Black Frost Signet-X Shockwave Helmet - 886059"
"1632236270-27777","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/5.pg","Bell Helmets
							Gloss Black Custom 500 Helmet - 7049165"
"1632236209-25960","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/17.pg","GMax
							Black GM35 Full Dressed Half Helmet - 72-5420L"
"1632236264-27637","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/6.pg","LS2
							Silver Iridium Shield for Horizon Helmets - 03-727"
"1632236202-25899","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/18.pg","Icon
							Green Airflte Raceflite Helmet - 0101-13209"
"1632236218-26300","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/15.pg","Icon
							Variant Pro Ghost Carbon  Helmet - 0101-13252"
"1632236209-25978","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/17.pg","GMax
							Neck Curtain for FF49 Helmets - G049021"
"1632236218-26319","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/15.pg","Shoei Helmets
							Matte Black/Gray/White GT-Air II Panorama TC-5 Helmet - 0119-1505-06"
"1632236209-25949","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/17.pg","Arai Helmets
							White Signet-X Helmet - 886089"
"1632236218-26323","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/15.pg","Daytona
							Black Heaven Sent 3/4 Cruiser Helmet - DC6-HS-M"
"1632236248-27193","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/9.pg","Speed and Strength
							Black/Red SS900 Scrolls Helmet - 1111-0622-4952"
"1632236192-25607","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/20.pg","HJC
							Black Liner for Large to XX-Large C70 Helmets - 1210-015"
"1632236243-27095","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/10.pg","Z1R
							Flat Black Vagrant Half Helmet - 0103-1270"
"1632236293-28403","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/1.pg","Kuryakyn
							Gloss Black Universal Helmet Lock for 1 1/4"" - 1 1/2"" Tubes - 4619"
"1632236281-28058","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/3.pg","LS2
							Clear Pinlock Anti-Fog Insert for Stream Helmets - 02-610"
"1632236237-26853","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/11.pg","HJC
							Clear HJ-29 Shield w/Pinlock Pins for RPHA-90 Helmets - 1801-200"
"1632236259-27458","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/7.pg","Bell Helmets
							Matte Black/White Scout Air Check Helmet - 7112010"
"1632236209-26010","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/17.pg","Bell Helmets
							Hi-Def Persimmon ProVision Shield for Eliminator Helmets - 7102450"
"1632236248-27161","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/9.pg","GMax
							White OF-2 Open Face Helmet - 72-5365L"
"1632236254-27373","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/8.pg","GMax
							Clear Dual Lens Electric Shield for AT21/S and AT21Y Helmets - 72-3107"
"1632236218-26256","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/15.pg","GMax
							Black Removable Chin Bar/Jaw for GM-67 and OF-77 Helmets - 72-3559"
"1632236243-27086","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/10.pg","Shoei Helmets
							Chin Strap Cover Set for Shoei  Helmets - 0213-3805-05"
"1632236223-26428","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/14.pg","GMax
							Silver Iridium Single Lens Shield for AT21/S and AT21Y Helmets - 72-3112"
"1632236248-27191","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/9.pg","Bell Helmets
							Black Visor for Pit Boss Half Helmets - 2035483"
"1632236270-27731","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/5.pg","GMax
							Matte Black/Pink HH-65 Full Dressed Twin Half Helmet - 72-5457M"
"1632236209-26022","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/17.pg","LS2
							Matte Black Visor for OHM Helmets - 03-153"
"1632236293-28401","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/1.pg","Shoei Helmets
							Black RF-1400 Helmet - 0101-0105-04"
"1632236248-27166","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/9.pg","GMax
							Youth Wine Red OF-2 Open Face Helmet - 72-5366YL"
"1632236243-27043","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/10.pg","Shoei Helmets
							High Definition Yellow QSV-1 Inner Sun Shield - 0217-9003-00"
"1632236293-28408","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/1.pg","HJC
							Semi-Flat Black i90 Modular Helmet - 1612-639"
"1632236223-26523","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/14.pg","HJC
							Blue Mirror HJ-09 RST-Coated Shield w/Insert Pins - 152-252"
"1632236259-27517","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/7.pg","HJC
							White i70 Helmet  - 1402-144"
"1632236281-28095","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/3.pg","LS2
							Gloss Black Rebellion Helmet - 590-1003"
"1632236197-25748","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/19.pg","Icon
							Purple Airmada Wild Child Sideplates - 0133-1086"
"1632236270-27756","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/5.pg","GMax
							Matte Black/Silver HH-65 Naked Rose Half Helmet - 72-5447X"
"1632236259-27464","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/7.pg","HJC
							Ratchet Kit for C70/IS-17 Helmets - 582-100"
"1632236243-27122","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/10.pg","Scorpion
							Dark Smoke Replacement EXO-ST1400 Sun Visor - 52-140-68"
"1632236287-28219","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/2.pg","Bell Helmets
							Vintage White Custom 500 Helmet - 7049175"
"1632236228-26653","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/13.pg","Shoei Helmets
							Metalllic Anthracite Neotec II Modular Helmet - 0116-0117-04"
"1632236243-27105","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/10.pg","LS2
							Gold Iridium Shield for Copter Helmets - 04-018"
"1632236223-26495","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/14.pg","Scorpion
							Black EXO-C90 Kalavera Helmet - C90-1012"
"1632236223-26489","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/14.pg","HJC
							Red/Pink/Black RPHA-11 Pro Carnage MC1 Helmet - 1981-913"
"1632236237-26846","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/11.pg","Arai Helmets
							White/Blue XD4 Depart Helmet - 886229"
"1632236264-27669","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/6.pg","HJC
							White i10 Helmet - 1502-147"
"1632236237-26844","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/11.pg","Arai Helmets
							Matte Gray Frost Signet-X Shockwave Helmet - 886071"
"1632236254-27355","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/8.pg","Scorpion
							Titanium Covert Helmet w/EVO Mask - COV-0405"
"1632236228-26641","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/13.pg","Shoei Helmets
							Hi-Def Yellow CWR-F2 Shield w/Pinlock Pins for RF-1400 Helmets - 0201-9403-00"
"1632236192-25541","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/20.pg","Scorpion
							Pearl White EXO-R1 Air Helmet - R1-0055"
"1632236223-26507","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/14.pg","Klim
							Clear-Dark Smoke Tranisitions Face Shield for TK1200 Helmets - 3828-000-000-000"
"1632236228-26638","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/13.pg","Arai Helmets
							Dark Smoke VAS-V Max Vision Shield w/Tear-Off Posts - 01-1055"
"1632236254-27410","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/8.pg","Bell Helmets
							Brown Top Liner for Bullitt Helmets - 8013403"
"1632236248-27138","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/9.pg","GMax
							Smoke Inner Shield for AT21/S and AT21Y Helmets - 72-3118"
"1632236259-27442","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/7.pg","LS2
							Pearl White OF569 Track Helmet with Sunshield - 569-3043"
"1632236243-27088","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/10.pg","Daytona
							Youth Hi-Gloss Black 3/4 Cruiser Helmet - CDC1-A-S"
"1632236202-25867","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/18.pg","Zox
							Ear Protector for Zox Nano Custom Helmets - 88-90006"
"1632236293-28348","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/1.pg","Icon
							Red Airform Lycan Helmet  - 0101-12651"
"1632236264-27687","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/6.pg","Shoei Helmets
							Silver GT-Air II Helmet - 0119-0107-06"
"1632236223-26481","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/14.pg","GMax
							Matte Black/Silver HH-65 Naked Torque Half Helmet - 72-5449L"
"1632236187-25524","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/21.pg","Bell Helmets
							White/Black/Red Custom 500 SE Vertigo Helmet - 7123842"
"1632236248-27151","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/9.pg","GMax
							Youth Neon Green/Hi-Vis GM-49Y Beasts Helmet - 72-4993YS"
"1632236287-28156","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/2.pg","Bell Helmets
							Dark Smoke ClickRelease Shield for Qualifier, Qualifier DLX, Revolver EVO, RS-1 and Vortex; plus Star 2005-2015 Helmets - 2010059"
"1632236192-25594","https://www.denniskirk.com/harley-davidson/helmets/100.ipp/20.pg","Shoei Helmets
							Black Chinstrap Cover for Neotec II - 0216-3805-00"
