web-scraper-order,web-scraper-start-url,cat,cat-href,nnn
1632679267-9959,https://www.officedepot.com/cm/brand/dell,Shop Desktops & All-in-ones,https://www.officedepot.com/a/browse/dell-computers-and-accessories/N=5+1461888&cbxRefine=301832&cbxRefine=722537&cbxRefine=967642&cbxRefine=1012197&cbxRefine=1462148&cbxRefine=1462155&inStock=true/?cm_sp=technology-_-desktops-and-all-in-one_dell_-_-brand_dell-2021_main_2_2_0&promo_name=technology&promo_id=technology-desktops-and-all-in-one-dell&promo_creative=desktops-and-all-in-one_dell&promo_position=brand_dell-2021_main_2_2_0,Dell OptiPlex 7000 7090 Desktop Computer - Intel Core i7 i7-11700 Octa-core 2.50...
1632679267-9900,https://www.officedepot.com/cm/brand/dell,Shop Desktops & All-in-ones,https://www.officedepot.com/a/browse/dell-computers-and-accessories/N=5+1461888&cbxRefine=301832&cbxRefine=722537&cbxRefine=967642&cbxRefine=1012197&cbxRefine=1462148&cbxRefine=1462155&inStock=true/?cm_sp=technology-_-desktops-and-all-in-one_dell_-_-brand_dell-2021_main_2_2_0&promo_name=technology&promo_id=technology-desktops-and-all-in-one-dell&promo_creative=desktops-and-all-in-one_dell&promo_position=brand_dell-2021_main_2_2_0,Dell OptiPlex 3000 3080 Desktop Computer - Intel Core i3 10th Gen I3-10105T Quad...
1632679267-9926,https://www.officedepot.com/cm/brand/dell,Shop Desktops & All-in-ones,https://www.officedepot.com/a/browse/dell-computers-and-accessories/N=5+1461888&cbxRefine=301832&cbxRefine=722537&cbxRefine=967642&cbxRefine=1012197&cbxRefine=1462148&cbxRefine=1462155&inStock=true/?cm_sp=technology-_-desktops-and-all-in-one_dell_-_-brand_dell-2021_main_2_2_0&promo_name=technology&promo_id=technology-desktops-and-all-in-one-dell&promo_creative=desktops-and-all-in-one_dell&promo_position=brand_dell-2021_main_2_2_0,"Dell™ Optiplex 7050-SFF Refurbished Desktop, Intel® Core™ i5, 16GB Memory, 512GB..."
1632679267-9934,https://www.officedepot.com/cm/brand/dell,Shop Desktops & All-in-ones,https://www.officedepot.com/a/browse/dell-computers-and-accessories/N=5+1461888&cbxRefine=301832&cbxRefine=722537&cbxRefine=967642&cbxRefine=1012197&cbxRefine=1462148&cbxRefine=1462155&inStock=true/?cm_sp=technology-_-desktops-and-all-in-one_dell_-_-brand_dell-2021_main_2_2_0&promo_name=technology&promo_id=technology-desktops-and-all-in-one-dell&promo_creative=desktops-and-all-in-one_dell&promo_position=brand_dell-2021_main_2_2_0,Dell Precision 3000 3650 Workstation - Intel Core i7 Octa-core (8 Core) i7-10700...
1632679267-9901,https://www.officedepot.com/cm/brand/dell,Shop Desktops & All-in-ones,https://www.officedepot.com/a/browse/dell-computers-and-accessories/N=5+1461888&cbxRefine=301832&cbxRefine=722537&cbxRefine=967642&cbxRefine=1012197&cbxRefine=1462148&cbxRefine=1462155&inStock=true/?cm_sp=technology-_-desktops-and-all-in-one_dell_-_-brand_dell-2021_main_2_2_0&promo_name=technology&promo_id=technology-desktops-and-all-in-one-dell&promo_creative=desktops-and-all-in-one_dell&promo_position=brand_dell-2021_main_2_2_0,Dell OptiPlex 3000 3080 Desktop Computer - Intel Core i3 10th Gen I3-10105T - 8 ...
1632679282-9986,https://www.officedepot.com/cm/brand/dell,Shop Laptops & 2-in-1s,https://www.officedepot.com/a/browse/dell-computers-and-accessories/N=5+1461888&cbxRefine=301832&cbxRefine=722503&cbxRefine=1167251&cbxRefine=1462149&cbxRefine=1462171&inStock=true/?cm_sp=technology-_-laptops-and-2-in-1s_dell_-_-brand_dell-2021_main_2_1_0&promo_name=technology&promo_id=technology-laptops-and-2-in-1s-dell&promo_creative=laptops-and-2-in-1s_dell&promo_position=brand_dell-2021_main_2_1_0,"Dell Latitude 3000 3320 13.3"" Notebook  - 1920 x 1080 - Intel Core i5 (11th Gen)...0.0 out of 5 stars."
1632679267-9928,https://www.officedepot.com/cm/brand/dell,Shop Desktops & All-in-ones,https://www.officedepot.com/a/browse/dell-computers-and-accessories/N=5+1461888&cbxRefine=301832&cbxRefine=722537&cbxRefine=967642&cbxRefine=1012197&cbxRefine=1462148&cbxRefine=1462155&inStock=true/?cm_sp=technology-_-desktops-and-all-in-one_dell_-_-brand_dell-2021_main_2_2_0&promo_name=technology&promo_id=technology-desktops-and-all-in-one-dell&promo_creative=desktops-and-all-in-one_dell&promo_position=brand_dell-2021_main_2_2_0,"Dell™ Optiplex 7040-MT Refurbished Desktop, Intel® Core™ i7, 16GB Memory, 1TB Ha..."
1632679267-9948,https://www.officedepot.com/cm/brand/dell,Shop Desktops & All-in-ones,https://www.officedepot.com/a/browse/dell-computers-and-accessories/N=5+1461888&cbxRefine=301832&cbxRefine=722537&cbxRefine=967642&cbxRefine=1012197&cbxRefine=1462148&cbxRefine=1462155&inStock=true/?cm_sp=technology-_-desktops-and-all-in-one_dell_-_-brand_dell-2021_main_2_2_0&promo_name=technology&promo_id=technology-desktops-and-all-in-one-dell&promo_creative=desktops-and-all-in-one_dell&promo_position=brand_dell-2021_main_2_2_0,"Dell™ Optiplex 3040 Refurbished Desktop, Intel® Core™ i5, 8GB Memory, 256GB Soli..."
1632679267-9909,https://www.officedepot.com/cm/brand/dell,Shop Desktops & All-in-ones,https://www.officedepot.com/a/browse/dell-computers-and-accessories/N=5+1461888&cbxRefine=301832&cbxRefine=722537&cbxRefine=967642&cbxRefine=1012197&cbxRefine=1462148&cbxRefine=1462155&inStock=true/?cm_sp=technology-_-desktops-and-all-in-one_dell_-_-brand_dell-2021_main_2_2_0&promo_name=technology&promo_id=technology-desktops-and-all-in-one-dell&promo_creative=desktops-and-all-in-one_dell&promo_position=brand_dell-2021_main_2_2_0,Dell OptiPlex 7000 7090 Desktop Computer - Intel Core i5 i5-11500 Hexa-core 2.70...
1632679267-9968,https://www.officedepot.com/cm/brand/dell,Shop Desktops & All-in-ones,https://www.officedepot.com/a/browse/dell-computers-and-accessories/N=5+1461888&cbxRefine=301832&cbxRefine=722537&cbxRefine=967642&cbxRefine=1012197&cbxRefine=1462148&cbxRefine=1462155&inStock=true/?cm_sp=technology-_-desktops-and-all-in-one_dell_-_-brand_dell-2021_main_2_2_0&promo_name=technology&promo_id=technology-desktops-and-all-in-one-dell&promo_creative=desktops-and-all-in-one_dell&promo_position=brand_dell-2021_main_2_2_0,Dell Precision 3000 3240 Workstation - Intel Core i5 Hexa-core (6 Core) i5-10500...
