product,url,category
Huffy Girls' Deluxe Cruiser 24 in Bike,https://www.academy.com/shop/pdp/huffy-girls-deluxe-cruiser-24-in-bike?sku=blue-24,bike-shop
Ozone 500 Women's Shock Force 26 in 21-Speed Mountain Bike,https://www.academy.com/shop/pdp/ozone-500-womens-shock-force-26-in-21-speed-mountain-bike?sku=silver-berry-26,bike-shop
Ozone 500 Women's Black Canyon 26 in 21-Speed Full Suspension Comfort Hyrbid Bike,https://www.academy.com/shop/pdp/ozone-500-womens-black-canyon-26-in-21-speed-full-suspension-comfort-hyrbid-bike?sku=blue-white-26,bike-shop
Capezio Girls' Future Star Basics 3 in Bike Shorts,https://www.academy.com/shop/pdp/capezio-girls-future-star-basics-3-in-bike-shorts?sku=black-medium,bike-shop
Ozone 500 Men's Fragment 29 in 21-Speed Mountain Bike,https://www.academy.com/shop/pdp/ozone-500-mens-fragment-29-in-21-speed-mountain-bike-122509729?sku=black-29,bike-shop
Ozone 500 Boys' Shock Force 24 in 21-Speed Full Suspension Mountain Bike,https://www.academy.com/shop/pdp/ozone-500-boys-shock-force-24-in-21-speed-full-suspension-mountain-bike?sku=black-24,bike-shop
Ozone 500 Boys' Shock Force 20 in 7-Speed Mountain Bike,https://www.academy.com/shop/pdp/ozone-500-boys-shock-force-20-in-7-speed-mountain-bike?sku=blue-dark-blue-20,bike-shop
Ozone 500 Girls' Malibu 24 in Cruiser Bike,https://www.academy.com/shop/pdp/ozone-500-girls-malibu-24-in-cruiser-bike?sku=green-turquoise-or-aqua-24,bike-shop
Huffy Women's Deluxe 26 in Cruiser Bike,https://www.academy.com/shop/pdp/huffy-womens-deluxe-26-in-cruiser-bike-122932501?sku=matte-emerald-green-26,bike-shop
"Mongoose Women's 27.5""Tervane Mountain Bike",https://www.academy.com/shop/pdp/mongoose-womens-275tervane-mountain-bike?sku=blue-27-5,bike-shop
O2 COOL ArcticSqueeze Mist 'N Sip 20 oz Baseball Water Bottle,https://www.academy.com/shop/pdp/o2-cool-arcticsqueeze-mist-n-sip-20-oz-baseball-water-bottle?sku=multicolor-20-oz,bike-shop
Huffy Boys' 24 in Incline Mountain Bike,https://www.academy.com/shop/pdp/huffy-boys-24-in-incline-mountain-bike?sku=orange-24,bike-shop
Nike Hyperfuel 24 oz Water Bottle,https://www.academy.com/shop/pdp/nike-hyperfuel-24-oz-water-bottle-124968806?sku=gray-black-01-24-oz,bike-shop
Ozone 500 Girls' Fresh Beat 16 in Bike,https://www.academy.com/shop/pdp/ozone-500-girls-fresh-beat-16-in-bike?sku=pink-16,bike-shop
O2 COOL Mist 'N Sip 20 oz Tie Dye Water Bottle,https://www.academy.com/shop/pdp/o2-cool-mist-n-sip-20-oz-tie-dye-water-bottle?sku=tie-dye-20-oz,bike-shop
Ozone 500 Girls' 20 in Island Girl Bike,https://www.academy.com/shop/pdp/ozone-500-girls-20-in-island-girl-bike?sku=pink-20,bike-shop
Huffy Men's Sienna 27.5 in 7-Speed Comfort Hyrbid Bike,https://www.academy.com/shop/pdp/huffy-mens-sienna-275-in-7-speed-comfort-hyrbid-bike?sku=silver-27-5,bike-shop
Ozone 500 Boys' Fragment 24 in 21-Speed Mountain Bike,https://www.academy.com/shop/pdp/ozone-500-boys-fragment-24-in-21-speed-mountain-bike-122509681?sku=blue-24,bike-shop
O2 COOL ArcticSqueeze Mist 'N Sip 20 oz Ombre Water Bottle,https://www.academy.com/shop/pdp/o2-cool-arcticsqueeze-mist-n-sip-20-oz-ombre-water-bottle?sku=multicolor-20-oz,bike-shop
Ozone 500 Men's Gira Paseo 700c 21-Speed Hybrid Bike,https://www.academy.com/shop/pdp/ozone-500-mens-gira-paseo-700c-21-speed-hybrid-bike?sku=gray-red-700cc,bike-shop
Mongoose Boys' Motivator 20 in Bike,https://www.academy.com/shop/pdp/mongoose-boys-motivator-20-in-bike?sku=copper-brown-20,bike-shop
Ozone 500 Boys' 16 in Kick It Bike,https://www.academy.com/shop/pdp/ozone-500-boys-16-in-kick-it-bike?sku=bright-green-blue-16,bike-shop
Bell Flagger Safety Flag,https://www.academy.com/shop/pdp/bell-flagger-safety-flag,bike-shop
Huffy Women's Sienna 27.5 in 7-Speed Comfort Hyrbid Bike,https://www.academy.com/shop/pdp/huffy-womens-sienna-275-in-7-speed-comfort-hyrbid-bike?sku=pink-27-5,bike-shop
Ozone 500 Girls' Fragment 24 in 21-Speed Mountain Bike,https://www.academy.com/shop/pdp/ozone-500-girls-fragment-24-in-21-speed-mountain-bike-122509665?sku=blue-white-24,bike-shop
Huffy Girls' Minnie Mouse Tricycle,https://www.academy.com/shop/pdp/huffy-girls-minnie-mouse-tricycle?sku=pink-white,bike-shop
Bell Comfort 625 Bicycle Seat,https://www.academy.com/shop/pdp/bell-comfort-625-bicycle-seat?sku=gray-black,bike-shop
Schwinn Women's Stonybrook 26 in 7-Speed Cruiser Bike,https://www.academy.com/shop/pdp/schwinn-womens-stonybrook-26-in-7-speed-cruiser-bike?sku=red-26,bike-shop
Huffy Boys' Marvel 12 in Spider-Man Bike,https://www.academy.com/shop/pdp/huffy-boys-marvel-12-in-spider-man-bike?sku=blue-12,bike-shop
Magna Boys' Clutch 12 in Bike,https://www.academy.com/shop/pdp/magna-boys-clutch-12-in-bike?sku=black-bright-green-12,bike-shop
