web-scraper-order,web-scraper-start-url,cat,cat-href,subcat,subcat-href,name
"1632645100-668","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Lamps","https://www.officedepot.com/a/browse/lamps/N=5+1256965/","Ceiling Lamps","https://www.officedepot.com/a/browse/ceiling-lamps/N=5+1256968/","Adesso® Hazel Pendant Lamp, 10""W, Frosted Glass Shade/Antique Brass Base"
"1632645100-647","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Lamps","https://www.officedepot.com/a/browse/lamps/N=5+1256965/","Ceiling Lamps","https://www.officedepot.com/a/browse/ceiling-lamps/N=5+1256968/","Zuo Modern® Jena Ceiling Lamp, 23-1/5""W, Clear Crystal Shade/Chrome Base"
"1632645100-667","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Lamps","https://www.officedepot.com/a/browse/lamps/N=5+1256965/","Ceiling Lamps","https://www.officedepot.com/a/browse/ceiling-lamps/N=5+1256968/","Southern Enterprises Caya Geometric Pendant Lamp, Antique Bronze"
"1632644599-211","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Light Bulbs","https://www.officedepot.com/a/browse/light-bulbs/N=5+1256980/","LED Tube Lights","https://www.officedepot.com/a/browse/led-tube-lights/N=5+1257001/","Sylvania 2' T8 LED Tube Lights, 1250 Lumens, 8 Watt, 5000K/Daylight White, Repla..."
"1632644757-367","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Lamps","https://www.officedepot.com/a/browse/lamps/N=5+1256965/","Wall Lamps","https://www.officedepot.com/a/browse/wall-lamps/N=5+1523672/","Kenroy Home Pembrook 1-Light Extra Large LED Wall Lantern, Natural Slate/Copper"
"1632644475-139","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Light Bulbs","https://www.officedepot.com/a/browse/light-bulbs/N=5+1256980/","LED Light Fixtures","https://www.officedepot.com/a/browse/led-light-fixtures/N=5+1256998/","Euri EIN-CL 7"" LED Round Ceiling Fixture, 11.5 Watts, 3000K, 800 Lumens, White"
"1632645100-718","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Lamps","https://www.officedepot.com/a/browse/lamps/N=5+1256965/","Ceiling Lamps","https://www.officedepot.com/a/browse/ceiling-lamps/N=5+1256968/","Kenroy Snaggle 1-Light Rattan Pendant Lamp, Black"
"1632644326-20","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Light Bulbs","https://www.officedepot.com/a/browse/light-bulbs/N=5+1256980/","Under Cabinet Lighting","https://www.officedepot.com/a/browse/under-cabinet-lighting/N=5+1523673/","Black & Decker 5-Bar Under-Cabinet LED Lighting Kit, 9"", Cool White0.0 out of 5 stars."
"1632644757-405","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Lamps","https://www.officedepot.com/a/browse/lamps/N=5+1256965/","Wall Lamps","https://www.officedepot.com/a/browse/wall-lamps/N=5+1523672/","Kenroy Home Sully Medium Outdoor Wall Lantern, 10-1/2""W, Black"
"1632644356-45","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Light Bulbs","https://www.officedepot.com/a/browse/light-bulbs/N=5+1256980/","Compact Fluorescent Light Bulbs","https://www.officedepot.com/a/browse/compact-fluorescent-light-bulbs/N=5+1256983/","Satco T2 13-watt Fluorescent Spiral Bulb, White"
"1632644757-381","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Lamps","https://www.officedepot.com/a/browse/lamps/N=5+1256965/","Wall Lamps","https://www.officedepot.com/a/browse/wall-lamps/N=5+1523672/","Kenroy Home Nathaniel Wall-Mount Swing Arm Lamp, 15""W, Off-White Shade/Polished ...0.0 out of 5 stars."
"1632644887-511","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Lamps","https://www.officedepot.com/a/browse/lamps/N=5+1256965/","Floor Lamps","https://www.officedepot.com/a/browse/floor-lamps/N=5+1256974/","Adesso® Simplee Script Shelf Floor Lamp, 62""H, Script Pattern Shade/Brown Base"
"1632644782-483","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Lamps","https://www.officedepot.com/a/browse/lamps/N=5+1256965/","Light Therapy Lamps","https://www.officedepot.com/a/browse/light-therapy-lamps/N=5+1516447/","Verilux HappyLight Touch LED UV-Free Therapy Lamp, 10-5/16""H x 6-3/8""W x 1-1/8'D..."
"1632644887-569","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Lamps","https://www.officedepot.com/a/browse/lamps/N=5+1256965/","Floor Lamps","https://www.officedepot.com/a/browse/floor-lamps/N=5+1256974/","Simple Designs Etagere Organizer Floor Lamp, 63 3/8""H, Soft White Linen Shade/Wh..."
"1632644887-556","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Lamps","https://www.officedepot.com/a/browse/lamps/N=5+1256965/","Floor Lamps","https://www.officedepot.com/a/browse/floor-lamps/N=5+1256974/","Adesso® Simplee William Floor Lamp, 58""H, Oatmeal Shade/Black Base1.0 out of 5 stars. 1 review"
"1632644599-175","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Light Bulbs","https://www.officedepot.com/a/browse/light-bulbs/N=5+1256980/","LED Tube Lights","https://www.officedepot.com/a/browse/led-tube-lights/N=5+1257001/","Sylvania 4' T8 LED Tube Lights, 1800 Lumens, 12 Watts, 5000K/Daylight White, Rep...0.0 out of 5 stars."
"1632645100-719","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Lamps","https://www.officedepot.com/a/browse/lamps/N=5+1256965/","Ceiling Lamps","https://www.officedepot.com/a/browse/ceiling-lamps/N=5+1256968/","Kenroy Shaker Hanging Pendant Lamp, 3-Light, Brown Shade, Black Base"
"1632644887-574","https://www.officedepot.com/a/browse/lamps-and-lighting/N=5+1256962/","Lamps","https://www.officedepot.com/a/browse/lamps/N=5+1256965/","Floor Lamps","https://www.officedepot.com/a/browse/floor-lamps/N=5+1256974/","Lumisource Metric Industrial Floor Lamp, Black/Antique Brass"
