web-scraper-order,web-scraper-start-url,cat,cat-href,name
1632421945-16715,https://www.officedepot.com/cm/marketing/learn-from-anywhere-solutions,Classroom Science,https://www.officedepot.com/a/browse/classroom-science/N=5+1186194/?cm_sp=school_supplies-_-science_learn-from-anywhere_shopbysubject-_-marketing_learn-from-anywhere-solutions_main_7_2_0&promo_name=school_supplies&promo_id=school_supplies-science-learn-from-anywhere&promo_creative=science_learn-from-anywhere&promo_position=marketing_learn-from-anywhere-solutions_main_7_2_0,"SuperScience World of WOW, Ages 9-110.0 out of 5 stars.0.0 out of 5 stars."
1632421711-16614,https://www.officedepot.com/cm/marketing/learn-from-anywhere-solutions,,https://www.officedepot.com/a/browse/classroom-art/N=5+1186189/?cm_sp=school_supplies-_-art_learn-from-anywhere_shopbysubject-_-marketing_learn-from-anywhere-solutions_main_7_3_0&promo_name=school_supplies&promo_id=school_supplies-art-learn-from-anywhere&promo_creative=art_learn-from-anywhere&promo_position=marketing_learn-from-anywhere-solutions_main_7_3_0,"Pacon® Fadeless® Art Paper Roll, 48"" x 50', Orange"
1632421711-16634,https://www.officedepot.com/cm/marketing/learn-from-anywhere-solutions,,https://www.officedepot.com/a/browse/classroom-art/N=5+1186189/?cm_sp=school_supplies-_-art_learn-from-anywhere_shopbysubject-_-marketing_learn-from-anywhere-solutions_main_7_3_0&promo_name=school_supplies&promo_id=school_supplies-art-learn-from-anywhere&promo_creative=art_learn-from-anywhere&promo_position=marketing_learn-from-anywhere-solutions_main_7_3_0,"Tru-Ray® Construction Paper, 50% Recycled, 9"" x 12"", Dark Brown, Pack Of 50"
1632421945-16668,https://www.officedepot.com/cm/marketing/learn-from-anywhere-solutions,Classroom Science,https://www.officedepot.com/a/browse/classroom-science/N=5+1186194/?cm_sp=school_supplies-_-science_learn-from-anywhere_shopbysubject-_-marketing_learn-from-anywhere-solutions_main_7_2_0&promo_name=school_supplies&promo_id=school_supplies-science-learn-from-anywhere&promo_creative=science_learn-from-anywhere&promo_position=marketing_learn-from-anywhere-solutions_main_7_2_0,"Teacher Created Resources Lets Get This Day Started: Science, Grade 2"
1632421945-16782,https://www.officedepot.com/cm/marketing/learn-from-anywhere-solutions,Classroom Science,https://www.officedepot.com/a/browse/classroom-science/N=5+1186194/?cm_sp=school_supplies-_-science_learn-from-anywhere_shopbysubject-_-marketing_learn-from-anywhere-solutions_main_7_2_0&promo_name=school_supplies&promo_id=school_supplies-science-learn-from-anywhere&promo_creative=science_learn-from-anywhere&promo_position=marketing_learn-from-anywhere-solutions_main_7_2_0,"Shell Education Exploring STEM, Grade 2"
1632421711-16628,https://www.officedepot.com/cm/marketing/learn-from-anywhere-solutions,,https://www.officedepot.com/a/browse/classroom-art/N=5+1186189/?cm_sp=school_supplies-_-art_learn-from-anywhere_shopbysubject-_-marketing_learn-from-anywhere-solutions_main_7_3_0&promo_name=school_supplies&promo_id=school_supplies-art-learn-from-anywhere&promo_creative=art_learn-from-anywhere&promo_position=marketing_learn-from-anywhere-solutions_main_7_3_0,"Tru-Ray® Construction Paper, 50% Recycled, 12"" x 18"", Holiday Green, Pack Of 50"
1632421945-16717,https://www.officedepot.com/cm/marketing/learn-from-anywhere-solutions,Classroom Science,https://www.officedepot.com/a/browse/classroom-science/N=5+1186194/?cm_sp=school_supplies-_-science_learn-from-anywhere_shopbysubject-_-marketing_learn-from-anywhere-solutions_main_7_2_0&promo_name=school_supplies&promo_id=school_supplies-science-learn-from-anywhere&promo_creative=science_learn-from-anywhere&promo_position=marketing_learn-from-anywhere-solutions_main_7_2_0,"Carson-Dellosa Interactive Notebooks: Science, Grade 24.9 out of 5 stars. 7 reviews4.9 out of 5 stars. 7 reviews"
1632421711-16592,https://www.officedepot.com/cm/marketing/learn-from-anywhere-solutions,,https://www.officedepot.com/a/browse/classroom-art/N=5+1186189/?cm_sp=school_supplies-_-art_learn-from-anywhere_shopbysubject-_-marketing_learn-from-anywhere-solutions_main_7_3_0&promo_name=school_supplies&promo_id=school_supplies-art-learn-from-anywhere&promo_creative=art_learn-from-anywhere&promo_position=marketing_learn-from-anywhere-solutions_main_7_3_0,"SunWorks® Construction Paper, 12"" x 18"", Yellow, Pack Of 50"
1632421711-16518,https://www.officedepot.com/cm/marketing/learn-from-anywhere-solutions,,https://www.officedepot.com/a/browse/classroom-art/N=5+1186189/?cm_sp=school_supplies-_-art_learn-from-anywhere_shopbysubject-_-marketing_learn-from-anywhere-solutions_main_7_3_0&promo_name=school_supplies&promo_id=school_supplies-art-learn-from-anywhere&promo_creative=art_learn-from-anywhere&promo_position=marketing_learn-from-anywhere-solutions_main_7_3_0,Crayola® Washable Watercolor Paint Set
1632421945-16732,https://www.officedepot.com/cm/marketing/learn-from-anywhere-solutions,Classroom Science,https://www.officedepot.com/a/browse/classroom-science/N=5+1186194/?cm_sp=school_supplies-_-science_learn-from-anywhere_shopbysubject-_-marketing_learn-from-anywhere-solutions_main_7_2_0&promo_name=school_supplies&promo_id=school_supplies-science-learn-from-anywhere&promo_creative=science_learn-from-anywhere&promo_position=marketing_learn-from-anywhere-solutions_main_7_2_0,"Scholastic Guided Science Readers Parent Pack, Level A"
