web-scraper-order,web-scraper-start-url,category,category-href,name
1632492741-135,https://www.officedepot.com/a/browse/tul-note-taking/N=5+988293/?cm_sp=office_supplies-_-note-taking-and-planning_tul_-_-category_tul--971469-desktop_header_5_2_0&promo_name=office_supplies&promo_id=office_supplies-note-taking-and-planning-tul&promo_creative=note-taking-and-planning_tul&promo_position=category_tul--971469-desktop_header_5_2_0,Shop now,https://www.officedepot.com/a/browse/tul-organizer-accessories/N=5+1131209+592195/?cm_sp=office_supplies-_-tul_accessories_-_-&promo_name=office_supplies&promo_id=office_supplies-tul-accessories&promo_creative=tul_accessories,"TUL® Discbound Pocket Dividers, Letter Size, Gray, Pack Of 2"
1632492974-371,https://www.officedepot.com/a/browse/tul-note-taking/N=5+988293/?cm_sp=office_supplies-_-note-taking-and-planning_tul_-_-category_tul--971469-desktop_header_5_2_0&promo_name=office_supplies&promo_id=office_supplies-note-taking-and-planning-tul&promo_creative=note-taking-and-planning_tul&promo_position=category_tul--971469-desktop_header_5_2_0,Shop now,https://www.officedepot.com/a/browse/tul-notebooks/Ne=100&N=5+988296/?cm_sp=office_supplies-_-tul_note-taking_-_-&promo_name=office_supplies&promo_id=office_supplies-tul-note-taking&promo_creative=tul_note-taking,"TUL® Custom Note-Taking System Discbound Student Notebook, Junior Size, 3-Subjec...5.0 out of 5 stars. 28 reviews"
1632492974-293,https://www.officedepot.com/a/browse/tul-note-taking/N=5+988293/?cm_sp=office_supplies-_-note-taking-and-planning_tul_-_-category_tul--971469-desktop_header_5_2_0&promo_name=office_supplies&promo_id=office_supplies-note-taking-and-planning-tul&promo_creative=note-taking-and-planning_tul&promo_position=category_tul--971469-desktop_header_5_2_0,Shop now,https://www.officedepot.com/a/browse/tul-notebooks/Ne=100&N=5+988296/?cm_sp=office_supplies-_-tul_note-taking_-_-&promo_name=office_supplies&promo_id=office_supplies-tul-note-taking&promo_creative=tul_note-taking,"TUL® Discbound Daily Refill Pages, Letter Size, 8-1/2"" x 11"", January To Decembe..."
1632492974-255,https://www.officedepot.com/a/browse/tul-note-taking/N=5+988293/?cm_sp=office_supplies-_-note-taking-and-planning_tul_-_-category_tul--971469-desktop_header_5_2_0&promo_name=office_supplies&promo_id=office_supplies-note-taking-and-planning-tul&promo_creative=note-taking-and-planning_tul&promo_position=category_tul--971469-desktop_header_5_2_0,Shop now,https://www.officedepot.com/a/browse/tul-notebooks/Ne=100&N=5+988296/?cm_sp=office_supplies-_-tul_note-taking_-_-&promo_name=office_supplies&promo_id=office_supplies-tul-note-taking&promo_creative=tul_note-taking,"TUL® Discbound Monthly Planner Refill With 12 Tab Dividers, Letter Size, 8-1/2"" ..."
1632492741-149,https://www.officedepot.com/a/browse/tul-note-taking/N=5+988293/?cm_sp=office_supplies-_-note-taking-and-planning_tul_-_-category_tul--971469-desktop_header_5_2_0&promo_name=office_supplies&promo_id=office_supplies-note-taking-and-planning-tul&promo_creative=note-taking-and-planning_tul&promo_position=category_tul--971469-desktop_header_5_2_0,Shop now,https://www.officedepot.com/a/browse/tul-organizer-accessories/N=5+1131209+592195/?cm_sp=office_supplies-_-tul_accessories_-_-&promo_name=office_supplies&promo_id=office_supplies-tul-accessories&promo_creative=tul_accessories,"TUL® Discbound Expansion Discs, 1"", Rose Gold, Pack Of 12"
1632492974-373,https://www.officedepot.com/a/browse/tul-note-taking/N=5+988293/?cm_sp=office_supplies-_-note-taking-and-planning_tul_-_-category_tul--971469-desktop_header_5_2_0&promo_name=office_supplies&promo_id=office_supplies-note-taking-and-planning-tul&promo_creative=note-taking-and-planning_tul&promo_position=category_tul--971469-desktop_header_5_2_0,Shop now,https://www.officedepot.com/a/browse/tul-notebooks/Ne=100&N=5+988296/?cm_sp=office_supplies-_-tul_note-taking_-_-&promo_name=office_supplies&promo_id=office_supplies-tul-note-taking&promo_creative=tul_note-taking,"TUL® Discbound Weekly Refill Pages, Junior Size, 5-1/2"" x 8-1/2"", January To Dec...4.8 out of 5 stars. 5 reviews"
1632492974-398,https://www.officedepot.com/a/browse/tul-note-taking/N=5+988293/?cm_sp=office_supplies-_-note-taking-and-planning_tul_-_-category_tul--971469-desktop_header_5_2_0&promo_name=office_supplies&promo_id=office_supplies-note-taking-and-planning-tul&promo_creative=note-taking-and-planning_tul&promo_position=category_tul--971469-desktop_header_5_2_0,Shop now,https://www.officedepot.com/a/browse/tul-notebooks/Ne=100&N=5+988296/?cm_sp=office_supplies-_-tul_note-taking_-_-&promo_name=office_supplies&promo_id=office_supplies-tul-note-taking&promo_creative=tul_note-taking,"TUL® Discbound Notebook Expansion Discs, 1"", Pink, Pack Of 12 Discs"
1632492974-375,https://www.officedepot.com/a/browse/tul-note-taking/N=5+988293/?cm_sp=office_supplies-_-note-taking-and-planning_tul_-_-category_tul--971469-desktop_header_5_2_0&promo_name=office_supplies&promo_id=office_supplies-note-taking-and-planning-tul&promo_creative=note-taking-and-planning_tul&promo_position=category_tul--971469-desktop_header_5_2_0,Shop now,https://www.officedepot.com/a/browse/tul-notebooks/Ne=100&N=5+988296/?cm_sp=office_supplies-_-tul_note-taking_-_-&promo_name=office_supplies&promo_id=office_supplies-tul-note-taking&promo_creative=tul_note-taking,"TUL® Discbound Weekly/Monthly Refill Pages, Junior Size, 5-1/2"" x 8-1/2"", Januar...4.6 out of 5 stars. 27 reviews"
1632492974-327,https://www.officedepot.com/a/browse/tul-note-taking/N=5+988293/?cm_sp=office_supplies-_-note-taking-and-planning_tul_-_-category_tul--971469-desktop_header_5_2_0&promo_name=office_supplies&promo_id=office_supplies-note-taking-and-planning-tul&promo_creative=note-taking-and-planning_tul&promo_position=category_tul--971469-desktop_header_5_2_0,Shop now,https://www.officedepot.com/a/browse/tul-notebooks/Ne=100&N=5+988296/?cm_sp=office_supplies-_-tul_note-taking_-_-&promo_name=office_supplies&promo_id=office_supplies-tul-note-taking&promo_creative=tul_note-taking,"TUL® Custom Note-Taking System Discbound Paper Tab Dividers, Letter Size, Assort..."
1632492974-264,https://www.officedepot.com/a/browse/tul-note-taking/N=5+988293/?cm_sp=office_supplies-_-note-taking-and-planning_tul_-_-category_tul--971469-desktop_header_5_2_0&promo_name=office_supplies&promo_id=office_supplies-note-taking-and-planning-tul&promo_creative=note-taking-and-planning_tul&promo_position=category_tul--971469-desktop_header_5_2_0,Shop now,https://www.officedepot.com/a/browse/tul-notebooks/Ne=100&N=5+988296/?cm_sp=office_supplies-_-tul_note-taking_-_-&promo_name=office_supplies&promo_id=office_supplies-tul-note-taking&promo_creative=tul_note-taking,"TUL® Discbound Expansion Discs, 1.5"", Black, Pack Of 12"
