web-scraper-order,web-scraper-start-url,category,category-href,name
1632378427-1393,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Eaton PW9130 1000VA Tower UPS 120V - 1000VA/900W - 10 Minute Full Load - 6 x NEM...0.0 out of 5 stars.
1632378427-1300,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite 1000VA 600W UPS Battery Back Up Tower AVR 4 Schuko 230V USB LCD - Tow...0.0 out of 5 stars.
1632378427-1405,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,CyberPower OR700LCDRM1U UPS Smart App Intelligent LCD/AVR Series0.0 out of 5 stars.
1632378427-1328,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite UPS Smart 1500VA 1000W International Rackmount AVR 230V Pure Sine Wav...
1632378427-1171,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"CyberPower EC550G Ecologic UPS Systems - 550VA/330W, 120 VAC, NEMA 5-15P, Compac...4.0 out of 5 stars. 4 reviews"
1632378496-1987,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,"CyberPower OL5KRTHD Smart App Online UPS Systems - 5000VA/5000W, 200 - 240 VAC, ...0.0 out of 5 stars."
1632378496-2023,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,V7 UPS 1500VA Rack Mount 2U US - 2U Rack-mountable - 4 Hour Recharge - 4.50 Minu...0.0 out of 5 stars.
1632378427-1365,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"CyberPower PR3000LCDSL Smart App Sinewave UPS Systems - 3000VA/2700W, 120 VAC, N...0.0 out of 5 stars."
1632378427-1187,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite INTERNET900U Internet Office 900VA Standby UPS
1632378496-2049,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,"CyberPower PR3000RTXL2UAN New Smart App Sinewave UPS Systems - 3000VA/3000W, 120...0.0 out of 5 stars."
1632378427-1164,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite UPS 350VA 210W Desktop Battery Back Up Compact 120V DB9 RJ11 PC 50/60...4.0 out of 5 stars. 6 reviews
1632378427-1189,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Vertiv Liebert PST5 UPS - 500VA/300W 120V| Battery Backup & Surge Protection...0.0 out of 5 stars.
1632378427-1321,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,APC J Type 1000VA Tower UPS - 1000VA/600W - 6.4 Minute Full Load - 12 x NEMA 5-1...5.0 out of 5 stars. 3 reviews
1632378427-1167,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,CyberPower CP1500PFCLCD UPS 1500VA 1000W PFC compatible Pure sine wave - 1500VA/...5.0 out of 5 stars. 5 reviews
1632378427-1127,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,CyberPower Smart App Intelligent LCD OR500LCDRM1U 500VA UPS0.0 out of 5 stars.
1632378427-1136,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"APC® Smart-UPS 10-Outlet Tower With SmartConnect, 2,200VA/1,920 Watts, SMT2200C4.4 out of 5 stars. 7 reviews"
1632378496-2066,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,Minuteman 750 VA Line Interactive Rack/Wall/Tower UPS with 8 0utlets - 2U Wall M...0.0 out of 5 stars.
1632378427-1412,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"APC® Back-UPS, Small Office, 22-Minute Backup, 500VA/300 Watt4.6 out of 5 stars. 30 reviews"
1632378427-1372,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite UPS Smart Online 20000VA 18000W Rackmount 20kVA 240&120V USB DB9 ...0.0 out of 5 stars.
1632378496-2103,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,Vertiv Liebert GXT5 UPS - 500VA/500W 120V | Online Rack Tower Energy Star - Doub...
1632378427-1353,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite SmartPro Line Interactive Sine Wave Tower UPS4.4 out of 5 stars. 5 reviews
1632378427-1344,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"Tripp Lite Omni Smart OMNI650LCD 8-Outlet Uninterruptible Power Supply, 650VA/35...4.8 out of 5 stars. 22 reviews"
1632378496-2022,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,APC by Schneider Electric Smart-UPS SRT 10000VA RM 208V - 6U Rack-mountable - 1....5.0 out of 5 stars. 1 review
1632378427-1180,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"Tripp Lite SMART1000LCD 8-Outlet Uninterruptible Power Supply, 1000VA/500 Watts4.7 out of 5 stars. 127 reviews"
1632378427-1397,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"CyberPower OR1500LCDRT2U Smart App LCD UPS Systems - 1500VA/900W, 120 VAC, NEMA ...0.0 out of 5 stars."
1632378427-1251,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"APC Smart-UPS 750VA - 750VA - 7.1 Minute Full Load - 4 x IEC 320-C13, 20.0 out of 5 stars."
1632378427-1290,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Liebert PSI5 PSI5-1500MT120 - UPS - AC 120 V - 1350 Watt - 1500 VA 9 Ah 9 Ah - o...0.0 out of 5 stars.
1632378427-1312,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"APC Smart -UPS 1500VA RM 2U 120V SHIPBOARD- Not sold in CO, VT and WA - 1440VA/9..."
1632378427-1318,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite 1500VA 900W UPS Battery Back Up Tower AVR 4 Schuko 230V USB LCD - Tow...0.0 out of 5 stars.
1632378427-1350,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"CyberPower OR1500PFCLCD PFC Sinewave UPS Systems - 1500VA/1050W, 120 VAC, NEMA 5...0.0 out of 5 stars."
1632378427-1277,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"Tripp Lite Omni OMNIVSINT1500XL 8-Outlet Uninterruptible Power Supply Tower, 150...4.8 out of 5 stars. 6 reviews"
1632378496-1990,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,APC by Schneider Electric Smart-UPS 2200VA Rack-mountable UPS - 3U Rack-mountabl...0.0 out of 5 stars.
1632378496-1986,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,Tripp Lite UPS Smart 3000VA 2880W Rackmount AVR 120V Pure Sine Wave USB DB9 2U T...4.5 out of 5 stars. 2 reviews
1632378427-1258,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite 850VA 480W UPS Tower 230V C13 Battery Back Up Desktop AVR LCD - Tower...
1632378427-1206,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite VS Series UPS Systems5.0 out of 5 stars. 6 reviews
1632378427-1204,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,APC Back-UPS CS 325VA w/o Software - 325VA/210W - 6.6 Minute Full Load - 1 x IEC...2.0 out of 5 stars. 2 reviews
1632378427-1342,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite UPS Smart 3000VA 2250W International Tower AVR 230V 3kVA C19 C13 - 30...
1632378427-1166,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"CyberPower ST625U Standby UPS Systems - 625VA/360W, 120 VAC, NEMA 5-15P, Compact...5.0 out of 5 stars. 1 review"
1632378496-1993,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,APC by Schneider Electric Smart-UPS C 1000VA 2U Rack Mountable LCD 230V - 2U Rac...0.0 out of 5 stars.
1632378427-1228,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite UPS 1000VA 700W Battery Back Up Tower Isolation Transformer 120V - 10...5.0 out of 5 stars. 1 review
1632378427-1296,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite UPS Smart 1000VA 650W Tower Pure Sine Wave AVR USB DB9 8 Outlet - Tow...5.0 out of 5 stars. 2 reviews
1632378427-1241,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Eaton BladeUPS Power System - Tower - 6 Minute Stand-by - 220 V AC Input - 120 V...0.0 out of 5 stars.
1632378496-2048,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,"CyberPower PR2200RTXL2UHVAN New Smart App Sinewave UPS Systems - 2200VA/2200W, 1...0.0 out of 5 stars."
1632378427-1153,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite UPS 350VA 180W Desktop Battery Back Up Compact 120V USB RJ11 PC4.6 out of 5 stars. 39 reviews
1632378496-2003,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,"CyberPower OL3000RTXL2UHVN Smart App Online UPS Systems - 3000VA/2700W, 200 - 24...0.0 out of 5 stars."
1632378496-1974,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,Eaton 9PX 5500VA Tower/Rack Mountable Dual Conversation Online UPS - 4U Rack/Tow...0.0 out of 5 stars.
1632378427-1363,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"APC® Smart-UPS X SMX2000RMLV2U Uninterruptible Power Supply, 1,920VA5.0 out of 5 stars. 2 reviews"
1632378427-1130,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite UPS Smart 1500VA 900W Tower LCD Battery Back Up AVR Coax RJ45 USB4.7 out of 5 stars. 177 reviews
1632378427-1177,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"Eaton 3S UPS - Desktop, Mini-tower - 5 Minute Stand-by - 110 V AC Input - 132 V ...0.0 out of 5 stars."
1632378427-1137,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,APC by Schneider Electric Back UPS PRO 1500VA Line Interactive Tower UPS - Tower...0.0 out of 5 stars.
1632378427-1176,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,APC Back-UPS HS 500VA - 500VA/300W4.8 out of 5 stars. 5 reviews
1632378427-1147,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,CyberPower CP550SLG UPS Standy Series4.7 out of 5 stars. 7 reviews
1632378427-1200,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"APC Back-UPS RS 550VA Tower UPS - 550VA/330W - 3 Minute - 3 x IEC 60320 C13, 3 x...0.0 out of 5 stars."
1632378427-1181,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite UPS 900VA 480W Eco Green Battery Back Up Muted Alarm 120V 12 Outlet U...0.0 out of 5 stars.
1632378427-1272,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Vertiv Liebert PSA5 UPS - 700VA/420W 120V | Line Interactive AVR Tower UPS - Bat...0.0 out of 5 stars.
1632378427-1199,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Tripp Lite 1500VA 1440W UPS Smart Lithium Ion LiFePO4 LCD USB DB9 2URM - 1500 VA...0.0 out of 5 stars.
1632378496-1959,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,APC by Schneider Electric Smart-UPS SMX1500RMI2U 1500 VA Tower/Rack Mountable UP...4.7 out of 5 stars. 26 reviews
1632378427-1186,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"Tripp Lite Internet Office UPS Battery Backup, 550VA/300 Watt"
1632378427-1351,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,APC by Schneider Electric Smart-UPS SRT 5000VA 208V - Tower - 1.50 Hour Recharge...4.6 out of 5 stars. 5 reviews
1632378496-2038,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,Tripp Lite SMART500RT1U Smart Pro 500VA 1U Rackmount Line Interactive UPS4.6 out of 5 stars. 20 reviews
1632378496-2036,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,Eaton 5PX 1000 VA Tower/Rack Mountable UPS - 2U Rack/Tower - 7 Minute Stand-by -...0.0 out of 5 stars.
1632378427-1264,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,APC by Schneider Electric Smart-UPS C 1000VA LCD 230V - Tower - 3 Hour Recharge ...0.0 out of 5 stars.
1632378427-1152,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,"CyberPower® CP600LCD Uninterruptible Power Supply, 8 Outlets, 600VA/340 Watt4.6 out of 5 stars. 5 reviews"
1632378496-2061,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,Minuteman 1500 VA Line Interactive Rack/Wall/Tower UPS with 8 Outlets - 2U Wall ...
1632378496-1951,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,"CyberPower PR2200RTXL2U New Smart App Sinewave UPS Systems - 2200VA/2200W, 120 V...0.0 out of 5 stars."
1632378496-1982,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,"CyberPower OL6KRTMBTF Smart App Online UPS Systems - 6000VA/6000W, 200 - 240 VAC...0.0 out of 5 stars."
1632378496-1940,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,APC by Schneider Electric Smart-UPS X SMX3000RMLV2U 3000 VA Rack-mountable UPS -...5.0 out of 5 stars. 3 reviews
1632378496-2025,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,Liebert PSI 1000VA Line-Interactive Rack/Tower UPS - 1000VA/900W/230V - (6) IEC-...0.0 out of 5 stars.
1632378427-1257,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Standalone UPS,https://www.officedepot.com/a/browse/standalone-ups/N=5+509512/,Eaton 5SC UPS - Tower - 5 Minute Stand-by - 110 V AC Input - 8 x NEMA 5-15R
1632378496-1964,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,Eaton 9PX6K 6kVA Tower/Rack Mountable UPS - 3U Rack/Tower - 3 Minute Stand-by - ...0.0 out of 5 stars.
1632378496-2010,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,"APC® Smart-UPS 8-Outlet Rackmount With SmartConnect, 2,200VA/1,920 Watts, SMT220...4.5 out of 5 stars. 13 reviews"
1632378496-2059,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,Tripp Lite UPS Smart Online 8000VA 7200W Rackmount 8kVA 208/240V 230V USB DB9 Ma...
1632378496-1962,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,"CyberPower PR1500RT2UN New Smart App Sinewave UPS Systems - 1500VA/1500W, 120 VA...0.0 out of 5 stars."
1632378496-1970,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,"APC Smart-UPS XL Modular Rackmount/Tower Battery Backup Power Supply, 1500VA/142...5.0 out of 5 stars. 4 reviews"
1632378496-2055,https://www.officedepot.com/a/browse/ups-battery-backup/N=5+509510/,Rack-Mounted UPS,https://www.officedepot.com/a/browse/rack-mounted-ups/N=5+509511/,Eaton 9PX 11kVA Tower/Rack Mountable UPS - 9U Rack/Tower - 25 Minute Stand-by - ...0.0 out of 5 stars.
