web-scraper-order,web-scraper-start-url,category,category-href,note
1632492417-27,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-mechanical-pencils-and-refills/N=5+988300/?cm_sp=office_supplies-_-mechanical-pencils_mechanical-pencils_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_5_0&promo_name=office_supplies&promo_id=office_supplies-mechanical-pencils-mechanical-pencils&promo_creative=mechanical-pencils_mechanical-pencils&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_5_0,"TUL® Mechanical Pencils, 0.5 mm, Black Barrels, Pack Of 2 Pencils"
1632492479-125,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL® Retractable Gel Pens, Medium Point, 0.7 mm, Silver Barrel, Assorted Inks, P...4.9 out of 5 stars. 23 reviews"
1632492479-105,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL® Retractable Gel Pens, Bold Point, 1.0 mm, Silver Barrel, Assorted Ink Color...5.0 out of 5 stars. 1 review"
1632492479-131,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL® Retractable Gel Pens, Limited Edition, Sunset Shades, Medium Point, 0.7 mm,...4.9 out of 5 stars. 231 reviews"
1632492393-8,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-writing/N=5+988297+726582&viewAllSkus=true/?cm_sp=office_supplies-_-fine-writing_fine-writing_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_7_0&promo_name=office_supplies&promo_id=office_supplies-fine-writing-fine-writing&promo_creative=fine-writing_fine-writing&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_7_0,"TUL® Fine Writing Solid Metal Barrel Retractable Gel Pen With 2 Refills, Medium ..."
1632492479-77,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL® Retractable Gel Pens, Bold Point, 1.0 mm, Silver Barrel, Black Ink, Pack Of 12 Pens"
1632492452-61,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-ballpoint-pens/N=5+988298/?cm_sp=cleaning-_-pen_ballpoint_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_2_0&promo_name=cleaning&promo_id=cleaning-pen-ballpoint&promo_creative=pen_ballpoint&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_2_0,"TUL® BP3 Retractable Ballpoint Pens, Medium Point, 1.0 mm, Pearl White Barrel, B..."
1632492479-86,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL® Fine Writing Retractable Gel Pen with 2 Refills, Medium Point, 0.7 mm, Gunm..."
1632492417-37,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-mechanical-pencils-and-refills/N=5+988300/?cm_sp=office_supplies-_-mechanical-pencils_mechanical-pencils_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_5_0&promo_name=office_supplies&promo_id=office_supplies-mechanical-pencils-mechanical-pencils&promo_creative=mechanical-pencils_mechanical-pencils&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_5_0,"TUL® Lead Refills, 0.5 mm, HB Hardness, 30 Leads Per Tube, Pack Of 3 Tubes"
1632492479-88,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL® Retractable Gel Pens, Needle Point, 0.5 mm, Silver Barrel, Black Ink, Pack ..."
1632492405-24,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-highlighters-and-markers/N=5+1405534+723178+723556/?cm_sp=office_supplies-_-permanent-marker_permanent-marker_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_6_0&promo_name=office_supplies&promo_id=office_supplies-permanent-marker-permanent-marker&promo_creative=permanent-marker_permanent-marker&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_6_0,"TUL® Permanent Markers, Fine Point, Silver Barrel, Black Ink, Pack Of 4 Markers"
1632492393-14,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-writing/N=5+988297+726582&viewAllSkus=true/?cm_sp=office_supplies-_-fine-writing_fine-writing_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_7_0&promo_name=office_supplies&promo_id=office_supplies-fine-writing-fine-writing&promo_creative=fine-writing_fine-writing&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_7_0,"TUL® Retractable Gel Pens, Fine Point, 0.5 mm, Silver Barrel, Blue Ink, Pack Of ..."
1632492479-89,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL® Retractable Gel Pens, Mixed Metals, Medium Point, 0.7 mm, Black Barrel, Bla..."
1632492440-48,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-felt-tip-pens/N=5+1405533/?cm_sp=office_supplies-_-fine-liner_fine-liner_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_3_0&promo_name=office_supplies&promo_id=office_supplies-fine-liner-fine-liner&promo_creative=fine-liner_fine-liner&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_3_0,"TUL® Fine Liner Porous-Point Pens, Fine, 1.0 mm, Silver Barrels, Assorted Inks, ...4.8 out of 5 stars. 103 reviews"
1632492440-47,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-felt-tip-pens/N=5+1405533/?cm_sp=office_supplies-_-fine-liner_fine-liner_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_3_0&promo_name=office_supplies&promo_id=office_supplies-fine-liner-fine-liner&promo_creative=fine-liner_fine-liner&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_3_0,"TUL® Fine Liner Porous-Point Pens, Ultra-Fine, 0.4 mm, Silver Barrel, Black Ink,...4.4 out of 5 stars. 51 reviews"
1632492382-3,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-pen-refills/N=5+988301/?cm_sp=office_supplies-_-refills_refills_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_8_0&promo_name=office_supplies&promo_id=office_supplies-refills-refills&promo_creative=refills_refills&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_8_0,"TUL® Ballpoint Pen Refills, Medium Point, 1.0 mm, Black Ink, Pack Of 2 Refills"
1632492479-127,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL™ Retractable Gel Pens, Medium Point, 0.8 mm, Assorted Barrel Colors, Assorte...0.0 out of 5 stars."
1632492405-26,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-highlighters-and-markers/N=5+1405534+723178+723556/?cm_sp=office_supplies-_-permanent-marker_permanent-marker_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_6_0&promo_name=office_supplies&promo_id=office_supplies-permanent-marker-permanent-marker&promo_creative=permanent-marker_permanent-marker&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_6_0,"TUL Fine Point Permanent Markers, Black, 12/pk"
1632492428-44,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-rollerball-pens/N=5+988302/?cm_sp=office_supplies-_-rollerball_rollerball_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_4_0&promo_name=office_supplies&promo_id=office_supplies-rollerball-rollerball&promo_creative=rollerball_rollerball&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_4_0,"TUL® RB1 Rollerball Pens, Medium Point, 0.7mm, Silver Barrel, Assorted Inks, Pac...4.6 out of 5 stars. 165 reviews"
1632492417-39,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-mechanical-pencils-and-refills/N=5+988300/?cm_sp=office_supplies-_-mechanical-pencils_mechanical-pencils_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_5_0&promo_name=office_supplies&promo_id=office_supplies-mechanical-pencils-mechanical-pencils&promo_creative=mechanical-pencils_mechanical-pencils&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_5_0,"TUL® Mechanical Pencils, 0.7 mm, Navy Barrels, Pack Of 6 Pencils"
1632492479-96,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL® Retractable Gel Pens, Needle Point, 0.5 mm, Silver Barrel, Blue Ink, Pack O..."
1632492479-128,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL™ Retractable Gel Pens, Medium Point, 0.8 mm, Assorted Barrel Colors, Assorte...0.0 out of 5 stars."
1632492382-2,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-pen-refills/N=5+988301/?cm_sp=office_supplies-_-refills_refills_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_8_0&promo_name=office_supplies&promo_id=office_supplies-refills-refills&promo_creative=refills_refills&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_8_0,"TUL® Gel Pen Refills, Medium Point, 0.7 mm, Blue Ink, Pack Of 2 Refills"
1632492479-108,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL® Retractable Gel Pen, Limited Edition, Medium Point, 0.7 mm, Assorted Barrel...4.9 out of 5 stars. 217 reviews"
1632492479-72,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL® Retractable Gel Pens, Needle Point, 0.7 mm, Silver Barrel, Black Ink, Pack Of 12 Pens"
1632492452-64,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-ballpoint-pens/N=5+988298/?cm_sp=cleaning-_-pen_ballpoint_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_2_0&promo_name=cleaning&promo_id=cleaning-pen-ballpoint&promo_creative=pen_ballpoint&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_2_0,"TUL® Fine Writing Retractable Solid Metal Barrel Ballpoint Pen with 2 Refills, M..."
1632492479-104,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL® Retractable Gel Pens, Needle Point, 0.5 mm, Silver Barrel, Black Ink, Pack ...4.7 out of 5 stars. 365 reviews"
1632492452-71,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-ballpoint-pens/N=5+988298/?cm_sp=cleaning-_-pen_ballpoint_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_2_0&promo_name=cleaning&promo_id=cleaning-pen-ballpoint&promo_creative=pen_ballpoint&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_2_0,"TUL® Retractable Ballpoint Pens, Medium Point, 1.0 mm, Silver Barrels, Assorted ..."
1632492479-126,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL® Retractable Gel Pens, Fine Point, 0.5 mm, Silver Barrel, Assorted Ink Color...4.8 out of 5 stars. 56 reviews"
1632492479-124,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL® Retractable Gel Pens, Medium Point, 0.7 mm, Silver Barrel, Assorted Ink, Pa...4.9 out of 5 stars. 252 reviews"
1632492479-99,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL® Retractable Gel Pens, Fine Point, 0.5 mm, Silver Barrel, Assorted Bright In..."
1632492417-40,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-mechanical-pencils-and-refills/N=5+988300/?cm_sp=office_supplies-_-mechanical-pencils_mechanical-pencils_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_5_0&promo_name=office_supplies&promo_id=office_supplies-mechanical-pencils-mechanical-pencils&promo_creative=mechanical-pencils_mechanical-pencils&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_5_0,"TUL® Mechanical Pencil Eraser Refills, Pack Of 3"
1632492479-78,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-gel-pens/N=5+988299/?cm_sp=office_supplies-_-gel_gel_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_1_0&promo_name=office_supplies&promo_id=office_supplies-gel-gel&promo_creative=gel_gel&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_1_0,"TUL® Retractable Gel Pens, Medium Point, 0.7 mm, Pearl White Barrel, Black Ink, ..."
1632492452-55,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-ballpoint-pens/N=5+988298/?cm_sp=cleaning-_-pen_ballpoint_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_2_0&promo_name=cleaning&promo_id=cleaning-pen-ballpoint&promo_creative=pen_ballpoint&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_2_0,"TUL® BP3 Retractable Ballpoint Pens, Medium Point, 1.0 mm, Silver Barrel, Blue Ink, Pack Of 12 Pens"
1632492417-38,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-mechanical-pencils-and-refills/N=5+988300/?cm_sp=office_supplies-_-mechanical-pencils_mechanical-pencils_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_5_0&promo_name=office_supplies&promo_id=office_supplies-mechanical-pencils-mechanical-pencils&promo_creative=mechanical-pencils_mechanical-pencils&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_5_0,"TUL® Mechanical Pencils, 0.5 mm, Assorted Barrel Colors, Pack Of 6"
1632492405-21,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-highlighters-and-markers/N=5+1405534+723178+723556/?cm_sp=office_supplies-_-permanent-marker_permanent-marker_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_6_0&promo_name=office_supplies&promo_id=office_supplies-permanent-marker-permanent-marker&promo_creative=permanent-marker_permanent-marker&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_6_0,"TUL® Highlighter, Chisel Tip, Fluorescent Yellow, Pack Of 4 Highlighters"
1632492452-60,https://www.officedepot.com/a/browse/tul-writing/N=5+988297/?cm_sp=office_supplies-_-writing_tul_-_-category_tul--971469-desktop_header_5_1_0&promo_name=office_supplies&promo_id=office_supplies-writing-tul&promo_creative=writing_tul&promo_position=category_tul--971469-desktop_header_5_1_0,,https://www.officedepot.com/a/browse/tul-ballpoint-pens/N=5+988298/?cm_sp=cleaning-_-pen_ballpoint_-_-category_tul-writing--988297-tul-wirting-desktop_main_2_2_0&promo_name=cleaning&promo_id=cleaning-pen-ballpoint&promo_creative=pen_ballpoint&promo_position=category_tul-writing--988297-tul-wirting-desktop_main_2_2_0,"TUL® BP3 Retractable Ballpoint Pens, Fine Point, 0.8 mm, Silver Barrel, Black Ink, Pack Of 12 Pens"
