web-scraper-order,web-scraper-start-url,cat,cat-href,nnn
1632066064-699,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Food Processors (161),https://www.officedepot.com/a/browse/food-processors/N=5+1176156/,Nostalgia Electrics™ Retro Style Snow Cone Maker
1632066175-1066,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Coffee Makers (171),https://www.officedepot.com/a/browse/coffee-makers/N=5+1176154/,"Ninja CP307 10-Cup Hot & Cold Brewed System, Black4.1 out of 5 stars. 309 reviews"
1632065923-255,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Stoves (38),https://www.officedepot.com/a/browse/stoves/N=5+1176161/,"Brentwood TS-337 1000w Electric Hotplate, Silver - 1 x Burner - Cast Iron Burner...0.0 out of 5 stars."
1632066023-522,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Grills (49),https://www.officedepot.com/a/browse/grills/N=5+1176157/,"Nostalgia MGR5CRL MyMini Personal Electric Grill, Coral0.0 out of 5 stars."
1632065923-284,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Stoves (38),https://www.officedepot.com/a/browse/stoves/N=5+1176161/,Brentwood 1000W Single Burner White Spiral - 1 x Burner - Cast Iron Cooking Surf...
1632065907-234,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Toasters & Toaster Ovens (129),https://www.officedepot.com/a/browse/toasters-and-toaster-ovens/N=5+1176162/,"Cuisinart Compact Air Fryer Toaster Oven, Stainless Steel"
1632066003-500,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Ice Makers (28),https://www.officedepot.com/a/browse/ice-makers/N=5+1176158/,"Igloo ICEB26SS Automatic Portable Countertop Ice Maker Machine, Silver4.8 out of 5 stars. 17 reviews"
1632066023-536,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Grills (49),https://www.officedepot.com/a/browse/grills/N=5+1176157/,"Gibson Home Delwin Carbon Steel Portable Barrel Charcoal BBQ Grill, 15""H x 14""W ...5.0 out of 5 stars. 1 review"
1632066230-1112,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Blenders (79),https://www.officedepot.com/a/browse/blenders/N=5+1176151/,"Ninja® Mega Kitchen® System Blender/Food Processor, Black3.9 out of 5 stars. 90 reviews"
1632065923-270,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Stoves (38),https://www.officedepot.com/a/browse/stoves/N=5+1176161/,"Better Chef Dual-Burner Electric Countertop Range, 3""H x 17""W x 9""D0.0 out of 5 stars."
1632066064-620,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Food Processors (161),https://www.officedepot.com/a/browse/food-processors/N=5+1176156/,"Nemco 3/8"" Dice Blade Assembly, Silver0.0 out of 5 stars."
1632066130-849,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Cookers (174),https://www.officedepot.com/a/browse/cookers/N=5+1176155/,"Nostalgia Electrics CCP510 Vintage Commercial Popcorn Cart, Black"
1632066064-615,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Food Processors (161),https://www.officedepot.com/a/browse/food-processors/N=5+1176156/,"Cuisinart® Supreme Grind™ Automatic Burr Mill, Silver4.4 out of 5 stars. 1983 reviews"
1632066175-1054,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Coffee Makers (171),https://www.officedepot.com/a/browse/coffee-makers/N=5+1176154/,"BUNN iMIX-3S+ BLK 72-Cup Powdered Cappuccino Dispenser, Black0.0 out of 5 stars."
1632066130-854,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Cookers (174),https://www.officedepot.com/a/browse/cookers/N=5+1176155/,"Nostalgia Electrics RKP730CK Kettle Popcorn Maker, Coca-Cola"
1632066003-490,https://www.officedepot.com/a/browse/kitchen/N=5+1176150/,Ice Makers (28),https://www.officedepot.com/a/browse/ice-makers/N=5+1176158/,"Igloo ICEB26WH Automatic Portable Countertop Ice Maker Machine, White4.8 out of 5 stars. 17 reviews"
