product-img-link href,cleanDesc,Category,Is_Leasable
https://www.turnermotorsport.com/p-341841-turner-motorsport-gift-card-100/,Turner Motorsport Gift Card - $100,gift_card,FALSE
https://www.turnermotorsport.com/p-341838-turner-motorsport-gift-card-25/,Turner Motorsport Gift Card - $25,gift_card,FALSE
https://www.turnermotorsport.com/p-341840-turner-motorsport-gift-card-50/,Turner Motorsport Gift Card - $50,gift_card,FALSE
https://www.turnermotorsport.com/p-350917-turner-motorsport-gift-cards/,Turner Motorsport Gift Cards,gift_card,FALSE
https://www.turnermotorsport.com/p-343867-turner-motorsport-gift-card-10/,Turner Motorsport Gift Card - $10,gift_card,FALSE
