web-scraper-order,web-scraper-start-url,nn1
1631297282-111,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Paper Mate® Clearpoint® Elite Mechanical Pencil Starter Set, 0.7 mm, Assorted Ba...4.9 out of 5 stars. 69 reviews"
1631297282-245,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Pentel Icy Mechanical Pencil - #2 Lead - 0.5 mm Lead Diameter - Refillable - Bla...3.5 out of 5 stars. 6 reviews
1631297282-302,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Champ® Mechanical Pencil, 0.5mm, #2 Lead, Black Barrel, Pack Of 245.0 out of 5 stars. 1 review"
1631297282-236,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® EnerGize Mechanical Pencils, 0.7 mm, Black/Silver, Pack Of 124.0 out of 5 stars. 1 review"
1631297282-159,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Twist-Erase III Mechanical Pencil, #2 Lead, 0.7 mm, Refillable, Red Barr...4.8 out of 5 stars. 45 reviews"
1631297282-202,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Paper Mate Write Bros. Strong Mechanical Pencils - #2 Lead - 0.9 mm Lead Diamete...0.0 out of 5 stars.
1631297282-297,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Zebra Pen M-301 Stainless Steel Mechanical Pencils - 0.5 mm Lead Diameter - Refi...0.0 out of 5 stars.
1631297282-489,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"BIC® Prevaguard Mechanical Pencil with antimicrobial additive, 0.7 mm, #2, Black...0.0 out of 5 stars."
1631297282-288,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Zebra Pen M-301 Mechanical Pencil - 0.7 mm Lead Diameter - Refillable - Black St...0.0 out of 5 stars.
1631297282-229,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Paper Mate Mechanical Pencils - 0.7 mm Lead Diameter - Refillable - Multi Lead -...0.0 out of 5 stars.
1631297282-263,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Graph Gear 800 Mechanical Drafting Pencils, 0.3 mm, Brown Barrel, Pack O...4.4 out of 5 stars. 5 reviews"
1631297282-274,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"BIC® Xtra Life Mechanical Pencils, 0.7 mm, #2 Lead, Black Barrel, Pack Of 320 Pe...0.0 out of 5 stars."
1631297282-383,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Integra Grip Mechanical Pencils - 0.5 mm Lead Diameter - Refillable - Assorted B...0.0 out of 5 stars.
1631297282-175,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Paper Mate® Sharpwriter Mechanical Pencils, #2 Lead, 0.7 mm, Assorted Barrel Col...4.7 out of 5 stars. 136 reviews"
1631297282-468,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Monteverde® One Touch Tool Pencil, 0.9 mm, #2 Soft, Black Barrel, Black Lead0.0 out of 5 stars."
1631297282-467,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,BIC Side Clic Mechanical Pencil - 0.7 mm Lead Diameter - Refillable - Black Lead...4.8 out of 5 stars. 72 reviews
1631297282-511,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Paper Mate® ClearPoint™ Mechanical Pencil, 0.7 mm, Assorted Barrel Colors4.7 out of 5 stars. 43 reviews"
1631297282-249,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® ICY Multipurpose Automatic Pencils, 0.5 mm, Transparent Smoke Barrels, P...5.0 out of 5 stars. 1 review"
1631297282-464,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Pentel Quicker Clicker Automatic Pencils - #2 Lead - 0.5 mm Lead Diameter - Refi...4.6 out of 5 stars. 22 reviews
1631297282-350,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Zebra Pen M-350 Mechanical Pencil - HB, #2 Lead - 0.7 mm Lead Diameter - Refilla...5.0 out of 5 stars. 1 review"
1631297282-364,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Zebra Pen™ Delguard Mechanical Pencil, 0.5 mm, Black Barrel4.7 out of 5 stars. 129 reviews"
1631297282-141,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Twist-Erase® III Mechanical Pencils, 0.9mm, #2 Lead, Assorted Barrel Col...4.8 out of 5 stars. 197 reviews"
1631297282-174,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Office Depot® Brand Mechanical Pencils With Comfort Grip, 0.7mm, Black Barrel,Pa...4.5 out of 5 stars. 144 reviews"
1631297282-465,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"BIC® BIC-Matic Grip Mechanical Pencils, 0.7 mm, Assorted Barrel Colors, Pack Of ...0.0 out of 5 stars."
1631297282-416,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Champ Mechanical Pencils, 0.7 mm, #2 Lead, Blue Barrel, Pack Of 240.0 out of 5 stars."
1631297282-240,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Twist-Erase Pink Click Mechanical Pencils, #2 Lead, 0.7 mm, Refillable, ...4.9 out of 5 stars. 8 reviews"
1631297282-394,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Paper Mate® Profile Mechanical Pencils, 0.7 mm, HB #2 Lead, Black Barrel, Pack O...4.8 out of 5 stars. 4 reviews"
1631297282-228,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Pentel Champ Mechanical Pencils - #2 Lead - 0.7 mm Lead Diameter - Refillable - ...4.0 out of 5 stars. 5 reviews
1631297282-507,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Baumgartens® Twist'N Write™ PenAgain™ Pencils, 0.2 mm, Assorted Barrel Colors, T...0.0 out of 5 stars."
1631297282-423,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel Arts® 8 Colour™ Mechanical Pencil, 2.0mm, Clear Barrel/Assorted Clip Colo...3.0 out of 5 stars. 1 review"
1631297282-368,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® EnerGize™ Mechanical Pencil, 0.5mm, #2 Lead, Black/Silver Barrel, Pack O...3.5 out of 5 stars. 2 reviews"
1631297282-453,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"uni-ball® Chroma Auto-Advancing Mechanical Pencils With Hexagonal Twist Eraser, ...4.8 out of 5 stars. 71 reviews"
1631297282-500,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Pentel EnerGize-X Mechanical Pencil - HB Lead - 0.7 mm Lead Diameter - Refillabl...0.0 out of 5 stars.
1631297282-180,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Pentel Twist-Erase III Mechanical Pencils - #2 Lead - 0.9 mm Lead Diameter - Ref...4.8 out of 5 stars. 44 reviews
1631297282-129,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"BIC® Xtra-Sparkle Mechanical Pencils, 0.7mm, #2 Lead, Assorted Barrel Color, Pac...4.8 out of 5 stars. 386 reviews"
1631297282-110,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Office Depot® Brand Mechanical Pencils, Soft-Grip, 0.5 mm, Assorted Barrel Color...3.8 out of 5 stars. 10 reviews"
1631297282-142,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"BIC® Xtra Life Mechanical Pencils, 0.7 mm, #2 Lead, Clear Barrel, Pack Of 40 Pen...4.8 out of 5 stars. 54 reviews"
1631297282-385,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,BIC Recycled 0.7 mm Mechanical Pencils - 0.7 mm Lead Diameter - Assorted Barrel ...0.0 out of 5 stars.
1631297282-289,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Graph Gear 800™ Mechanical Pencil, 0.5mm, #2 Lead, Black Barrel, Pack Of...5.0 out of 5 stars. 2 reviews"
1631297282-76,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Paper Mate® Sharpwriter® Mechanical Pencils, 0.7mm, #2 Lead, Yellow Barrel, Pack...4.8 out of 5 stars. 492 reviews"
1631297282-351,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Zebra® Z-Grip™ Mechanical Pencils, 0.7 mm, Clear/Black Barrels, Pack Of 7 Pencil...4.3 out of 5 stars. 88 reviews"
1631297282-504,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Twist Erase GT Mechanical Pencils, 0.7 mm Lead, Assorted Barrel Colors, ...4.7 out of 5 stars. 24 reviews"
1631297282-280,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Automatic Sharp™ Mechanical Pencil, 0.5 mm, Blue4.8 out of 5 stars. 8 reviews"
1631297282-191,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"BIC® Xtra Comfort Mechanical Pencils, Medium Point, 0.7 mm, #2 Medium, Assorted ...5.0 out of 5 stars. 1 review"
1631297282-328,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Paper Mate® Comfortmate® Ultra Mechanical Pencils, #2 Lead, 0.5 mm, Refillable, ...0.0 out of 5 stars."
1631297282-187,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Paper Mate® Clearpoint® Mechanical Pencil, 0.7mm, #2 Lead, Blue Barrel, Pack Of ...5.0 out of 5 stars. 2 reviews"
1631297282-218,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Automatic Sharp™ Mechanical Pencils, 0.7 mm, Metallic, Pack Of 24.9 out of 5 stars. 35 reviews"
1631297282-506,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Integra Grip Mechanical Pencils - 0.7 mm Lead Diameter - Refillable - Black Lead...0.0 out of 5 stars.
1631297282-268,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Graph Gear™ 1000 Mechanical Drafting Pencil, 0.9 mm, HB Hardness, Silver...4.8 out of 5 stars. 41 reviews"
1631297282-404,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"SlickerClicker® Side-Advanced Mechanical Pencils, 0.5 mm, Black Barrel, Pack Of ...0.0 out of 5 stars."
1631297282-345,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Pentel 0.5 mm Twist Erase Click Mechanical Pencils - #2 Lead - 0.5 mm Lead Diame...0.0 out of 5 stars.
1631297282-492,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Orenz Mechanical Pencil, B Lead, 0.7 mm, Blue Barrel4.8 out of 5 stars. 4 reviews"
1631297282-356,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Twist-Erase Click Mechanical Pencil, #2 Lead, 0.5 mm, Refillable, Transp...4.1 out of 5 stars. 22 reviews"
1631297282-325,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Twist-Erase® CLICK Mechanical Pencils, 0.7mm, Hi-Polymer HB Lead, 59% Re...4.7 out of 5 stars. 37 reviews"
1631297282-185,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Quicker-Clicker™ Mechanical Pencil, 0.9mm, #2 Lead, Transparent Red, Pac...4.8 out of 5 stars. 43 reviews"
1631297282-233,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Paper Mate® Clearpoint® Elite Mechanical Pencil Starter Set, 0.5 mm, #2 Lead4.8 out of 5 stars. 28 reviews"
1631297282-276,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Twist-Erase Express Automatic Pencils, #2 Lead, 0.7 mm, Refillable, Asso...0.0 out of 5 stars."
1631297282-496,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Paper Mate Clickster Grip Mechanical Pencil - 0.5 mm Lead Diameter - Refillable ...0.0 out of 5 stars.
1631297282-348,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Zebra® M-301 Stainless Steel Mechanical Pencil, 0.5 mm3.8 out of 5 stars. 4 reviews"
1631297282-484,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Pentel EnerGize-X Mechanical Pencils - #2 Lead - 0.7 mm Lead Diameter - Refillab...0.0 out of 5 stars.
1631297282-186,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pilot® G-2® Mechanical Pencil, 0.7mm, #2 Lead, Assorted Barrel Colors, Pack Of 54.5 out of 5 stars. 2 reviews"
1631297282-456,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Monteverde® One Touch Tool Pencil, 0.9 mm, #2 Soft, Silver Barrel, Black Lead3.0 out of 5 stars. 2 reviews"
1631297282-113,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Paper Mate Write Bros. Classic Mechanical Pencils - #2 Lead - 0.7 mm Lead Diamet...5.0 out of 5 stars. 1 review
1631297282-222,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® EnerGize Mechanical Pencils, 0.5 mm, Silver Barrel, Pack Of 24.6 out of 5 stars. 29 reviews"
1631297282-367,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Graph Gear 800 Mechanical Drafting Pencils, 0.9 mm, Yellow Barrel, Pack ...4.5 out of 5 stars. 8 reviews"
1631297282-258,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Zebra® Z-Grip™ Mechanical Pencils, 0.7 mm, #2 Medium Lead, Clear Barrel, Pack Of...4.3 out of 5 stars. 46 reviews"
1631297282-118,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Office Depot® Brand Mechanical Pencils, Soft-Grip, 0.7 mm, Assorted Barrel Color...2.8 out of 5 stars. 33 reviews"
1631297282-201,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Paper Mate® Clearpoint® Mechanical Pencils, 0.7 mm, Assorted Barrel Colors, Pack...5.0 out of 5 stars. 2 reviews"
1631297282-384,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Paper Mate® Clearpoint® Break-Resistant Mechanical Pencil Starter Set, 0.7mm5.0 out of 5 stars. 17 reviews"
1631297282-401,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Orenz™ Mechanical Pencil, 0.3mm, B Lead, Red Barrel4.0 out of 5 stars. 5 reviews"
1631297282-116,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® e-Sharp™ Mechanical Pencils, 0.5 mm, 72% Recycled, Black, Pack Of 124.9 out of 5 stars. 8 reviews"
1631297282-232,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"TUL® Mechanical Pencils, 0.7 mm, Navy Barrels, Pack Of 6 Pencils4.9 out of 5 stars. 24 reviews"
1631297282-117,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Sharp™ Automatic Drafting Pencil, 0.9 mm, Yellow4.7 out of 5 stars. 49 reviews"
1631297282-132,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Paper Mate® Clearpoint® Mechanical Pencil Starter Set, 0.9mm, #2 Lead, Assorted ...4.8 out of 5 stars. 174 reviews"
1631297282-277,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Paper Mate Write Bros. Classic Mechanical Pencils - #2 Lead - 0.7 mm Lead Diamet...0.0 out of 5 stars.
1631297282-169,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Paper Mate® Clearpoint® Color Lead Mechanical Pencils, 0.7mm, Assorted Colors, P...4.7 out of 5 stars. 23 reviews"
1631297282-184,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Quicker-Clicker™ Mechanical Pencil, 0.5mm, #2 Lead, Transparent Black Ba...4.7 out of 5 stars. 30 reviews"
1631297282-106,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® e-Sharp™ Mechanical Pencil, 0.7mm, #2 Lead, 72% Recycled, Blue Barrel, P...4.8 out of 5 stars. 8 reviews"
1631297282-389,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Graphlet Mechanical Pencil, 0.5 mm, Black Barrel5.0 out of 5 stars. 2 reviews"
1631297282-189,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® EnerGize Mechanical Pencils, Starter Set, 0.7 mm, Silver Barrel, Pack Of...4.8 out of 5 stars. 62 reviews"
1631297282-445,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Paper Mate® Vibz Mechanical Pencils, 0.9 mm, Assorted Barrel Colors, Pack Of 54.8 out of 5 stars. 5 reviews"
1631297282-171,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Twist-Erase® Express Mechanical Pencil, 0.7 mm, Black Barrel4.8 out of 5 stars. 13 reviews"
1631297282-405,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Orenz™ Mechanical Pencil, 0.2mm, B Lead, White Barrel2.8 out of 5 stars. 4 reviews"
1631297282-178,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Sharp™ Automatic Drafting Pencil, 0.5 mm, Black4.6 out of 5 stars. 39 reviews"
1631297282-234,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Twist-Erase® III Mechanical Pencil, 0.5 mm, Blue4.8 out of 5 stars. 44 reviews"
1631297282-104,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Sharp™ Automatic Drafting Pencil, 0.7 mm, Blue4.7 out of 5 stars. 50 reviews"
1631297282-122,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Graph Gear 1000™ Mechanical Pencil with Eraser Set, 0.5mm, #2 Lead, Silv...4.8 out of 5 stars. 70 reviews"
1631297282-262,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Cometz™ Mechanical Pencil, 0.9mm, #2 Lead, Blue Barrel, Pack Of 120.0 out of 5 stars."
1631297282-88,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Paper Mate® ClearPoint™ Mechanical Pencil, 0.7 mm, Blue4.8 out of 5 stars. 66 reviews"
1631297282-177,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Zebra® Z-Grip™ Mechanical Pencil, 0.7mm, Clear/Black Barrel, Pack Of 124.4 out of 5 stars. 9 reviews"
1631297282-120,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Twist-Erase® III Mechanical Pencil, 0.9 mm, Black Barrel4.8 out of 5 stars. 59 reviews"
1631297282-112,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"TUL® Mechanical Pencils, 0.7 mm, Black & Navy Barrels, Pack Of 2 Pencils5.0 out of 5 stars. 11 reviews"
1631297282-131,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"BIC® Mechanical Pencils, Xtra Strong, 0.9 mm, Assorted Barrel Colors, Pack Of 24...4.8 out of 5 stars. 363 reviews"
1631297282-102,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Quicker Clicker™ Mechanical Pencil, 0.5mm, #2 Lead, Assorted Barrel, Pac...4.7 out of 5 stars. 90 reviews"
1631297282-119,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"TUL® Mechanical Pencils, 0.7 mm, Navy & Royal Blue Barrels, Pack Of 2 Pencil...4.9 out of 5 stars. 241 reviews"
1631297282-123,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Paper Mate Handwriting Mechanical Pencils - #2 Lead - Thick Point - Black Lead -...4.9 out of 5 stars. 22 reviews
1631297282-170,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"Pentel® Twist-Erase® III Mechanical Pencil, 0.5mm, #2 Lead, Black Barrel4.8 out of 5 stars. 46 reviews"
1631297282-290,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,Pentel Sharp Premium Mechanical Pencils - HB Lead - 5 mm Lead Diameter - Refilla...5.0 out of 5 stars. 1 review
1631297282-114,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"BIC® Velocity® Original Mechanical Pencils, 0.7 mm, Assorted Barrel Colors, Pack...4.8 out of 5 stars. 8642 reviews"
1631297282-107,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"BIC® Velocity® Mechanical Pencils, 0.9mm, Assorted Barrel Colors, Pack Of 54.8 out of 5 stars. 8680 reviews"
1631297282-285,https://www.officedepot.com/a/browse/mechanical-pencils/N=5+4510/,"uni-ball® Kuru Toga Mechanical Pencil Starter Set, 0.5 mm, Black/Blue4.5 out of 5 stars. 83 reviews"
